C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.9222638E+002, 1.7687934E+002, 1.6622465E+002, 1.5877636E+002, 1.5314402E+002, 1.4828499E+002, 1.4481956E+002, 1.4242424E+002, 1.4028776E+002, 1.3857893E+002, 1.3689736E+002, 1.3431566E+002, 1.2990164E+002, 1.1918986E+002, 9.6386240E+001
 1.9224188E+002, 1.8060318E+002, 1.7178363E+002, 1.6537344E+002, 1.6008780E+002, 1.5536947E+002, 1.5192014E+002, 1.4972287E+002, 1.4790391E+002, 1.4669284E+002, 1.4573892E+002, 1.4428169E+002, 1.4227320E+002, 1.3598521E+002, 1.1780415E+002
 1.9311790E+002, 1.8404187E+002, 1.7625722E+002, 1.7026098E+002, 1.6581230E+002, 1.6154315E+002, 1.5868181E+002, 1.5659762E+002, 1.5512631E+002, 1.5438656E+002, 1.5421157E+002, 1.5425012E+002, 1.5483353E+002, 1.5328103E+002, 1.4241291E+002
 1.9485449E+002, 1.8681931E+002, 1.7966168E+002, 1.7472776E+002, 1.7087289E+002, 1.6720750E+002, 1.6462846E+002, 1.6275637E+002, 1.6191854E+002, 1.6157563E+002, 1.6219540E+002, 1.6386692E+002, 1.6715796E+002, 1.6978683E+002, 1.6692823E+002
 1.9634831E+002, 1.8872567E+002, 1.8233909E+002, 1.7817872E+002, 1.7484661E+002, 1.7206045E+002, 1.7020957E+002, 1.6864234E+002, 1.6807523E+002, 1.6800941E+002, 1.6904177E+002, 1.7180667E+002, 1.7677212E+002, 1.8196288E+002, 1.8694090E+002
 1.9711353E+002, 1.9040470E+002, 1.8485875E+002, 1.8099847E+002, 1.7832038E+002, 1.7643426E+002, 1.7527688E+002, 1.7420580E+002, 1.7368303E+002, 1.7326692E+002, 1.7423657E+002, 1.7709177E+002, 1.8257327E+002, 1.8706885E+002, 1.9635223E+002
 1.9795558E+002, 1.9208658E+002, 1.8715926E+002, 1.8373007E+002, 1.8181973E+002, 1.8041271E+002, 1.7954087E+002, 1.7868824E+002, 1.7844470E+002, 1.7781407E+002, 1.7880567E+002, 1.8086185E+002, 1.8665731E+002, 1.8883434E+002, 1.9998101E+002
 1.9902305E+002, 1.9399355E+002, 1.8967475E+002, 1.8663657E+002, 1.8514846E+002, 1.8394043E+002, 1.8329353E+002, 1.8248458E+002, 1.8238769E+002, 1.8177102E+002, 1.8354677E+002, 1.8442940E+002, 1.9098714E+002, 1.9182608E+002, 2.0470342E+002
 2.0063317E+002, 1.9597137E+002, 1.9232731E+002, 1.8991630E+002, 1.8866093E+002, 1.8738877E+002, 1.8702750E+002, 1.8650664E+002, 1.8686218E+002, 1.8641899E+002, 1.8865893E+002, 1.8916693E+002, 1.9688878E+002, 1.9764927E+002, 2.1368892E+002
 2.0230477E+002, 1.9821274E+002, 1.9519386E+002, 1.9336103E+002, 1.9219176E+002, 1.9107549E+002, 1.9067049E+002, 1.9044592E+002, 1.9103442E+002, 1.9118932E+002, 1.9394520E+002, 1.9529116E+002, 2.0427999E+002, 2.0582722E+002, 2.2219191E+002
 2.0447423E+002, 2.0079951E+002, 1.9824502E+002, 1.9656743E+002, 1.9545304E+002, 1.9439137E+002, 1.9393608E+002, 1.9376753E+002, 1.9459063E+002, 1.9541518E+002, 1.9869649E+002, 2.0202795E+002, 2.1186443E+002, 2.1499244E+002, 2.2816082E+002
 2.0655841E+002, 2.0339620E+002, 2.0138168E+002, 1.9986112E+002, 1.9868464E+002, 1.9737604E+002, 1.9698452E+002, 1.9691730E+002, 1.9794014E+002, 1.9929089E+002, 2.0313308E+002, 2.0803880E+002, 2.1849002E+002, 2.2318648E+002, 2.3247193E+002
 2.0863454E+002, 2.0620737E+002, 2.0436109E+002, 2.0301585E+002, 2.0186425E+002, 2.0045316E+002, 1.9996434E+002, 1.9997244E+002, 2.0098908E+002, 2.0284227E+002, 2.0724680E+002, 2.1356885E+002, 2.2315824E+002, 2.2999534E+002, 2.3580014E+002
 2.1073364E+002, 2.0907799E+002, 2.0734055E+002, 2.0587658E+002, 2.0449600E+002, 2.0294766E+002, 2.0231594E+002, 2.0256419E+002, 2.0390782E+002, 2.0618457E+002, 2.1108976E+002, 2.1752153E+002, 2.2574296E+002, 2.3251218E+002, 2.3727545E+002
 2.1379190E+002, 2.1237683E+002, 2.1079382E+002, 2.0913272E+002, 2.0766325E+002, 2.0601782E+002, 2.0522215E+002, 2.0552030E+002, 2.0714409E+002, 2.0984558E+002, 2.1480955E+002, 2.2086391E+002, 2.2824538E+002, 2.3512728E+002, 2.3889995E+002
 2.1786934E+002, 2.1623738E+002, 2.1468425E+002, 2.1289857E+002, 2.1142458E+002, 2.1005177E+002, 2.0949546E+002, 2.0969542E+002, 2.1108656E+002, 2.1384204E+002, 2.1830603E+002, 2.2355851E+002, 2.3017383E+002, 2.3657420E+002, 2.4021212E+002
 2.2412768E+002, 2.2234402E+002, 2.2057759E+002, 2.1850539E+002, 2.1716159E+002, 2.1611324E+002, 2.1573742E+002, 2.1588289E+002, 2.1677465E+002, 2.1894497E+002, 2.2266910E+002, 2.2711935E+002, 2.3296168E+002, 2.3881966E+002, 2.4140079E+002
 2.3326578E+002, 2.3123646E+002, 2.2938799E+002, 2.2745564E+002, 2.2626857E+002, 2.2519037E+002, 2.2449312E+002, 2.2442805E+002, 2.2481009E+002, 2.2590082E+002, 2.2830719E+002, 2.3150694E+002, 2.3610585E+002, 2.4102545E+002, 2.4228151E+002
 2.4573459E+002, 2.4360747E+002, 2.4126998E+002, 2.3923842E+002, 2.3792915E+002, 2.3654259E+002, 2.3523254E+002, 2.3479924E+002, 2.3467974E+002, 2.3481620E+002, 2.3558070E+002, 2.3710208E+002, 2.3994235E+002, 2.4336320E+002, 2.4280007E+002
 2.5872278E+002, 2.5678173E+002, 2.5477222E+002, 2.5270353E+002, 2.5098609E+002, 2.4942298E+002, 2.4780717E+002, 2.4654968E+002, 2.4558246E+002, 2.4481497E+002, 2.4420047E+002, 2.4414266E+002, 2.4467594E+002, 2.4551525E+002, 2.4280403E+002
 2.7257753E+002, 2.7027784E+002, 2.6801948E+002, 2.6575206E+002, 2.6349677E+002, 2.6116515E+002, 2.5888409E+002, 2.5670254E+002, 2.5472791E+002, 2.5284598E+002, 2.5100425E+002, 2.4921349E+002, 2.4750932E+002, 2.4598508E+002, 2.4202210E+002
