,,s,s,s
     600,2026-06-18T21:31:18.113+09:00, 0.126E-01,  14.22270, 0.63166E+02
     700,2026-06-18T21:31:28.575+09:00, 0.121E-01,  15.43068, 0.73514E+02
     800,2026-06-18T21:31:39.217+09:00, 0.112E-01,  16.59011, 0.84017E+02
     900,2026-06-18T21:31:49.733+09:00, 0.110E-01,  17.71052, 0.94422E+02
    1000,2026-06-18T21:32:00.365+09:00, 0.107E-01,  18.77607, 0.10492E+03
    1100,2026-06-18T21:32:10.800+09:00, 0.949E-02,  19.78965, 0.11525E+03
    1200,2026-06-18T21:32:21.360+09:00, 0.897E-02,  20.73654, 0.12568E+03
    1300,2026-06-18T21:32:31.732+09:00, 0.987E-02,  21.65731, 0.13594E+03
    1400,2026-06-18T21:32:42.411+09:00, 0.858E-02,  22.58956, 0.14645E+03
    1500,2026-06-18T21:32:52.891+09:00, 0.890E-02,  23.47224, 0.15682E+03
    1600,2026-06-18T21:33:03.527+09:00, 0.793E-02,  24.36166, 0.16733E+03
    1700,2026-06-18T21:33:14.035+09:00, 0.821E-02,  25.18514, 0.17773E+03
    1800,2026-06-18T21:33:24.590+09:00, 0.903E-02,  26.02005, 0.18815E+03
    1900,2026-06-18T21:33:35.085+09:00, 0.877E-02,  26.89371, 0.19854E+03
    2000,2026-06-18T21:33:45.516+09:00, 0.867E-02,  27.72354, 0.20887E+03
    2100,2026-06-18T21:33:56.123+09:00, 0.831E-02,  28.55456, 0.21934E+03
    2200,2026-06-18T21:34:06.655+09:00, 0.710E-02,  29.34961, 0.22975E+03
    2300,2026-06-18T21:34:17.161+09:00, 0.846E-02,  30.17350, 0.24013E+03
    2400,2026-06-18T21:34:27.673+09:00, 0.744E-02,  30.98168, 0.25054E+03
    2500,2026-06-18T21:34:37.991+09:00, 0.805E-02,  31.82833, 0.26075E+03
    2600,2026-06-18T21:34:48.452+09:00, 0.778E-02,  32.66193, 0.27110E+03
    2700,2026-06-18T21:34:58.762+09:00, 0.856E-02,  33.49326, 0.28132E+03
    2800,2026-06-18T21:35:09.178+09:00, 0.906E-02,  34.31390, 0.29162E+03
    2900,2026-06-18T21:35:19.619+09:00, 0.883E-02,  35.18358, 0.30197E+03
    3000,2026-06-18T21:35:30.093+09:00, 0.869E-02,  36.04658, 0.31233E+03
    3100,2026-06-18T21:35:40.400+09:00, 0.912E-02,  36.94890, 0.32254E+03
    3200,2026-06-18T21:35:50.707+09:00, 0.100E-01,  37.93241, 0.33276E+03
    3300,2026-06-18T21:36:01.215+09:00, 0.109E-01,  38.94802, 0.34315E+03
    3400,2026-06-18T21:36:16.799+09:00, 0.117E-01,  40.06796, 0.35358E+03
    3500,2026-06-18T21:36:27.255+09:00, 0.103E-01,  41.13971, 0.36394E+03
    3600,2026-06-18T21:36:37.827+09:00, 0.973E-02,  42.21725, 0.37440E+03
    3700,2026-06-18T21:36:48.160+09:00, 0.107E-01,  43.22927, 0.38463E+03
    3800,2026-06-18T21:36:58.686+09:00, 0.115E-01,  44.28265, 0.39504E+03
    3900,2026-06-18T21:37:09.147+09:00, 0.101E-01,  45.37552, 0.40540E+03
    4000,2026-06-18T21:37:19.651+09:00, 0.897E-02,  46.33041, 0.41580E+03
    4100,2026-06-18T21:37:30.000+09:00, 0.105E-01,  47.32975, 0.42605E+03
    4200,2026-06-18T21:37:40.493+09:00, 0.981E-02,  48.32462, 0.43644E+03
    4300,2026-06-18T21:37:50.946+09:00, 0.985E-02,  49.33606, 0.44680E+03
    4400,2026-06-18T21:38:01.467+09:00, 0.925E-02,  50.39193, 0.45722E+03
    4500,2026-06-18T21:38:11.858+09:00, 0.105E-01,  51.37137, 0.46751E+03
    4600,2026-06-18T21:38:22.355+09:00, 0.108E-01,  52.45131, 0.47790E+03
    4700,2026-06-18T21:38:32.810+09:00, 0.105E-01,  53.57732, 0.48825E+03
    4800,2026-06-18T21:38:43.338+09:00, 0.990E-02,  54.58329, 0.49868E+03
    4900,2026-06-18T21:38:53.752+09:00, 0.102E-01,  55.62000, 0.50899E+03
    5000,2026-06-18T21:39:04.157+09:00, 0.123E-01,  56.78525, 0.51928E+03
    5100,2026-06-18T21:39:14.671+09:00, 0.118E-01,  57.99271, 0.52969E+03
    5200,2026-06-18T21:39:25.195+09:00, 0.115E-01,  59.16166, 0.54010E+03
    5300,2026-06-18T21:39:35.688+09:00, 0.125E-01,  60.31898, 0.55048E+03
    5400,2026-06-18T21:39:46.162+09:00, 0.107E-01,  61.47694, 0.56086E+03
    5500,2026-06-18T21:39:56.581+09:00, 0.911E-02,  62.58547, 0.57117E+03
    5600,2026-06-18T21:40:06.934+09:00, 0.132E-01,  63.74384, 0.58142E+03
    5700,2026-06-18T21:40:17.411+09:00, 0.130E-01,  64.99598, 0.59178E+03
    5800,2026-06-18T21:40:27.969+09:00, 0.109E-01,  66.16425, 0.60222E+03
    5900,2026-06-18T21:40:38.357+09:00, 0.132E-01,  67.29920, 0.61251E+03
    6000,2026-06-18T21:40:48.852+09:00, 0.129E-01,  68.57669, 0.62289E+03
    6100,2026-06-18T21:40:59.321+09:00, 0.123E-01,  69.68610, 0.63326E+03
    6200,2026-06-18T21:41:09.831+09:00, 0.120E-01,  70.81506, 0.64366E+03
    6300,2026-06-18T21:41:20.353+09:00, 0.105E-01,  71.95656, 0.65409E+03
    6400,2026-06-18T21:41:30.803+09:00, 0.102E-01,  73.03274, 0.66443E+03
    6500,2026-06-18T21:41:41.239+09:00, 0.116E-01,  74.11445, 0.67476E+03
    6600,2026-06-18T21:41:51.635+09:00, 0.116E-01,  75.27612, 0.68506E+03
    6700,2026-06-18T21:42:02.175+09:00, 0.115E-01,  76.42517, 0.69549E+03
    6800,2026-06-18T21:42:12.446+09:00, 0.119E-01,  77.67400, 0.70567E+03
    6900,2026-06-18T21:42:22.788+09:00, 0.117E-01,  78.81800, 0.71590E+03
    7000,2026-06-18T21:42:33.384+09:00, 0.100E-01,  79.84607, 0.72640E+03
    7100,2026-06-18T21:42:43.891+09:00, 0.113E-01,  81.03737, 0.73679E+03
    7200,2026-06-18T21:42:54.508+09:00, 0.946E-02,  82.23253, 0.74729E+03
    7300,2026-06-18T21:43:04.894+09:00, 0.123E-01,  83.26851, 0.75759E+03
    7400,2026-06-18T21:43:15.369+09:00, 0.112E-01,  84.30553, 0.76795E+03
    7500,2026-06-18T21:43:25.790+09:00, 0.121E-01,  85.45956, 0.77828E+03
    7600,2026-06-18T21:43:36.251+09:00, 0.130E-01,  86.74062, 0.78863E+03
    7700,2026-06-18T21:43:46.733+09:00, 0.128E-01,  87.95237, 0.79901E+03
    7800,2026-06-18T21:43:57.265+09:00, 0.125E-01,  89.25987, 0.80943E+03
    7900,2026-06-18T21:44:07.677+09:00, 0.132E-01,  90.54260, 0.81974E+03
    8000,2026-06-18T21:44:18.143+09:00, 0.129E-01,  91.72607, 0.83010E+03
    8100,2026-06-18T21:44:28.716+09:00, 0.115E-01,  92.89483, 0.84057E+03
    8200,2026-06-18T21:44:39.305+09:00, 0.992E-02,  93.90870, 0.85106E+03
    8300,2026-06-18T21:44:49.801+09:00, 0.108E-01,  94.98242, 0.86144E+03
    8400,2026-06-18T21:45:00.329+09:00, 0.116E-01,  96.11592, 0.87186E+03
    8500,2026-06-18T21:45:10.814+09:00, 0.933E-02,  97.19007, 0.88225E+03
    8600,2026-06-18T21:45:21.185+09:00, 0.124E-01,  98.19861, 0.89251E+03
    8700,2026-06-18T21:45:31.561+09:00, 0.115E-01,  99.31431, 0.90279E+03
    8800,2026-06-18T21:45:41.999+09:00, 0.139E-01, 100.60194, 0.91308E+03
    8900,2026-06-18T21:45:52.373+09:00, 0.120E-01, 101.97738, 0.92336E+03
    9000,2026-06-18T21:46:02.882+09:00, 0.124E-01, 103.15577, 0.93375E+03
    9100,2026-06-18T21:46:13.272+09:00, 0.107E-01, 104.27198, 0.94403E+03
    9200,2026-06-18T21:46:23.690+09:00, 0.127E-01, 105.48888, 0.95435E+03
    9300,2026-06-18T21:46:34.177+09:00, 0.120E-01, 106.70025, 0.96472E+03
    9400,2026-06-18T21:46:44.631+09:00, 0.103E-01, 107.72190, 0.97508E+03
    9500,2026-06-18T21:46:55.079+09:00, 0.117E-01, 108.80614, 0.98543E+03
    9600,2026-06-18T21:47:05.573+09:00, 0.995E-02, 110.00258, 0.99581E+03
    9700,2026-06-18T21:47:15.944+09:00, 0.120E-01, 111.14683, 0.10061E+04
    9800,2026-06-18T21:47:26.437+09:00, 0.112E-01, 112.28767, 0.10165E+04
    9900,2026-06-18T21:47:36.886+09:00, 0.129E-01, 113.58338, 0.10268E+04
   10000,2026-06-18T21:47:47.320+09:00, 0.117E-01, 114.72764, 0.10371E+04
   10100,2026-06-18T21:47:57.650+09:00, 0.126E-01, 115.93348, 0.10474E+04
   10200,2026-06-18T21:48:08.030+09:00, 0.118E-01, 117.22911, 0.10576E+04
   10300,2026-06-18T21:48:18.551+09:00, 0.101E-01, 118.38331, 0.10680E+04
   10400,2026-06-18T21:48:29.030+09:00, 0.119E-01, 119.51848, 0.10784E+04
   10500,2026-06-18T21:48:39.649+09:00, 0.109E-01, 120.65063, 0.10889E+04
   10600,2026-06-18T21:48:50.083+09:00, 0.112E-01, 121.73608, 0.10993E+04
   10700,2026-06-18T21:49:00.559+09:00, 0.117E-01, 122.86574, 0.11096E+04
   10800,2026-06-18T21:49:10.969+09:00, 0.113E-01, 124.12252, 0.11199E+04
   10900,2026-06-18T21:49:21.322+09:00, 0.137E-01, 125.34313, 0.11302E+04
   11000,2026-06-18T21:49:31.768+09:00, 0.126E-01, 126.53325, 0.11405E+04
   11100,2026-06-18T21:49:42.166+09:00, 0.109E-01, 127.81932, 0.11508E+04
   11200,2026-06-18T21:49:52.601+09:00, 0.115E-01, 128.95888, 0.11611E+04
   11300,2026-06-18T21:50:03.114+09:00, 0.126E-01, 130.19196, 0.11715E+04
   11400,2026-06-18T21:50:13.565+09:00, 0.125E-01, 131.42784, 0.11819E+04
   11500,2026-06-18T21:50:24.056+09:00, 0.120E-01, 132.59473, 0.11923E+04
   11600,2026-06-18T21:50:34.340+09:00, 0.125E-01, 133.79513, 0.12025E+04
   11700,2026-06-18T21:50:44.719+09:00, 0.122E-01, 135.00735, 0.12127E+04
   11800,2026-06-18T21:50:55.216+09:00, 0.116E-01, 136.24817, 0.12231E+04
   11900,2026-06-18T21:51:05.611+09:00, 0.103E-01, 137.31808, 0.12334E+04
   12000,2026-06-18T21:51:16.126+09:00, 0.109E-01, 138.34245, 0.12438E+04
   12100,2026-06-18T21:51:26.529+09:00, 0.109E-01, 139.43146, 0.12541E+04
   12200,2026-06-18T21:51:37.028+09:00, 0.102E-01, 140.46660, 0.12645E+04
   12300,2026-06-18T21:51:47.379+09:00, 0.111E-01, 141.52826, 0.12748E+04
   12400,2026-06-18T21:51:57.871+09:00, 0.108E-01, 142.66108, 0.12852E+04
   12500,2026-06-18T21:52:08.317+09:00, 0.102E-01, 143.80944, 0.12955E+04
   12600,2026-06-18T21:52:18.778+09:00, 0.112E-01, 144.86740, 0.13059E+04
   12700,2026-06-18T21:52:29.111+09:00, 0.112E-01, 145.98855, 0.13161E+04
   12800,2026-06-18T21:52:39.604+09:00, 0.116E-01, 147.11579, 0.13265E+04
   12900,2026-06-18T21:52:50.184+09:00, 0.107E-01, 148.29119, 0.13368E+04
   13000,2026-06-18T21:53:00.645+09:00, 0.123E-01, 149.50262, 0.13472E+04
   13100,2026-06-18T21:53:11.053+09:00, 0.131E-01, 150.73824, 0.13575E+04
   13200,2026-06-18T21:53:21.463+09:00, 0.128E-01, 152.07241, 0.13678E+04
   13300,2026-06-18T21:53:31.901+09:00, 0.124E-01, 153.26413, 0.13781E+04
   13400,2026-06-18T21:53:42.252+09:00, 0.136E-01, 154.50862, 0.13884E+04
   13500,2026-06-18T21:53:52.706+09:00, 0.120E-01, 155.76728, 0.13987E+04
   13600,2026-06-18T21:54:03.194+09:00, 0.140E-01, 157.02927, 0.14091E+04
   13700,2026-06-18T21:54:13.604+09:00, 0.131E-01, 158.25745, 0.14194E+04
   13800,2026-06-18T21:54:24.031+09:00, 0.134E-01, 159.52030, 0.14297E+04
   13900,2026-06-18T21:54:34.413+09:00, 0.130E-01, 160.79073, 0.14400E+04
   14000,2026-06-18T21:54:44.861+09:00, 0.123E-01, 162.02035, 0.14503E+04
   14100,2026-06-18T21:54:55.455+09:00, 0.131E-01, 163.25235, 0.14607E+04
   14200,2026-06-18T21:55:05.927+09:00, 0.103E-01, 164.49648, 0.14711E+04
   14300,2026-06-18T21:55:16.292+09:00, 0.106E-01, 165.65326, 0.14813E+04
   14400,2026-06-18T21:55:26.736+09:00, 0.122E-01, 166.82639, 0.14917E+04
   14500,2026-06-18T21:55:37.148+09:00, 0.135E-01, 168.06140, 0.15019E+04
   14600,2026-06-18T21:55:47.502+09:00, 0.159E-01, 169.39988, 0.15122E+04
   14700,2026-06-18T21:55:57.986+09:00, 0.132E-01, 170.76943, 0.15225E+04
   14800,2026-06-18T21:56:08.357+09:00, 0.144E-01, 172.12143, 0.15328E+04
   14900,2026-06-18T21:56:18.705+09:00, 0.127E-01, 173.41253, 0.15430E+04
   15000,2026-06-18T21:56:29.196+09:00, 0.135E-01, 174.63627, 0.15534E+04
   15100,2026-06-18T21:56:39.596+09:00, 0.123E-01, 175.98418, 0.15637E+04
   15200,2026-06-18T21:56:50.135+09:00, 0.104E-01, 177.16873, 0.15741E+04
   15300,2026-06-18T21:57:00.563+09:00, 0.118E-01, 178.26958, 0.15845E+04
   15400,2026-06-18T21:57:10.999+09:00, 0.937E-02, 179.40481, 0.15948E+04
   15500,2026-06-18T21:57:21.444+09:00, 0.133E-01, 180.58555, 0.16051E+04
   15600,2026-06-18T21:57:31.924+09:00, 0.118E-01, 181.73316, 0.16155E+04
   15700,2026-06-18T21:57:42.385+09:00, 0.101E-01, 182.87947, 0.16259E+04
   15800,2026-06-18T21:57:52.710+09:00, 0.104E-01, 183.99582, 0.16361E+04
   15900,2026-06-18T21:58:03.176+09:00, 0.128E-01, 185.16763, 0.16464E+04
   16000,2026-06-18T21:58:13.585+09:00, 0.119E-01, 186.32195, 0.16567E+04
   16100,2026-06-18T21:58:23.975+09:00, 0.138E-01, 187.54843, 0.16670E+04
   16200,2026-06-18T21:58:34.428+09:00, 0.127E-01, 188.78758, 0.16774E+04
   16300,2026-06-18T21:58:44.776+09:00, 0.134E-01, 190.14873, 0.16876E+04
   16400,2026-06-18T21:58:55.185+09:00, 0.125E-01, 191.39741, 0.16979E+04
   16500,2026-06-18T21:59:05.679+09:00, 0.990E-02, 192.42227, 0.17083E+04
   16600,2026-06-18T21:59:16.103+09:00, 0.132E-01, 193.61982, 0.17186E+04
   16700,2026-06-18T21:59:26.519+09:00, 0.138E-01, 194.91035, 0.17289E+04
   16800,2026-06-18T21:59:36.973+09:00, 0.128E-01, 196.25626, 0.17393E+04
   16900,2026-06-18T21:59:47.216+09:00, 0.124E-01, 197.57298, 0.17494E+04
   17000,2026-06-18T21:59:57.576+09:00, 0.144E-01, 198.81488, 0.17597E+04
   17100,2026-06-18T22:00:08.083+09:00, 0.104E-01, 200.02323, 0.17701E+04
   17200,2026-06-18T22:00:18.429+09:00, 0.138E-01, 201.28788, 0.17803E+04
   17300,2026-06-18T22:00:28.892+09:00, 0.120E-01, 202.55647, 0.17907E+04
   17400,2026-06-18T22:00:39.246+09:00, 0.129E-01, 203.69505, 0.18009E+04
   17500,2026-06-18T22:00:49.651+09:00, 0.122E-01, 204.88977, 0.18112E+04
   17600,2026-06-18T22:01:00.082+09:00, 0.112E-01, 206.04848, 0.18215E+04
   17700,2026-06-18T22:01:10.448+09:00, 0.106E-01, 207.11255, 0.18318E+04
   17800,2026-06-18T22:01:20.882+09:00, 0.120E-01, 208.33393, 0.18421E+04
   17900,2026-06-18T22:01:31.286+09:00, 0.124E-01, 209.43843, 0.18524E+04
   18000,2026-06-18T22:01:41.841+09:00, 0.118E-01, 210.62840, 0.18629E+04
   18100,2026-06-18T22:01:52.267+09:00, 0.115E-01, 211.75615, 0.18732E+04
   18200,2026-06-18T22:02:02.666+09:00, 0.123E-01, 213.05969, 0.18835E+04
   18300,2026-06-18T22:02:13.157+09:00, 0.144E-01, 214.37470, 0.18939E+04
   18400,2026-06-18T22:02:23.558+09:00, 0.126E-01, 215.77882, 0.19042E+04
   18500,2026-06-18T22:02:34.058+09:00, 0.109E-01, 216.98878, 0.19146E+04
   18600,2026-06-18T22:02:44.482+09:00, 0.104E-01, 218.17728, 0.19249E+04
   18700,2026-06-18T22:02:54.742+09:00, 0.111E-01, 219.33147, 0.19350E+04
   18800,2026-06-18T22:03:05.008+09:00, 0.137E-01, 220.51162, 0.19452E+04
   18900,2026-06-18T22:03:15.444+09:00, 0.113E-01, 221.61915, 0.19555E+04
   19000,2026-06-18T22:03:25.844+09:00, 0.127E-01, 222.81491, 0.19658E+04
   19100,2026-06-18T22:03:36.272+09:00, 0.105E-01, 224.01124, 0.19762E+04
   19200,2026-06-18T22:03:46.557+09:00, 0.140E-01, 225.23469, 0.19863E+04
   19300,2026-06-18T22:03:56.927+09:00, 0.146E-01, 226.52195, 0.19966E+04
   19400,2026-06-18T22:04:07.303+09:00, 0.100E-01, 227.71726, 0.20069E+04
   19500,2026-06-18T22:04:17.707+09:00, 0.134E-01, 228.95157, 0.20172E+04
   19600,2026-06-18T22:04:28.165+09:00, 0.119E-01, 230.20498, 0.20275E+04
   19700,2026-06-18T22:04:38.507+09:00, 0.106E-01, 231.43433, 0.20378E+04
   19800,2026-06-18T22:04:48.895+09:00, 0.128E-01, 232.68360, 0.20480E+04
   19900,2026-06-18T22:04:59.282+09:00, 0.132E-01, 233.94378, 0.20583E+04
   20000,2026-06-18T22:05:09.648+09:00, 0.161E-01, 235.27793, 0.20686E+04
   20100,2026-06-18T22:05:20.114+09:00, 0.130E-01, 236.52027, 0.20789E+04
   20200,2026-06-18T22:05:30.423+09:00, 0.128E-01, 237.81032, 0.20891E+04
   20300,2026-06-18T22:05:40.721+09:00, 0.138E-01, 239.06774, 0.20993E+04
   20400,2026-06-18T22:05:51.106+09:00, 0.124E-01, 240.40463, 0.21096E+04
   20500,2026-06-18T22:06:01.412+09:00, 0.120E-01, 241.66223, 0.21198E+04
   20600,2026-06-18T22:06:11.713+09:00, 0.127E-01, 242.98108, 0.21300E+04
   20700,2026-06-18T22:06:22.035+09:00, 0.127E-01, 244.25507, 0.21402E+04
   20800,2026-06-18T22:06:32.341+09:00, 0.110E-01, 245.43757, 0.21504E+04
   20900,2026-06-18T22:06:42.739+09:00, 0.145E-01, 246.74447, 0.21607E+04
   21000,2026-06-18T22:06:53.013+09:00, 0.118E-01, 247.96142, 0.21709E+04
   21100,2026-06-18T22:07:03.423+09:00, 0.130E-01, 249.25292, 0.21812E+04
   21200,2026-06-18T22:07:13.811+09:00, 0.120E-01, 250.47145, 0.21915E+04
   21300,2026-06-18T22:07:24.122+09:00, 0.129E-01, 251.68604, 0.22017E+04
   21400,2026-06-18T22:07:34.578+09:00, 0.955E-02, 252.80102, 0.22120E+04
   21500,2026-06-18T22:07:44.855+09:00, 0.112E-01, 253.89957, 0.22222E+04
   21600,2026-06-18T22:07:55.247+09:00, 0.149E-01, 255.12556, 0.22325E+04
   21700,2026-06-18T22:08:05.622+09:00, 0.130E-01, 256.41045, 0.22427E+04
   21800,2026-06-18T22:08:15.883+09:00, 0.130E-01, 257.68385, 0.22529E+04
   21900,2026-06-18T22:08:26.198+09:00, 0.138E-01, 258.92986, 0.22631E+04
   22000,2026-06-18T22:08:36.584+09:00, 0.118E-01, 260.23729, 0.22734E+04
   22100,2026-06-18T22:08:46.813+09:00, 0.127E-01, 261.55129, 0.22835E+04
   22200,2026-06-18T22:08:57.172+09:00, 0.132E-01, 262.91791, 0.22938E+04
   22300,2026-06-18T22:09:07.422+09:00, 0.160E-01, 264.26653, 0.23039E+04
   22400,2026-06-18T22:09:17.749+09:00, 0.138E-01, 265.67267, 0.23141E+04
   22500,2026-06-18T22:09:28.192+09:00, 0.137E-01, 266.90254, 0.23245E+04
   22600,2026-06-18T22:09:38.569+09:00, 0.111E-01, 268.06377, 0.23347E+04
   22700,2026-06-18T22:09:48.858+09:00, 0.108E-01, 269.25555, 0.23449E+04
   22800,2026-06-18T22:09:59.206+09:00, 0.113E-01, 270.40953, 0.23552E+04
   22900,2026-06-18T22:10:09.522+09:00, 0.132E-01, 271.65757, 0.23654E+04
   23000,2026-06-18T22:10:19.926+09:00, 0.112E-01, 272.91388, 0.23757E+04
   23100,2026-06-18T22:10:30.289+09:00, 0.120E-01, 274.18947, 0.23859E+04
   23200,2026-06-18T22:10:40.583+09:00, 0.127E-01, 275.48829, 0.23961E+04
   23300,2026-06-18T22:10:51.037+09:00, 0.129E-01, 276.78116, 0.24065E+04
   23400,2026-06-18T22:11:01.386+09:00, 0.148E-01, 278.08748, 0.24167E+04
   23500,2026-06-18T22:11:11.798+09:00, 0.113E-01, 279.28733, 0.24271E+04
   23600,2026-06-18T22:11:22.342+09:00, 0.107E-01, 280.45133, 0.24375E+04
   23700,2026-06-18T22:11:32.625+09:00, 0.128E-01, 281.65176, 0.24477E+04
   23800,2026-06-18T22:11:43.002+09:00, 0.134E-01, 282.87057, 0.24579E+04
   23900,2026-06-18T22:11:53.455+09:00, 0.116E-01, 284.07076, 0.24683E+04
   24000,2026-06-18T22:12:03.799+09:00, 0.105E-01, 285.23193, 0.24785E+04
   24100,2026-06-18T22:12:14.131+09:00, 0.125E-01, 286.44927, 0.24888E+04
   24200,2026-06-18T22:12:24.504+09:00, 0.109E-01, 287.71391, 0.24990E+04
   24300,2026-06-18T22:12:34.995+09:00, 0.113E-01, 288.94003, 0.25094E+04
   24400,2026-06-18T22:12:45.307+09:00, 0.114E-01, 290.32394, 0.25196E+04
   24500,2026-06-18T22:12:55.713+09:00, 0.138E-01, 291.63580, 0.25297E+04
   24600,2026-06-18T22:13:05.979+09:00, 0.118E-01, 292.81820, 0.25399E+04
   24700,2026-06-18T22:13:16.347+09:00, 0.134E-01, 294.26183, 0.25501E+04
   24800,2026-06-18T22:13:26.620+09:00, 0.151E-01, 295.59506, 0.25603E+04
   24900,2026-06-18T22:13:36.926+09:00, 0.127E-01, 296.93313, 0.25705E+04
   25000,2026-06-18T22:13:47.256+09:00, 0.127E-01, 298.20733, 0.25807E+04
   25100,2026-06-18T22:13:57.543+09:00, 0.134E-01, 299.49410, 0.25909E+04
   25139,2026-06-18T22:14:01.660+09:00, 0.815E-02, 300.00000, 0.25950E+04
