Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 5.266E+01, 5.191E+02, 2.634E+02, 4.318E+02, 1.269E+02, 1.673E+02, 1.655E+02, 2.190E-02, 1.748E+02, 9.813E+00, 7.192E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    1, 5.943E+01, 4.376E+02, 2.321E+02, 3.554E+02, 1.241E+02, 1.058E+02, 1.705E+02, 2.190E-02, 1.518E+02, 4.822E+01, 9.458E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    2, 1.024E+01, 6.121E+02, 3.422E+02, 6.249E+02, 1.472E+02, 2.947E+02, 9.887E+01, 2.137E-02, 2.552E+02, 1.504E+01, 2.301E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    3, 1.989E+01, 5.897E+02, 2.737E+02, 4.896E+02, 1.494E+02, 2.317E+02, 1.191E+02, 2.349E-02, 2.034E+02, 1.380E+01, 5.404E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    4, 2.252E+01, 5.889E+02, 3.317E+02, 5.704E+02, 1.407E+02, 1.969E+02, 1.004E+02, 2.227E-02, 1.849E+02, 1.346E+01, 4.808E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    5, 3.973E+01, 4.986E+02, 2.680E+02, 5.082E+02, 1.409E+02, 1.289E+02, 1.336E+02, 1.893E-02, 1.542E+02, 1.404E+01, 7.446E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    6, 2.496E+01, 5.646E+02, 3.089E+02, 5.737E+02, 1.375E+02, 2.083E+02, 1.030E+02, 2.113E-02, 1.994E+02, 1.586E+01, 4.945E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    7, 4.083E+01, 5.345E+02, 2.969E+02, 4.974E+02, 1.411E+02, 1.402E+02, 1.363E+02, 2.329E-02, 1.755E+02, 1.112E+01, 6.569E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    8, 5.616E+01, 4.846E+02, 2.453E+02, 3.679E+02, 1.213E+02, 1.349E+02, 1.631E+02, 2.800E-02, 1.790E+02, 1.081E+01, 8.676E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
    9, 4.729E+01, 5.064E+02, 2.650E+02, 4.248E+02, 1.364E+02, 1.275E+02, 1.569E+02, 2.154E-02, 1.880E+02, 5.795E+01, 7.204E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   10, 2.719E+01, 5.734E+02, 2.775E+02, 4.600E+02, 1.402E+02, 2.170E+02, 1.283E+02, 2.112E-02, 2.227E+02, 1.239E+01, 5.720E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   11, 2.774E+01, 5.413E+02, 2.687E+02, 4.198E+02, 1.426E+02, 1.965E+02, 1.361E+02, 2.743E-02, 1.905E+02, 1.461E+01, 6.928E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   12, 2.371E+01, 5.808E+02, 2.982E+02, 4.855E+02, 1.443E+02, 2.042E+02, 1.030E+02, 2.151E-02, 2.128E+02, 1.274E+01, 5.654E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   13, 3.498E+01, 5.175E+02, 2.619E+02, 4.276E+02, 1.445E+02, 1.362E+02, 1.310E+02, 2.996E-02, 1.900E+02, 1.122E+01, 7.758E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   14, 2.857E+01, 5.696E+02, 2.967E+02, 5.150E+02, 1.382E+02, 1.833E+02, 1.010E+02, 2.106E-02, 2.046E+02, 1.097E+01, 5.827E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
   15, 5.510E+01, 4.252E+02, 2.213E+02, 3.436E+02, 1.147E+02, 1.098E+02, 1.492E+02, 2.872E-02, 1.598E+02, 9.155E+00, 1.043E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.631E+03
