m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 1.8810345E+000, 2.1674331E+002, 2.0941043E+002, 6.9420892E-001, 1.0738897E+000, 5.0299626E-001, 6.5865638E-001, 1.5624295E-004, 9.1093373E-004, 1.8250786E-001, 2.1698787E+002, 2.0573026E+002, 1.9933631E+002, 1.6967871E+002, 6.3443703E+001, 5.7409887E+001
 1.9827586E+000, 2.1674331E+002, 2.0941043E+002, 6.6794390E-001, 1.0738897E+000, 5.0299626E-001, 6.5865638E-001, 1.5624295E-004, 9.1093373E-004, 1.8250786E-001, 2.1698787E+002, 2.0573026E+002, 1.9933631E+002, 1.6967871E+002, 6.3443703E+001, 5.7409887E+001
 2.0844828E+000, 2.1910809E+002, 2.1316996E+002, 6.6275637E-001, 1.0458096E+000, 3.3065986E-001, 6.5063508E-001, 1.5925739E-004, 9.2850861E-004, 1.8202458E-001, 2.2114485E+002, 1.9998938E+002, 2.0429223E+002, 1.7128676E+002, 6.9795431E+001, 6.8747025E+001
 2.1862069E+000, 2.2273202E+002, 2.1784206E+002, 6.6275637E-001, 1.0097698E+000, 2.3554718E-001, 6.4380068E-001, 1.6242491E-004, 9.4697602E-004, 1.8151674E-001, 2.2114485E+002, 1.9998938E+002, 2.0429223E+002, 1.7128676E+002, 6.9795431E+001, 6.8747025E+001
 2.2879310E+000, 2.2273202E+002, 2.1784206E+002, 6.5466037E-001, 1.0097698E+000, 2.3554718E-001, 6.4380068E-001, 1.6242491E-004, 9.4697602E-004, 1.8151674E-001, 2.2381750E+002, 1.9919589E+002, 2.0902092E+002, 1.7489801E+002, 6.9795431E+001, 6.8747025E+001
 2.3896552E+000, 2.2803905E+002, 2.2425098E+002, 6.5466037E-001, 1.0053372E+000, 1.7451699E-001, 6.3864526E-001, 1.6580954E-004, 9.6670921E-004, 1.8097408E-001, 2.2744058E+002, 2.0314458E+002, 2.1375679E+002, 1.7971175E+002, 7.3835102E+001, 7.4771389E+001
 2.4913793E+000, 2.2803905E+002, 2.2425098E+002, 6.2042799E-001, 1.0053372E+000, 1.7451699E-001, 6.3864526E-001, 1.6580954E-004, 9.6670921E-004, 1.8097408E-001, 2.2744058E+002, 2.0314458E+002, 2.1375679E+002, 1.7971175E+002, 7.3835102E+001, 7.4771389E+001
 2.5931034E+000, 2.3626703E+002, 2.3343217E+002, 5.1888822E-001, 1.0891917E+000, 1.3706131E-001, 6.3137361E-001, 1.7079393E-004, 9.9576943E-004, 1.8017493E-001, 2.3123767E+002, 2.0098402E+002, 2.2161302E+002, 1.8346872E+002, 7.6323514E+001, 7.9142344E+001
 2.6948276E+000, 2.4679256E+002, 2.4601839E+002, 5.1888822E-001, 1.3368657E+000, 1.1371708E-001, 6.1975929E-001, 1.7827567E-004, 1.0393897E-003, 1.7897537E-001, 2.3123767E+002, 2.0098402E+002, 2.2161302E+002, 1.8346872E+002, 7.6323514E+001, 7.9142344E+001
 2.7965517E+000, 2.4679256E+002, 2.4601839E+002, 3.8174542E-001, 1.3368657E+000, 1.1371708E-001, 6.1975929E-001, 1.7827567E-004, 1.0393897E-003, 1.7897537E-001, 2.3683225E+002, 2.0081083E+002, 2.3408340E+002, 1.9308529E+002, 7.6323514E+001, 7.9142344E+001
 2.8982759E+000, 2.5888270E+002, 2.6003638E+002, 3.8174542E-001, 1.9523023E+000, 1.0805664E-001, 6.0417531E-001, 1.8794204E-004, 1.0957470E-003, 1.7742553E-001, 2.4148325E+002, 2.0034116E+002, 2.4923356E+002, 2.0348958E+002, 8.0456105E+001, 7.8400124E+001
 2.9983333E+000, 2.5888270E+002, 2.6003638E+002, 0.0000000E+000, 1.9523023E+000, 1.0805664E-001, 6.0417531E-001, 1.8794204E-004, 1.0957470E-003, 1.7742553E-001, 2.4148325E+002, 2.0034116E+002, 2.4923356E+002, 2.0348958E+002, 8.0456105E+001, 7.8400124E+001
