m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 1.8810345E+000, 2.2290403E+002, 2.0944502E+002, 8.5056166E-001, 1.1900846E+000, 8.3903777E-001, 3.3041329E-001, 1.5809222E-004, 1.8434308E-003, 1.8294170E-001, 2.1137187E+002, 1.9997999E+002, 1.9715480E+002, 1.9150011E+002, 6.3102103E+001, 7.6273898E+001
 1.9827586E+000, 2.2290403E+002, 2.0944502E+002, 8.3973197E-001, 1.1900846E+000, 8.3903777E-001, 3.3041329E-001, 1.5809222E-004, 1.8434308E-003, 1.8294170E-001, 2.1137187E+002, 1.9997999E+002, 1.9715480E+002, 1.9150011E+002, 6.3102103E+001, 7.6273898E+001
 2.0844828E+000, 2.2277972E+002, 2.1194559E+002, 8.2880717E-001, 1.1459502E+000, 5.6073567E-001, 3.2687222E-001, 1.6041393E-004, 1.8705031E-003, 1.8258024E-001, 2.1579005E+002, 2.0727127E+002, 2.0209059E+002, 1.9323932E+002, 7.0426266E+001, 9.5546387E+001
 2.1862069E+000, 2.2429456E+002, 2.1561480E+002, 8.2880717E-001, 1.1139173E+000, 3.7944886E-001, 3.2349396E-001, 1.6315751E-004, 1.9024945E-003, 1.8215306E-001, 2.1579005E+002, 2.0727127E+002, 2.0209059E+002, 1.9323932E+002, 7.0426266E+001, 9.5546387E+001
 2.2879310E+000, 2.2429456E+002, 2.1561480E+002, 8.3302715E-001, 1.1139173E+000, 3.7944886E-001, 3.2349396E-001, 1.6315751E-004, 1.9024945E-003, 1.8215306E-001, 2.1891272E+002, 2.1076244E+002, 2.0603745E+002, 1.9465186E+002, 7.0426266E+001, 9.5546387E+001
 2.3896552E+000, 2.2731496E+002, 2.2080875E+002, 8.3302715E-001, 1.1264419E+000, 2.7377253E-001, 3.1979405E-001, 1.6671625E-004, 1.9439911E-003, 1.8159894E-001, 2.2172048E+002, 2.1167309E+002, 2.1032093E+002, 1.9762757E+002, 7.5337284E+001, 9.0396670E+001
 2.4913793E+000, 2.2731496E+002, 2.2080875E+002, 7.9640042E-001, 1.1264419E+000, 2.7377253E-001, 3.1979405E-001, 1.6671625E-004, 1.9439911E-003, 1.8159894E-001, 2.2172048E+002, 2.1167309E+002, 2.1032093E+002, 1.9762757E+002, 7.5337284E+001, 9.0396670E+001
 2.5931034E+000, 2.3311725E+002, 2.2863527E+002, 6.6794191E-001, 1.1732771E+000, 2.1075262E-001, 3.1560200E-001, 1.7154980E-004, 2.0003526E-003, 1.8084631E-001, 2.2465318E+002, 2.0973782E+002, 2.1759373E+002, 2.0161195E+002, 7.6631969E+001, 7.9659931E+001
 2.6948276E+000, 2.4096448E+002, 2.3916723E+002, 6.6794191E-001, 1.3393696E+000, 1.4832662E-001, 3.0892190E-001, 1.7881185E-004, 2.0850316E-003, 1.7971552E-001, 2.2465318E+002, 2.0973782E+002, 2.1759373E+002, 2.0161195E+002, 7.6631969E+001, 7.9659931E+001
 2.7965517E+000, 2.4096448E+002, 2.3916723E+002, 4.5390555E-001, 1.3393696E+000, 1.4832662E-001, 3.0892190E-001, 1.7881185E-004, 2.0850316E-003, 1.7971552E-001, 2.2896356E+002, 2.0742830E+002, 2.2836119E+002, 2.0211285E+002, 7.6631969E+001, 7.9659931E+001
 2.8982759E+000, 2.5032589E+002, 2.5151476E+002, 4.5390555E-001, 1.8651672E+000, 1.1578488E-001, 2.9955729E-001, 1.8887363E-004, 2.2023567E-003, 1.7814878E-001, 2.3227169E+002, 2.0756891E+002, 2.4060066E+002, 2.1075186E+002, 8.0778968E+001, 8.0902508E+001
 2.9983333E+000, 2.5032589E+002, 2.5151476E+002, 0.0000000E+000, 1.8651672E+000, 1.1578488E-001, 2.9955729E-001, 1.8887363E-004, 2.2023567E-003, 1.7814878E-001, 2.3227169E+002, 2.0756891E+002, 2.4060066E+002, 2.1075186E+002, 8.0778968E+001, 8.0902508E+001
