,,s,s,s
   11900,2026-06-15T21:02:31.093+09:00, 0.227E-01, 259.04750, 0.77457E+03
   12000,2026-06-15T21:02:37.634+09:00, 0.270E-01, 261.59499, 0.78106E+03
   12100,2026-06-15T21:02:44.178+09:00, 0.230E-01, 263.84711, 0.78756E+03
   12200,2026-06-15T21:02:50.648+09:00, 0.262E-01, 266.07549, 0.79399E+03
   12300,2026-06-15T21:02:57.166+09:00, 0.239E-01, 268.55947, 0.80046E+03
   12400,2026-06-15T21:03:03.747+09:00, 0.234E-01, 270.97043, 0.80695E+03
   12500,2026-06-15T21:03:10.295+09:00, 0.255E-01, 273.29192, 0.81346E+03
   12600,2026-06-15T21:03:16.824+09:00, 0.243E-01, 275.68805, 0.81994E+03
   12700,2026-06-15T21:03:23.377+09:00, 0.191E-01, 278.19589, 0.82645E+03
   12800,2026-06-15T21:03:29.873+09:00, 0.241E-01, 280.49524, 0.83289E+03
   12900,2026-06-15T21:03:36.410+09:00, 0.241E-01, 282.73320, 0.83939E+03
   13000,2026-06-15T21:03:42.916+09:00, 0.253E-01, 285.08574, 0.84585E+03
   13100,2026-06-15T21:03:49.400+09:00, 0.248E-01, 287.75245, 0.85229E+03
   13200,2026-06-15T21:03:55.958+09:00, 0.232E-01, 290.20935, 0.85879E+03
   13300,2026-06-15T21:04:02.459+09:00, 0.221E-01, 292.60840, 0.86525E+03
   13400,2026-06-15T21:04:09.004+09:00, 0.248E-01, 295.12000, 0.87175E+03
   13500,2026-06-15T21:04:15.497+09:00, 0.257E-01, 297.63281, 0.87820E+03
   13600,2026-06-15T21:04:21.972+09:00, 0.267E-01, 299.91406, 0.88463E+03
   13604,2026-06-15T21:04:22.274+09:00, 0.575E-02, 300.00000, 0.88492E+03
