m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 6.3427478E+002, 5.6153627E+002, 1.8758445E-002, 1.9810649E+000, 3.0315885E+003, 5.7618945E-001, 3.4425365E-004, 2.0070810E-003, 1.5149590E-001, 5.4963409E+001, 5.9085907E+001, 8.2079680E+001, 6.3381552E+001, 4.2754707E+001, 4.3467692E+001
 1.5172414E-001, 6.3427478E+002, 5.6153627E+002, 8.2535582E-001, 1.9810649E+000, 3.0315885E+003, 5.7618945E-001, 3.4425365E-004, 2.0070810E-003, 1.5149590E-001, 5.4963409E+001, 5.9085907E+001, 8.2079680E+001, 6.3381552E+001, 4.2754707E+001, 4.3467692E+001
 2.5344828E-001, 5.1802755E+002, 4.1113309E+002, 1.1031953E+000, 2.0778255E+000, 1.2379050E+003, 6.9518730E-001, 2.5511726E-004, 1.4873946E-003, 1.6633727E-001, 5.9780516E+001, 5.0988662E+001, 8.6142170E+001, 6.0223987E+001, 4.4244778E+001, 4.5150263E+001
 3.5517241E-001, 4.1426855E+002, 3.0807431E+002, 1.1031953E+000, 2.0458761E+000, 4.6087569E+002, 7.5905671E-001, 1.9652970E-004, 1.1458151E-003, 1.7594453E-001, 6.5937049E+001, 6.2152722E+001, 9.6313883E+001, 7.4256908E+001, 4.4244778E+001, 4.5150263E+001
 4.5689655E-001, 4.1426855E+002, 3.0807431E+002, 1.0631804E+000, 2.0458761E+000, 4.6087569E+002, 7.5905671E-001, 1.9652970E-004, 1.1458151E-003, 1.7594453E-001, 6.5937049E+001, 6.2152722E+001, 9.6313883E+001, 7.4256908E+001, 4.4244778E+001, 4.5150263E+001
 5.5862069E-001, 3.3870403E+002, 2.5031000E+002, 1.0631804E+000, 1.9452238E+000, 1.7356054E+002, 7.7740720E-001, 1.6493082E-004, 9.6158606E-004, 1.8108067E-001, 7.6435013E+001, 8.1470323E+001, 1.1021717E+002, 9.6241044E+001, 4.5282244E+001, 4.5288774E+001
 6.6034483E-001, 3.3870403E+002, 2.5031000E+002, 1.0057036E+000, 1.9452238E+000, 1.7356054E+002, 7.7740720E-001, 1.6493082E-004, 9.6158606E-004, 1.8108067E-001, 7.6435013E+001, 8.1470323E+001, 1.1021717E+002, 9.6241044E+001, 4.5282244E+001, 4.5288774E+001
 7.6206897E-001, 2.8898969E+002, 2.1895622E+002, 8.9842081E-001, 1.7992311E+000, 6.8428970E+001, 7.7769289E-001, 1.4894643E-004, 8.6839326E-004, 1.8366543E-001, 9.1872099E+001, 7.6729616E+001, 1.2458708E+002, 1.1004858E+002, 4.6166921E+001, 4.6390465E+001
 8.6379310E-001, 2.5866382E+002, 2.0405308E+002, 8.9842081E-001, 1.6470267E+000, 3.0280658E+001, 7.6303633E-001, 1.4283508E-004, 8.3276266E-004, 1.8465245E-001, 1.1038247E+002, 9.4629259E+001, 1.3507074E+002, 1.2353529E+002, 4.6166921E+001, 4.6390465E+001
