Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 2.328E+01, 5.853E+02, 3.063E+02, 5.281E+02, 1.307E+02, 2.212E+02, 1.154E+02, 2.343E-02, 1.943E+02, 1.204E+01, 2.919E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    1, 3.410E+01, 5.222E+02, 2.611E+02, 4.419E+02, 1.340E+02, 1.349E+02, 1.251E+02, 2.029E-02, 1.758E+02, 4.714E+01, 5.324E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    2, 1.319E+01, 5.715E+02, 2.660E+02, 5.145E+02, 1.275E+02, 2.662E+02, 9.248E+01, 2.491E-02, 2.261E+02, 1.254E+01, 3.186E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    3, 1.629E+01, 5.606E+02, 2.667E+02, 4.582E+02, 1.354E+02, 2.081E+02, 1.023E+02, 2.608E-02, 2.049E+02, 1.202E+01, 4.439E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    4, 1.964E+01, 5.307E+02, 3.038E+02, 5.380E+02, 1.245E+02, 1.968E+02, 8.749E+01, 2.039E-02, 1.778E+02, 1.623E+01, 4.137E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    5, 3.338E+01, 4.900E+02, 2.549E+02, 4.897E+02, 1.249E+02, 1.124E+02, 1.163E+02, 2.090E-02, 1.542E+02, 1.178E+01, 6.209E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    6, 3.858E+01, 4.313E+02, 2.190E+02, 3.880E+02, 1.109E+02, 1.269E+02, 1.039E+02, 2.112E-02, 1.415E+02, 9.227E+00, 8.392E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    7, 5.005E+01, 4.066E+02, 2.193E+02, 3.535E+02, 1.098E+02, 1.028E+02, 1.347E+02, 2.884E-02, 1.316E+02, 8.972E+00, 8.912E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    8, 2.129E+01, 5.647E+02, 3.280E+02, 5.050E+02, 1.355E+02, 1.849E+02, 1.040E+02, 2.208E-02, 1.919E+02, 1.154E+01, 3.617E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
    9, 3.209E+01, 5.019E+02, 2.655E+02, 4.268E+02, 1.358E+02, 1.311E+02, 1.165E+02, 2.099E-02, 1.693E+02, 4.850E+01, 5.810E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   10, 1.441E+01, 5.584E+02, 3.049E+02, 5.183E+02, 1.315E+02, 2.643E+02, 8.849E+01, 1.988E-02, 2.284E+02, 1.361E+01, 2.862E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   11, 1.285E+01, 5.653E+02, 2.745E+02, 4.632E+02, 1.378E+02, 2.184E+02, 9.840E+01, 2.140E-02, 2.080E+02, 1.425E+01, 4.158E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   12, 1.208E+01, 5.860E+02, 3.316E+02, 5.147E+02, 1.303E+02, 2.317E+02, 7.577E+01, 1.987E-02, 2.054E+02, 1.243E+01, 3.085E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   13, 2.181E+01, 5.106E+02, 2.737E+02, 4.651E+02, 1.268E+02, 1.517E+02, 1.017E+02, 2.047E-02, 1.747E+02, 1.184E+01, 5.705E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   14, 4.143E+01, 4.606E+02, 2.316E+02, 4.091E+02, 1.140E+02, 1.446E+02, 9.208E+01, 1.944E-02, 1.640E+02, 9.257E+00, 7.418E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
   15, 5.275E+01, 4.387E+02, 2.242E+02, 3.488E+02, 1.144E+02, 1.082E+02, 1.276E+02, 2.125E-02, 1.598E+02, 8.788E+00, 8.253E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.409E+03
