Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
   17, 1.148E+02, 9.958E+03, 4.808E+03, 7.548E+03, 2.985E+03, 2.373E+03, 5.444E+03, 1.489E-01, 3.284E+03, 2.460E+02, 3.521E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   18, 1.995E+02, 8.941E+03, 3.988E+03, 6.212E+03, 2.833E+03, 1.514E+03, 5.501E+03, 1.522E-01, 2.695E+03, 3.640E+02, 8.036E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   19, 1.909E+02, 9.325E+03, 4.424E+03, 6.926E+03, 2.659E+03, 1.366E+03, 5.472E+03, 1.291E-01, 2.862E+03, 2.726E+02, 6.785E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   20, 1.154E+02, 9.447E+03, 4.887E+03, 7.715E+03, 2.880E+03, 2.600E+03, 5.114E+03, 1.556E-01, 3.546E+03, 2.636E+02, 3.715E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   21, 7.767E+01, 9.005E+03, 4.963E+03, 7.384E+03, 3.108E+03, 2.990E+03, 5.147E+03, 1.455E-01, 3.796E+03, 2.610E+02, 3.551E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   22, 1.113E+02, 9.814E+03, 4.492E+03, 6.556E+03, 3.072E+03, 2.063E+03, 5.250E+03, 1.413E-01, 3.288E+03, 2.211E+02, 5.414E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   23, 1.068E+02, 9.993E+03, 4.704E+03, 7.419E+03, 3.015E+03, 2.242E+03, 5.297E+03, 1.616E-01, 3.328E+03, 2.333E+02, 3.945E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   24, 8.387E+01, 8.607E+03, 5.218E+03, 8.317E+03, 2.576E+03, 2.898E+03, 4.802E+03, 1.472E-01, 3.986E+03, 2.775E+02, 3.517E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   25, 1.280E+02, 9.330E+03, 4.856E+03, 7.670E+03, 2.116E+03, 2.177E+03, 5.392E+03, 1.635E-01, 3.423E+03, 3.000E+02, 4.890E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   26, 1.578E+02, 9.583E+03, 4.704E+03, 7.917E+03, 2.011E+03, 1.750E+03, 5.577E+03, 1.749E-01, 3.320E+03, 2.783E+02, 4.984E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   27, 1.553E+02, 9.162E+03, 4.130E+03, 6.864E+03, 2.836E+03, 1.534E+03, 5.504E+03, 1.503E-01, 2.787E+03, 1.934E+02, 7.116E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   28, 9.519E+01, 9.216E+03, 5.345E+03, 8.581E+03, 2.421E+03, 2.431E+03, 5.071E+03, 1.521E-01, 4.010E+03, 2.796E+02, 2.832E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   29, 1.460E+02, 9.374E+03, 4.864E+03, 7.529E+03, 2.169E+03, 2.126E+03, 5.338E+03, 1.827E-01, 3.426E+03, 2.818E+02, 5.028E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   30, 1.635E+02, 9.737E+03, 4.768E+03, 7.635E+03, 1.920E+03, 1.714E+03, 5.569E+03, 1.716E-01, 3.126E+03, 2.465E+02, 5.402E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   31, 1.729E+02, 9.572E+03, 4.483E+03, 7.175E+03, 2.665E+03, 1.423E+03, 4.643E+03, 1.504E-01, 2.873E+03, 1.969E+02, 7.080E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
