Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.551E+02, 1.006E+04, 4.216E+03, 7.540E+03, 2.766E+03, 2.181E+03, 5.699E+03, 1.767E-01, 3.494E+03, 2.533E+02, 3.921E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    1, 1.198E+02, 9.873E+03, 4.892E+03, 7.503E+03, 2.936E+03, 2.422E+03, 5.598E+03, 1.788E-01, 3.223E+03, 2.383E+02, 3.477E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    2, 2.101E+02, 9.115E+03, 4.058E+03, 6.177E+03, 2.786E+03, 1.550E+03, 5.746E+03, 1.449E-01, 2.800E+03, 4.110E+02, 7.429E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    3, 2.091E+02, 9.415E+03, 4.360E+03, 6.899E+03, 2.649E+03, 1.441E+03, 5.732E+03, 1.389E-01, 2.902E+03, 2.500E+02, 6.424E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    4, 1.126E+02, 9.417E+03, 4.989E+03, 7.661E+03, 2.869E+03, 2.676E+03, 5.443E+03, 1.646E-01, 3.436E+03, 2.687E+02, 3.411E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    5, 4.636E+01, 7.530E+03, 4.614E+03, 8.359E+03, 2.158E+03, 3.358E+03, 5.357E+03, 1.724E-01, 4.518E+03, 3.040E+02, 4.037E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    6, 1.281E+02, 9.670E+03, 4.496E+03, 6.266E+03, 2.120E+03, 2.167E+03, 5.449E+03, 1.330E-01, 3.195E+03, 2.041E+02, 6.587E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    7, 1.128E+02, 1.007E+04, 4.919E+03, 7.447E+03, 2.990E+03, 2.274E+03, 5.331E+03, 1.767E-01, 3.373E+03, 2.324E+02, 3.532E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    8, 8.710E+01, 8.738E+03, 5.355E+03, 8.207E+03, 2.006E+03, 2.879E+03, 4.812E+03, 1.694E-01, 3.960E+03, 2.811E+02, 3.957E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
    9, 2.024E+02, 8.017E+03, 5.380E+03, 1.135E+04, 1.409E+03, 1.875E+03, 5.402E+03, 2.107E-01, 3.926E+03, 4.590E+02, 2.258E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   10, 3.381E+02, 8.150E+03, 4.974E+03, 1.142E+04, 1.020E+03, 1.216E+03, 5.668E+03, 1.875E-01, 3.386E+03, 4.674E+02, 3.641E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   11, 1.551E+02, 9.510E+03, 4.380E+03, 7.170E+03, 2.124E+03, 1.568E+03, 5.311E+03, 1.630E-01, 2.774E+03, 2.001E+02, 7.090E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   12, 1.060E+02, 9.247E+03, 5.365E+03, 8.534E+03, 1.915E+03, 2.457E+03, 4.909E+03, 1.481E-01, 3.937E+03, 2.753E+02, 3.538E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   13, 1.973E+02, 8.933E+03, 5.178E+03, 9.473E+03, 1.757E+03, 1.911E+03, 5.495E+03, 2.135E-01, 3.513E+03, 3.691E+02, 3.457E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   14, 2.828E+02, 8.930E+03, 4.764E+03, 9.728E+03, 1.711E+03, 1.389E+03, 5.703E+03, 2.059E-01, 3.118E+03, 3.517E+02, 4.303E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   15, 1.784E+02, 9.711E+03, 4.598E+03, 7.400E+03, 1.923E+03, 1.362E+03, 5.590E+03, 1.422E-01, 2.834E+03, 1.972E+02, 6.490E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
   16, 1.468E+02, 1.013E+04, 5.143E+03, 7.628E+03, 2.766E+03, 2.190E+03, 5.407E+03, 1.550E-01, 3.487E+03, 2.504E+02, 3.138E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.028E+04
