,,s,s,s
    2400,2026-06-15T13:15:44.191+09:00, 0.746E-02,  28.94565, 0.77276E+03
    2500,2026-06-15T13:16:16.687+09:00, 0.793E-02,  29.70890, 0.80506E+03
    2600,2026-06-15T13:16:49.567+09:00, 0.687E-02,  30.47713, 0.83770E+03
    2700,2026-06-15T13:17:22.187+09:00, 0.761E-02,  31.23470, 0.87010E+03
    2800,2026-06-15T13:17:55.049+09:00, 0.729E-02,  32.00567, 0.90273E+03
    2900,2026-06-15T13:18:27.854+09:00, 0.829E-02,  32.77289, 0.93531E+03
    3000,2026-06-15T13:19:00.947+09:00, 0.800E-02,  33.61270, 0.96819E+03
    3100,2026-06-15T13:19:33.488+09:00, 0.820E-02,  34.43390, 0.10005E+04
    3200,2026-06-15T13:20:06.294+09:00, 0.856E-02,  35.30349, 0.10331E+04
    3300,2026-06-15T13:20:39.012+09:00, 0.958E-02,  36.23929, 0.10656E+04
    3400,2026-06-15T13:21:10.133+09:00, 0.987E-02,  37.20975, 0.10965E+04
    3500,2026-06-15T13:21:40.862+09:00, 0.972E-02,  38.24140, 0.11270E+04
    3600,2026-06-15T13:22:11.844+09:00, 0.111E-01,  39.25452, 0.11578E+04
    3700,2026-06-15T13:22:42.681+09:00, 0.846E-02,  40.22625, 0.11884E+04
    3800,2026-06-15T13:23:13.742+09:00, 0.985E-02,  41.16254, 0.12193E+04
    3900,2026-06-15T13:23:44.533+09:00, 0.829E-02,  42.09160, 0.12498E+04
    4000,2026-06-15T13:24:15.421+09:00, 0.881E-02,  43.02926, 0.12805E+04
    4100,2026-06-15T13:24:45.921+09:00, 0.100E-01,  44.06467, 0.13108E+04
    4200,2026-06-15T13:25:16.726+09:00, 0.857E-02,  45.01569, 0.13414E+04
    4300,2026-06-15T13:25:47.885+09:00, 0.104E-01,  45.95366, 0.13723E+04
    4400,2026-06-15T13:26:18.720+09:00, 0.843E-02,  46.89485, 0.14029E+04
    4500,2026-06-15T13:26:49.761+09:00, 0.928E-02,  47.83657, 0.14338E+04
    4600,2026-06-15T13:27:20.032+09:00, 0.110E-01,  48.87527, 0.14638E+04
    4700,2026-06-15T13:27:50.163+09:00, 0.110E-01,  49.87147, 0.14938E+04
    4800,2026-06-15T13:28:20.823+09:00, 0.979E-02,  50.89684, 0.15242E+04
    4900,2026-06-15T13:28:51.353+09:00, 0.103E-01,  51.84059, 0.15545E+04
    5000,2026-06-15T13:29:21.912+09:00, 0.109E-01,  52.80906, 0.15849E+04
    5100,2026-06-15T13:29:52.841+09:00, 0.100E-01,  53.82622, 0.16156E+04
    5200,2026-06-15T13:30:23.544+09:00, 0.946E-02,  54.73864, 0.16461E+04
    5300,2026-06-15T13:30:54.134+09:00, 0.109E-01,  55.75669, 0.16764E+04
    5400,2026-06-15T13:31:24.449+09:00, 0.108E-01,  56.77129, 0.17066E+04
    5500,2026-06-15T13:31:54.171+09:00, 0.107E-01,  57.86343, 0.17361E+04
    5600,2026-06-15T13:32:24.841+09:00, 0.863E-02,  58.85624, 0.17666E+04
    5700,2026-06-15T13:32:55.420+09:00, 0.948E-02,  59.83464, 0.17969E+04
    5800,2026-06-15T13:33:26.059+09:00, 0.102E-01,  60.85064, 0.18274E+04
    5900,2026-06-15T13:33:56.801+09:00, 0.812E-02,  61.90447, 0.18579E+04
    6000,2026-06-15T13:34:26.759+09:00, 0.119E-01,  62.93141, 0.18876E+04
    6100,2026-06-15T13:34:56.942+09:00, 0.879E-02,  64.02271, 0.19176E+04
    6200,2026-06-15T13:35:26.840+09:00, 0.122E-01,  65.14410, 0.19473E+04
    6300,2026-06-15T13:35:57.212+09:00, 0.113E-01,  66.15591, 0.19774E+04
    6400,2026-06-15T13:36:27.707+09:00, 0.954E-02,  67.12406, 0.20077E+04
    6500,2026-06-15T13:36:58.065+09:00, 0.122E-01,  68.18956, 0.20378E+04
    6600,2026-06-15T13:37:28.409+09:00, 0.104E-01,  69.24399, 0.20680E+04
    6700,2026-06-15T13:37:58.631+09:00, 0.109E-01,  70.30560, 0.20980E+04
    6800,2026-06-15T13:38:29.193+09:00, 0.102E-01,  71.30571, 0.21283E+04
    6900,2026-06-15T13:38:59.445+09:00, 0.119E-01,  72.27643, 0.21583E+04
    7000,2026-06-15T13:39:29.347+09:00, 0.829E-02,  73.28706, 0.21880E+04
    7100,2026-06-15T13:39:59.774+09:00, 0.108E-01,  74.21345, 0.22182E+04
    7200,2026-06-15T13:40:30.343+09:00, 0.116E-01,  75.29089, 0.22486E+04
    7300,2026-06-15T13:41:00.781+09:00, 0.906E-02,  76.36698, 0.22788E+04
    7400,2026-06-15T13:41:31.146+09:00, 0.117E-01,  77.44433, 0.23089E+04
    7500,2026-06-15T13:42:01.039+09:00, 0.109E-01,  78.52854, 0.23386E+04
    7600,2026-06-15T13:42:31.230+09:00, 0.936E-02,  79.62072, 0.23686E+04
    7700,2026-06-15T13:43:00.906+09:00, 0.110E-01,  80.66760, 0.23980E+04
    7800,2026-06-15T13:43:30.895+09:00, 0.127E-01,  81.74275, 0.24278E+04
    7900,2026-06-15T13:44:00.648+09:00, 0.116E-01,  82.79310, 0.24573E+04
    8000,2026-06-15T13:44:30.174+09:00, 0.115E-01,  83.90784, 0.24867E+04
    8100,2026-06-15T13:44:59.946+09:00, 0.109E-01,  85.11793, 0.25162E+04
    8200,2026-06-15T13:45:29.589+09:00, 0.118E-01,  86.28131, 0.25457E+04
    8300,2026-06-15T13:45:59.522+09:00, 0.109E-01,  87.30979, 0.25754E+04
    8400,2026-06-15T13:46:29.888+09:00, 0.106E-01,  88.42775, 0.26056E+04
    8500,2026-06-15T13:46:59.908+09:00, 0.118E-01,  89.51097, 0.26354E+04
    8600,2026-06-15T13:47:29.895+09:00, 0.115E-01,  90.64225, 0.26651E+04
    8700,2026-06-15T13:48:02.601+09:00, 0.897E-02,  91.79050, 0.26976E+04
    8800,2026-06-15T13:48:34.847+09:00, 0.113E-01,  92.91885, 0.27296E+04
    8900,2026-06-15T13:49:05.678+09:00, 0.118E-01,  94.03374, 0.27601E+04
    9000,2026-06-15T13:49:35.570+09:00, 0.111E-01,  95.14667, 0.27896E+04
    9100,2026-06-15T13:50:06.009+09:00, 0.118E-01,  96.26674, 0.28199E+04
    9200,2026-06-15T13:50:35.967+09:00, 0.119E-01,  97.33305, 0.28496E+04
    9300,2026-06-15T13:51:05.910+09:00, 0.988E-02,  98.41787, 0.28793E+04
    9400,2026-06-15T13:51:35.961+09:00, 0.850E-02,  99.48843, 0.29092E+04
    9500,2026-06-15T13:52:05.838+09:00, 0.120E-01, 100.58147, 0.29388E+04
    9600,2026-06-15T13:52:35.610+09:00, 0.106E-01, 101.60512, 0.29684E+04
    9700,2026-06-15T13:53:05.883+09:00, 0.890E-02, 102.74412, 0.29984E+04
    9800,2026-06-15T13:53:35.614+09:00, 0.129E-01, 103.80129, 0.30280E+04
    9900,2026-06-15T13:54:05.660+09:00, 0.121E-01, 104.96541, 0.30578E+04
   10000,2026-06-15T13:54:35.485+09:00, 0.108E-01, 106.16639, 0.30874E+04
   10100,2026-06-15T13:55:05.559+09:00, 0.104E-01, 107.28245, 0.31173E+04
   10200,2026-06-15T13:55:35.464+09:00, 0.122E-01, 108.35113, 0.31470E+04
   10300,2026-06-15T13:56:05.358+09:00, 0.115E-01, 109.44118, 0.31766E+04
   10400,2026-06-15T13:56:35.185+09:00, 0.976E-02, 110.49120, 0.32062E+04
   10500,2026-06-15T13:57:04.901+09:00, 0.113E-01, 111.54765, 0.32358E+04
   10600,2026-06-15T13:57:36.591+09:00, 0.112E-01, 112.65132, 0.32672E+04
   10700,2026-06-15T13:58:08.528+09:00, 0.112E-01, 113.76877, 0.32990E+04
   10800,2026-06-15T13:58:40.843+09:00, 0.107E-01, 114.92132, 0.33311E+04
   10900,2026-06-15T13:59:12.848+09:00, 0.112E-01, 116.03628, 0.33629E+04
   11000,2026-06-15T13:59:44.915+09:00, 0.123E-01, 117.17630, 0.33947E+04
   11100,2026-06-15T14:00:17.443+09:00, 0.964E-02, 118.28742, 0.34270E+04
   11200,2026-06-15T14:00:49.556+09:00, 0.102E-01, 119.29115, 0.34589E+04
   11300,2026-06-15T14:01:22.037+09:00, 0.105E-01, 120.36231, 0.34912E+04
   11400,2026-06-15T14:01:54.669+09:00, 0.116E-01, 121.46984, 0.35236E+04
   11500,2026-06-15T14:02:27.255+09:00, 0.113E-01, 122.61745, 0.35560E+04
   11600,2026-06-15T14:02:59.380+09:00, 0.926E-02, 123.73637, 0.35879E+04
   11700,2026-06-15T14:03:31.378+09:00, 0.101E-01, 124.76781, 0.36197E+04
   11800,2026-06-15T14:04:03.533+09:00, 0.102E-01, 125.79220, 0.36516E+04
   11900,2026-06-15T14:04:35.694+09:00, 0.111E-01, 126.84526, 0.36835E+04
   12000,2026-06-15T14:05:08.437+09:00, 0.114E-01, 127.94168, 0.37160E+04
   12100,2026-06-15T14:05:40.443+09:00, 0.111E-01, 129.03582, 0.37478E+04
   12200,2026-06-15T14:06:12.464+09:00, 0.947E-02, 130.14865, 0.37796E+04
   12300,2026-06-15T14:06:44.686+09:00, 0.125E-01, 131.22962, 0.38116E+04
   12400,2026-06-15T14:07:16.796+09:00, 0.104E-01, 132.33481, 0.38435E+04
   12500,2026-06-15T14:07:49.264+09:00, 0.115E-01, 133.50164, 0.38757E+04
   12600,2026-06-15T14:08:21.443+09:00, 0.119E-01, 134.63192, 0.39077E+04
   12700,2026-06-15T14:08:53.724+09:00, 0.104E-01, 135.74121, 0.39398E+04
   12800,2026-06-15T14:09:25.820+09:00, 0.114E-01, 136.81463, 0.39717E+04
   12900,2026-06-15T14:09:58.037+09:00, 0.129E-01, 137.93144, 0.40037E+04
   13000,2026-06-15T14:10:30.349+09:00, 0.849E-02, 139.04900, 0.40358E+04
   13100,2026-06-15T14:11:02.344+09:00, 0.107E-01, 140.11792, 0.40676E+04
   13200,2026-06-15T14:11:34.926+09:00, 0.117E-01, 141.18128, 0.41000E+04
   13300,2026-06-15T14:12:07.162+09:00, 0.114E-01, 142.29345, 0.41320E+04
   13400,2026-06-15T14:12:39.036+09:00, 0.100E-01, 143.33564, 0.41637E+04
   13500,2026-06-15T14:13:10.925+09:00, 0.114E-01, 144.45508, 0.41953E+04
   13600,2026-06-15T14:13:42.728+09:00, 0.121E-01, 145.55115, 0.42269E+04
   13700,2026-06-15T14:14:14.815+09:00, 0.115E-01, 146.79120, 0.42588E+04
   13800,2026-06-15T14:14:46.989+09:00, 0.108E-01, 147.99894, 0.42908E+04
   13900,2026-06-15T14:15:18.921+09:00, 0.112E-01, 149.09308, 0.43225E+04
   14000,2026-06-15T14:15:51.252+09:00, 0.125E-01, 150.17227, 0.43546E+04
   14100,2026-06-15T14:16:23.168+09:00, 0.113E-01, 151.25131, 0.43863E+04
   14200,2026-06-15T14:16:55.756+09:00, 0.112E-01, 152.36108, 0.44187E+04
   14300,2026-06-15T14:17:27.749+09:00, 0.116E-01, 153.47607, 0.44505E+04
   14400,2026-06-15T14:17:59.785+09:00, 0.125E-01, 154.63450, 0.44823E+04
   14500,2026-06-15T14:18:31.842+09:00, 0.986E-02, 155.83670, 0.45142E+04
   14600,2026-06-15T14:19:04.111+09:00, 0.117E-01, 156.89389, 0.45463E+04
   14700,2026-06-15T14:19:36.715+09:00, 0.991E-02, 158.02691, 0.45787E+04
   14800,2026-06-15T14:20:08.253+09:00, 0.130E-01, 159.22838, 0.46100E+04
   14900,2026-06-15T14:20:37.931+09:00, 0.118E-01, 160.40279, 0.46395E+04
   15000,2026-06-15T14:21:07.735+09:00, 0.116E-01, 161.59831, 0.46691E+04
   15100,2026-06-15T14:21:37.620+09:00, 0.113E-01, 162.69427, 0.46988E+04
   15200,2026-06-15T14:22:07.242+09:00, 0.108E-01, 163.79126, 0.47282E+04
   15300,2026-06-15T14:22:36.640+09:00, 0.104E-01, 164.88141, 0.47574E+04
   15400,2026-06-15T14:23:06.028+09:00, 0.102E-01, 165.88473, 0.47866E+04
   15500,2026-06-15T14:23:36.211+09:00, 0.111E-01, 167.00383, 0.48166E+04
   15600,2026-06-15T14:24:05.874+09:00, 0.109E-01, 168.12701, 0.48460E+04
   15700,2026-06-15T14:24:35.911+09:00, 0.132E-01, 169.33281, 0.48759E+04
   15800,2026-06-15T14:25:05.697+09:00, 0.122E-01, 170.57432, 0.49055E+04
   15900,2026-06-15T14:25:35.316+09:00, 0.101E-01, 171.69300, 0.49349E+04
   16000,2026-06-15T14:26:04.728+09:00, 0.120E-01, 172.69812, 0.49641E+04
   16100,2026-06-15T14:26:34.497+09:00, 0.110E-01, 173.88433, 0.49937E+04
   16200,2026-06-15T14:27:04.564+09:00, 0.116E-01, 175.02125, 0.50236E+04
   16300,2026-06-15T14:27:34.282+09:00, 0.106E-01, 176.09913, 0.50531E+04
   16400,2026-06-15T14:28:04.178+09:00, 0.111E-01, 177.16748, 0.50828E+04
   16500,2026-06-15T14:28:33.994+09:00, 0.105E-01, 178.31809, 0.51124E+04
   16600,2026-06-15T14:29:03.604+09:00, 0.111E-01, 179.43027, 0.51418E+04
   16700,2026-06-15T14:29:33.116+09:00, 0.116E-01, 180.51809, 0.51711E+04
   16800,2026-06-15T14:30:02.703+09:00, 0.116E-01, 181.70624, 0.52005E+04
   16900,2026-06-15T14:30:32.787+09:00, 0.114E-01, 182.84713, 0.52304E+04
   17000,2026-06-15T14:31:02.638+09:00, 0.117E-01, 183.96564, 0.52601E+04
   17100,2026-06-15T14:31:32.939+09:00, 0.960E-02, 185.06414, 0.52901E+04
   17200,2026-06-15T14:32:02.689+09:00, 0.119E-01, 186.10670, 0.53197E+04
   17300,2026-06-15T14:32:32.393+09:00, 0.121E-01, 187.28368, 0.53492E+04
   17400,2026-06-15T14:33:02.113+09:00, 0.113E-01, 188.46048, 0.53787E+04
   17500,2026-06-15T14:33:31.695+09:00, 0.113E-01, 189.61411, 0.54081E+04
   17600,2026-06-15T14:34:01.577+09:00, 0.112E-01, 190.72919, 0.54378E+04
   17700,2026-06-15T14:34:31.121+09:00, 0.110E-01, 191.86498, 0.54671E+04
   17800,2026-06-15T14:35:00.670+09:00, 0.113E-01, 193.02037, 0.54965E+04
   17900,2026-06-15T14:35:30.422+09:00, 0.101E-01, 194.13645, 0.55260E+04
   18000,2026-06-15T14:36:00.069+09:00, 0.129E-01, 195.34052, 0.55555E+04
   18100,2026-06-15T14:36:29.841+09:00, 0.105E-01, 196.45830, 0.55850E+04
   18200,2026-06-15T14:36:59.182+09:00, 0.115E-01, 197.65887, 0.56142E+04
   18300,2026-06-15T14:37:28.723+09:00, 0.123E-01, 198.83223, 0.56435E+04
   18400,2026-06-15T14:37:58.307+09:00, 0.124E-01, 200.07290, 0.56729E+04
   18500,2026-06-15T14:38:27.776+09:00, 0.119E-01, 201.27272, 0.57022E+04
   18600,2026-06-15T14:38:57.247+09:00, 0.128E-01, 202.53145, 0.57315E+04
   18700,2026-06-15T14:39:27.133+09:00, 0.102E-01, 203.68152, 0.57612E+04
   18800,2026-06-15T14:39:56.621+09:00, 0.116E-01, 204.83772, 0.57905E+04
   18900,2026-06-15T14:40:26.583+09:00, 0.132E-01, 206.02145, 0.58202E+04
   19000,2026-06-15T14:40:56.340+09:00, 0.109E-01, 207.20281, 0.58498E+04
   19100,2026-06-15T14:41:25.925+09:00, 0.113E-01, 208.32259, 0.58792E+04
   19200,2026-06-15T14:41:55.486+09:00, 0.119E-01, 209.51330, 0.59085E+04
   19300,2026-06-15T14:42:24.840+09:00, 0.109E-01, 210.69130, 0.59377E+04
   19400,2026-06-15T14:42:54.401+09:00, 0.129E-01, 211.92896, 0.59670E+04
   19500,2026-06-15T14:43:24.222+09:00, 0.118E-01, 213.13814, 0.59967E+04
   19600,2026-06-15T14:43:54.055+09:00, 0.127E-01, 214.27682, 0.60263E+04
   19700,2026-06-15T14:44:23.706+09:00, 0.102E-01, 215.50252, 0.60558E+04
   19800,2026-06-15T14:44:53.587+09:00, 0.127E-01, 216.73672, 0.60855E+04
   19900,2026-06-15T14:45:23.344+09:00, 0.119E-01, 217.84443, 0.61150E+04
   20000,2026-06-15T14:45:53.389+09:00, 0.132E-01, 219.11685, 0.61449E+04
   20100,2026-06-15T14:46:23.560+09:00, 0.121E-01, 220.28857, 0.61748E+04
   20200,2026-06-15T14:46:53.500+09:00, 0.951E-02, 221.43817, 0.62046E+04
   20300,2026-06-15T14:47:22.894+09:00, 0.119E-01, 222.58780, 0.62338E+04
   20400,2026-06-15T14:47:52.657+09:00, 0.100E-01, 223.66408, 0.62633E+04
   20500,2026-06-15T14:48:22.550+09:00, 0.119E-01, 224.81675, 0.62930E+04
   20600,2026-06-15T14:48:52.261+09:00, 0.113E-01, 225.98068, 0.63225E+04
   20700,2026-06-15T14:49:22.010+09:00, 0.106E-01, 227.14919, 0.63521E+04
   20800,2026-06-15T14:49:51.778+09:00, 0.923E-02, 228.24184, 0.63816E+04
   20900,2026-06-15T14:50:21.419+09:00, 0.116E-01, 229.36226, 0.64111E+04
   21000,2026-06-15T14:50:50.967+09:00, 0.140E-01, 230.66856, 0.64404E+04
   21100,2026-06-15T14:51:21.108+09:00, 0.143E-01, 231.98747, 0.64702E+04
   21200,2026-06-15T14:51:50.764+09:00, 0.113E-01, 233.15836, 0.64996E+04
   21300,2026-06-15T14:52:20.585+09:00, 0.113E-01, 234.37632, 0.65293E+04
   21400,2026-06-15T14:52:50.553+09:00, 0.936E-02, 235.64485, 0.65590E+04
   21500,2026-06-15T14:53:20.271+09:00, 0.101E-01, 236.75527, 0.65886E+04
   21600,2026-06-15T14:53:49.849+09:00, 0.112E-01, 237.83021, 0.66179E+04
   21700,2026-06-15T14:54:19.989+09:00, 0.115E-01, 239.02617, 0.66479E+04
   21800,2026-06-15T14:54:49.238+09:00, 0.121E-01, 240.28273, 0.66769E+04
   21900,2026-06-15T14:55:18.323+09:00, 0.110E-01, 241.42121, 0.67058E+04
   22000,2026-06-15T14:55:47.442+09:00, 0.987E-02, 242.54641, 0.67347E+04
   22100,2026-06-15T14:56:16.678+09:00, 0.104E-01, 243.68452, 0.67637E+04
   22200,2026-06-15T14:56:46.156+09:00, 0.121E-01, 244.81408, 0.67930E+04
   22300,2026-06-15T14:57:15.783+09:00, 0.117E-01, 246.03139, 0.68225E+04
   22400,2026-06-15T14:57:45.419+09:00, 0.103E-01, 247.15625, 0.68519E+04
   22500,2026-06-15T14:58:15.110+09:00, 0.119E-01, 248.34486, 0.68814E+04
   22600,2026-06-15T14:58:44.501+09:00, 0.139E-01, 249.62140, 0.69106E+04
   22700,2026-06-15T14:59:14.006+09:00, 0.140E-01, 250.92074, 0.69399E+04
   22800,2026-06-15T14:59:43.942+09:00, 0.110E-01, 252.15992, 0.69697E+04
   22900,2026-06-15T15:00:13.585+09:00, 0.131E-01, 253.36261, 0.69991E+04
   23000,2026-06-15T15:00:43.173+09:00, 0.112E-01, 254.55703, 0.70285E+04
   23100,2026-06-15T15:01:12.883+09:00, 0.129E-01, 255.81869, 0.70580E+04
   23200,2026-06-15T15:01:42.574+09:00, 0.136E-01, 257.00631, 0.70875E+04
   23300,2026-06-15T15:02:11.970+09:00, 0.109E-01, 258.11897, 0.71167E+04
   23400,2026-06-15T15:02:43.070+09:00, 0.110E-01, 259.22722, 0.71476E+04
   23500,2026-06-15T15:03:15.174+09:00, 0.114E-01, 260.37864, 0.71795E+04
   23600,2026-06-15T15:03:47.075+09:00, 0.113E-01, 261.48206, 0.72112E+04
   23700,2026-06-15T15:04:19.253+09:00, 0.105E-01, 262.69543, 0.72432E+04
   23800,2026-06-15T15:04:51.043+09:00, 0.121E-01, 263.88436, 0.72748E+04
   23900,2026-06-15T15:05:23.029+09:00, 0.144E-01, 265.17893, 0.73066E+04
   24000,2026-06-15T15:05:54.414+09:00, 0.132E-01, 266.41103, 0.73378E+04
   24100,2026-06-15T15:06:23.702+09:00, 0.119E-01, 267.60860, 0.73669E+04
   24200,2026-06-15T15:06:53.170+09:00, 0.127E-01, 268.81574, 0.73962E+04
   24300,2026-06-15T15:07:22.393+09:00, 0.118E-01, 270.03112, 0.74252E+04
   24400,2026-06-15T15:07:52.081+09:00, 0.112E-01, 271.23164, 0.74547E+04
   24500,2026-06-15T15:08:21.572+09:00, 0.129E-01, 272.41266, 0.74840E+04
   24600,2026-06-15T15:08:50.935+09:00, 0.109E-01, 273.58884, 0.75132E+04
   24700,2026-06-15T15:09:20.086+09:00, 0.120E-01, 274.77836, 0.75421E+04
   24800,2026-06-15T15:09:49.323+09:00, 0.109E-01, 275.90232, 0.75711E+04
   24900,2026-06-15T15:10:18.800+09:00, 0.125E-01, 277.01232, 0.76004E+04
   25000,2026-06-15T15:10:48.213+09:00, 0.107E-01, 278.14809, 0.76296E+04
   25100,2026-06-15T15:11:17.498+09:00, 0.121E-01, 279.28160, 0.76587E+04
   25200,2026-06-15T15:11:47.102+09:00, 0.108E-01, 280.43734, 0.76881E+04
   25300,2026-06-15T15:12:16.298+09:00, 0.126E-01, 281.55614, 0.77171E+04
   25400,2026-06-15T15:12:45.565+09:00, 0.109E-01, 282.67962, 0.77461E+04
   25500,2026-06-15T15:13:15.156+09:00, 0.130E-01, 283.88062, 0.77755E+04
   25600,2026-06-15T15:13:44.624+09:00, 0.135E-01, 285.21331, 0.78048E+04
   25700,2026-06-15T15:14:14.221+09:00, 0.111E-01, 286.47235, 0.78342E+04
   25800,2026-06-15T15:14:43.590+09:00, 0.125E-01, 287.62160, 0.78634E+04
   25900,2026-06-15T15:15:12.807+09:00, 0.135E-01, 288.88756, 0.78924E+04
   26000,2026-06-15T15:15:42.470+09:00, 0.122E-01, 290.22411, 0.79218E+04
   26100,2026-06-15T15:16:11.687+09:00, 0.133E-01, 291.38881, 0.79509E+04
   26200,2026-06-15T15:16:41.150+09:00, 0.901E-02, 292.58571, 0.79802E+04
   26300,2026-06-15T15:17:10.542+09:00, 0.108E-01, 293.72430, 0.80094E+04
   26400,2026-06-15T15:17:39.825+09:00, 0.141E-01, 294.93239, 0.80385E+04
   26500,2026-06-15T15:18:09.406+09:00, 0.130E-01, 296.11795, 0.80679E+04
   26600,2026-06-15T15:18:39.106+09:00, 0.136E-01, 297.32764, 0.80975E+04
   26700,2026-06-15T15:19:08.575+09:00, 0.113E-01, 298.53307, 0.81268E+04
   26800,2026-06-15T15:19:37.692+09:00, 0.119E-01, 299.76479, 0.81557E+04
   26820,2026-06-15T15:19:43.585+09:00, 0.753E-02, 300.00000, 0.81616E+04
