m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 7.5158306E+002, 7.2676254E+002, 3.1958285E-001, 2.3395640E+000, 4.4183883E+003, 5.4537916E-001, 4.4335487E-004, 2.5848648E-003, 1.3506549E-001, 4.7494295E+001, 4.6508750E+001, 5.4200892E+001, 4.6501158E+001, 4.2146190E+001, 4.2580611E+001
 1.5172414E-001, 5.1740560E+002, 3.9475560E+002, 4.2991049E-001, 2.0283899E+000, 1.4285952E+003, 7.6479070E-001, 2.3862093E-004, 1.3912170E-003, 1.6897517E-001, 4.9664441E+001, 5.5880518E+001, 5.7750647E+001, 4.7691900E+001, 4.3167804E+001, 4.4036055E+001
 2.5344828E-001, 3.5736985E+002, 2.3067651E+002, 3.8499013E-001, 1.7911047E+000, 3.4216238E+002, 9.3489108E-001, 1.4994752E-004, 8.7422984E-004, 1.8344859E-001, 5.3192010E+001, 6.0006207E+001, 6.7585635E+001, 5.5660645E+001, 4.3167804E+001, 4.4036055E+001
 3.5517241E-001, 2.8788558E+002, 1.8279738E+002, 3.2583489E-001, 1.5604632E+000, 1.0358556E+002, 9.0819521E-001, 1.2997565E-004, 7.5778910E-004, 1.8669915E-001, 5.6407504E+001, 5.2392997E+001, 8.5828572E+001, 8.3568914E+001, 4.4229802E+001, 4.4603720E+001
 4.5689655E-001, 2.5830444E+002, 1.7403481E+002, 2.6507295E-001, 1.3555024E+000, 4.6255525E+001, 8.3798771E-001, 1.3112948E-004, 7.6451622E-004, 1.8652597E-001, 6.2295756E+001, 5.2876275E+001, 1.0580397E+002, 1.1763354E+002, 4.4882255E+001, 4.4945767E+001
 5.5862069E-001, 2.4048997E+002, 1.7330857E+002, 2.3486085E-001, 1.2407825E+000, 2.4762312E+001, 7.8575899E-001, 1.3572936E-004, 7.9133461E-004, 1.8579277E-001, 7.2569599E+001, 6.9414853E+001, 1.1881015E+002, 1.2444557E+002, 4.4882255E+001, 4.4945767E+001
 6.6034483E-001, 2.2850202E+002, 1.7468950E+002, 2.1254250E-001, 1.1692368E+000, 1.4295593E+001, 7.5046647E-001, 1.4037457E-004, 8.1841727E-004, 1.8504997E-001, 8.8300766E+001, 9.0117231E+001, 1.2822697E+002, 1.2732002E+002, 4.5390197E+001, 4.4925497E+001
 7.6206897E-001, 2.1872751E+002, 1.7486617E+002, 1.8903197E-001, 1.0852140E+000, 7.7255330E+000, 7.2644877E-001, 1.4356585E-004, 8.3702318E-004, 1.8453938E-001, 1.0103318E+002, 1.1428390E+002, 1.3471921E+002, 1.3543669E+002, 4.5791847E+001, 4.5075197E+001
 8.6379310E-001, 2.1133780E+002, 1.7552017E+002, 1.6896925E-001, 1.0125296E+000, 4.4239654E+000, 7.0817084E-001, 1.4643824E-004, 8.5376994E-004, 1.8407941E-001, 1.1232893E+002, 1.3988319E+002, 1.4005945E+002, 1.3998575E+002, 4.5791847E+001, 4.5075197E+001
