Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.267E+02, 1.117E+04, 4.984E+03, 8.528E+03, 3.132E+03, 2.166E+03, 5.138E+03, 1.287E-01, 3.986E+03, 2.528E+02, 3.626E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    1, 1.145E+02, 1.055E+04, 5.057E+03, 8.148E+03, 3.258E+03, 2.715E+03, 5.087E+03, 1.244E-01, 3.838E+03, 2.558E+02, 4.092E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    2, 2.106E+02, 9.967E+03, 4.091E+03, 6.652E+03, 3.087E+03, 1.682E+03, 5.210E+03, 1.508E-01, 3.082E+03, 5.598E+02, 8.573E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    3, 1.824E+02, 1.037E+04, 4.511E+03, 7.838E+03, 2.862E+03, 1.317E+03, 5.155E+03, 1.374E-01, 3.185E+03, 2.441E+02, 7.447E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    4, 1.035E+02, 1.005E+04, 5.038E+03, 8.332E+03, 3.248E+03, 2.960E+03, 4.918E+03, 2.035E-01, 3.939E+03, 2.894E+02, 4.236E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    5, 4.349E+01, 7.945E+03, 5.567E+03, 9.323E+03, 2.363E+03, 3.874E+03, 4.820E+03, 1.832E-01, 5.021E+03, 3.456E+02, 3.811E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    6, 1.332E+02, 1.048E+04, 4.499E+03, 6.653E+03, 2.347E+03, 2.388E+03, 4.914E+03, 1.455E-01, 3.484E+03, 2.303E+02, 7.988E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    7, 9.466E+01, 1.113E+04, 4.890E+03, 8.335E+03, 3.333E+03, 2.256E+03, 4.671E+03, 1.180E-01, 3.931E+03, 2.550E+02, 4.218E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    8, 7.673E+01, 9.069E+03, 5.521E+03, 9.044E+03, 2.182E+03, 3.276E+03, 4.496E+03, 1.756E-01, 4.484E+03, 3.198E+02, 4.644E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
    9, 1.762E+02, 9.105E+03, 5.952E+03, 1.255E+04, 1.282E+03, 2.156E+03, 4.818E+03, 2.003E-01, 4.202E+03, 5.148E+02, 2.363E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   10, 3.137E+02, 9.055E+03, 5.470E+03, 1.250E+04, 1.019E+03, 1.443E+03, 5.008E+03, 1.987E-01, 3.691E+03, 5.196E+02, 4.093E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   11, 1.534E+02, 1.044E+04, 4.539E+03, 8.047E+03, 2.237E+03, 1.697E+03, 4.783E+03, 1.432E-01, 3.137E+03, 2.464E+02, 7.833E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   12, 9.171E+01, 9.648E+03, 5.664E+03, 9.603E+03, 1.826E+03, 2.806E+03, 4.471E+03, 1.546E-01, 4.443E+03, 3.048E+02, 4.256E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   13, 1.804E+02, 9.979E+03, 5.705E+03, 1.066E+04, 1.816E+03, 2.231E+03, 4.935E+03, 1.676E-01, 3.730E+03, 3.791E+02, 3.499E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   14, 2.744E+02, 9.853E+03, 5.321E+03, 1.092E+04, 1.649E+03, 1.501E+03, 5.081E+03, 1.809E-01, 3.482E+03, 3.554E+02, 4.676E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   15, 1.791E+02, 1.053E+04, 4.771E+03, 8.223E+03, 1.957E+03, 1.447E+03, 4.941E+03, 1.453E-01, 3.087E+03, 2.172E+02, 7.759E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   16, 1.283E+02, 1.130E+04, 5.097E+03, 8.552E+03, 3.140E+03, 2.145E+03, 4.869E+03, 1.573E-01, 3.901E+03, 2.524E+02, 3.724E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   17, 1.177E+02, 1.110E+04, 5.018E+03, 8.200E+03, 3.334E+03, 2.217E+03, 4.919E+03, 1.333E-01, 3.899E+03, 2.499E+02, 4.064E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   18, 2.132E+02, 9.897E+03, 4.089E+03, 6.608E+03, 3.110E+03, 1.603E+03, 5.023E+03, 1.470E-01, 3.197E+03, 4.992E+02, 8.875E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   19, 1.868E+02, 1.036E+04, 4.486E+03, 7.769E+03, 2.883E+03, 1.377E+03, 4.814E+03, 1.251E-01, 3.095E+03, 2.655E+02, 7.875E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   20, 1.023E+02, 1.027E+04, 5.061E+03, 8.273E+03, 3.198E+03, 2.890E+03, 4.509E+03, 1.498E-01, 3.842E+03, 2.875E+02, 4.679E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   21, 7.931E+01, 9.413E+03, 5.166E+03, 7.992E+03, 3.337E+03, 3.304E+03, 4.591E+03, 1.421E-01, 4.429E+03, 2.783E+02, 4.523E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   22, 1.161E+02, 1.073E+04, 4.688E+03, 6.989E+03, 3.196E+03, 2.187E+03, 4.693E+03, 1.365E-01, 3.799E+03, 2.532E+02, 6.463E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   23, 1.018E+02, 1.127E+04, 4.978E+03, 8.075E+03, 3.278E+03, 2.066E+03, 4.665E+03, 1.128E-01, 3.717E+03, 2.434E+02, 4.715E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   24, 7.157E+01, 9.355E+03, 5.617E+03, 9.131E+03, 2.906E+03, 3.189E+03, 4.420E+03, 1.418E-01, 4.441E+03, 2.926E+02, 3.691E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   25, 1.334E+02, 1.011E+04, 5.285E+03, 8.633E+03, 2.187E+03, 2.501E+03, 4.868E+03, 1.428E-01, 3.742E+03, 3.169E+02, 5.339E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   26, 1.677E+02, 1.037E+04, 5.026E+03, 9.008E+03, 1.954E+03, 1.903E+03, 4.946E+03, 1.461E-01, 3.772E+03, 2.818E+02, 5.684E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   27, 1.559E+02, 1.008E+04, 4.222E+03, 7.495E+03, 3.008E+03, 1.546E+03, 4.947E+03, 1.269E-01, 2.929E+03, 2.286E+02, 8.505E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   28, 7.761E+01, 9.741E+03, 5.447E+03, 9.700E+03, 2.632E+03, 2.867E+03, 4.573E+03, 1.636E-01, 4.375E+03, 3.040E+02, 3.397E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   29, 1.529E+02, 1.061E+04, 5.072E+03, 8.122E+03, 2.116E+03, 2.122E+03, 4.838E+03, 2.138E-01, 3.494E+03, 2.622E+02, 6.321E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   30, 1.778E+02, 1.070E+04, 5.161E+03, 8.391E+03, 2.076E+03, 1.797E+03, 4.993E+03, 1.507E-01, 3.466E+03, 2.441E+02, 6.104E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
   31, 1.640E+02, 1.064E+04, 4.703E+03, 8.057E+03, 3.060E+03, 1.491E+03, 4.043E+03, 1.335E-01, 3.183E+03, 2.180E+02, 7.556E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.311E+04
