,,s,s,s
    4900,2026-06-15T23:25:45.371+09:00, 0.182E-01, 103.15279, 0.39740E+03
    5000,2026-06-15T23:25:53.473+09:00, 0.195E-01, 105.15119, 0.40544E+03
    5100,2026-06-15T23:26:01.563+09:00, 0.199E-01, 107.36928, 0.41347E+03
    5200,2026-06-15T23:26:09.668+09:00, 0.212E-01, 109.61032, 0.42151E+03
    5300,2026-06-15T23:26:17.820+09:00, 0.244E-01, 111.71515, 0.42959E+03
    5400,2026-06-15T23:26:25.946+09:00, 0.203E-01, 113.85736, 0.43766E+03
    5500,2026-06-15T23:26:34.079+09:00, 0.220E-01, 115.90740, 0.44573E+03
    5600,2026-06-15T23:26:42.173+09:00, 0.237E-01, 118.08148, 0.45376E+03
    5700,2026-06-15T23:26:50.329+09:00, 0.192E-01, 120.33633, 0.46185E+03
    5800,2026-06-15T23:26:58.470+09:00, 0.237E-01, 122.53898, 0.46992E+03
    5900,2026-06-15T23:27:06.584+09:00, 0.158E-01, 124.66226, 0.47797E+03
    6000,2026-06-15T23:27:14.748+09:00, 0.231E-01, 126.77218, 0.48607E+03
    6100,2026-06-15T23:27:22.871+09:00, 0.232E-01, 128.98346, 0.49413E+03
    6200,2026-06-15T23:27:31.064+09:00, 0.193E-01, 131.22452, 0.50223E+03
    6300,2026-06-15T23:27:39.224+09:00, 0.240E-01, 133.42358, 0.51033E+03
    6400,2026-06-15T23:27:47.336+09:00, 0.257E-01, 135.73391, 0.51838E+03
    6500,2026-06-15T23:27:55.462+09:00, 0.222E-01, 137.85158, 0.52645E+03
    6600,2026-06-15T23:28:03.656+09:00, 0.198E-01, 140.17157, 0.53457E+03
    6700,2026-06-15T23:28:11.742+09:00, 0.248E-01, 142.50000, 0.54257E+03
    6800,2026-06-15T23:28:19.844+09:00, 0.226E-01, 144.80819, 0.55061E+03
    6900,2026-06-15T23:28:27.948+09:00, 0.220E-01, 147.13881, 0.55865E+03
    7000,2026-06-15T23:28:36.030+09:00, 0.217E-01, 149.51559, 0.56668E+03
    7100,2026-06-15T23:28:44.215+09:00, 0.173E-01, 151.71022, 0.57479E+03
    7200,2026-06-15T23:28:52.427+09:00, 0.175E-01, 154.00543, 0.58294E+03
    7300,2026-06-15T23:29:00.567+09:00, 0.208E-01, 156.15962, 0.59102E+03
    7400,2026-06-15T23:29:08.718+09:00, 0.228E-01, 158.40511, 0.59910E+03
    7500,2026-06-15T23:29:16.896+09:00, 0.228E-01, 160.74189, 0.60721E+03
    7600,2026-06-15T23:29:25.024+09:00, 0.216E-01, 163.05501, 0.61528E+03
    7700,2026-06-15T23:29:33.145+09:00, 0.216E-01, 165.38332, 0.62334E+03
    7800,2026-06-15T23:29:41.306+09:00, 0.238E-01, 167.56114, 0.63144E+03
    7900,2026-06-15T23:29:49.443+09:00, 0.249E-01, 169.87258, 0.63952E+03
    8000,2026-06-15T23:29:57.626+09:00, 0.230E-01, 172.10764, 0.64763E+03
    8100,2026-06-15T23:30:05.802+09:00, 0.239E-01, 174.33044, 0.65574E+03
    8200,2026-06-15T23:30:13.920+09:00, 0.247E-01, 176.66815, 0.66379E+03
    8300,2026-06-15T23:30:22.064+09:00, 0.241E-01, 178.94400, 0.67188E+03
    8400,2026-06-15T23:30:30.270+09:00, 0.254E-01, 181.19986, 0.68001E+03
    8500,2026-06-15T23:30:38.417+09:00, 0.240E-01, 183.35996, 0.68810E+03
    8600,2026-06-15T23:30:46.537+09:00, 0.236E-01, 185.67157, 0.69616E+03
    8700,2026-06-15T23:30:54.678+09:00, 0.220E-01, 187.96324, 0.70424E+03
    8800,2026-06-15T23:31:02.842+09:00, 0.200E-01, 190.22412, 0.71233E+03
    8900,2026-06-15T23:31:10.952+09:00, 0.241E-01, 192.63071, 0.72038E+03
    9000,2026-06-15T23:31:19.132+09:00, 0.230E-01, 194.97070, 0.72850E+03
    9100,2026-06-15T23:31:27.256+09:00, 0.204E-01, 197.22547, 0.73656E+03
    9200,2026-06-15T23:31:35.364+09:00, 0.218E-01, 199.47760, 0.74461E+03
    9300,2026-06-15T23:31:43.574+09:00, 0.183E-01, 201.85381, 0.75275E+03
    9400,2026-06-15T23:31:51.739+09:00, 0.234E-01, 204.08110, 0.76085E+03
    9500,2026-06-15T23:31:59.843+09:00, 0.236E-01, 206.43358, 0.76889E+03
    9600,2026-06-15T23:32:07.945+09:00, 0.242E-01, 208.80085, 0.77693E+03
    9700,2026-06-15T23:32:16.006+09:00, 0.266E-01, 211.31741, 0.78492E+03
    9800,2026-06-15T23:32:24.086+09:00, 0.243E-01, 213.68786, 0.79294E+03
    9900,2026-06-15T23:32:32.210+09:00, 0.195E-01, 216.04605, 0.80101E+03
   10000,2026-06-15T23:32:40.342+09:00, 0.194E-01, 218.23008, 0.80908E+03
   10100,2026-06-15T23:32:48.477+09:00, 0.243E-01, 220.60148, 0.81715E+03
   10200,2026-06-15T23:32:56.605+09:00, 0.220E-01, 223.08505, 0.82521E+03
   10300,2026-06-15T23:33:04.731+09:00, 0.238E-01, 225.41424, 0.83327E+03
   10400,2026-06-15T23:33:12.792+09:00, 0.231E-01, 227.83473, 0.84127E+03
   10500,2026-06-15T23:33:20.975+09:00, 0.228E-01, 230.24827, 0.84939E+03
   10600,2026-06-15T23:33:29.155+09:00, 0.231E-01, 232.58538, 0.85750E+03
   10700,2026-06-15T23:33:37.257+09:00, 0.269E-01, 235.00782, 0.86554E+03
   10800,2026-06-15T23:33:45.382+09:00, 0.244E-01, 237.47414, 0.87361E+03
   10900,2026-06-15T23:33:53.503+09:00, 0.221E-01, 239.90401, 0.88167E+03
   11000,2026-06-15T23:34:01.693+09:00, 0.215E-01, 242.24483, 0.88978E+03
   11100,2026-06-15T23:34:09.875+09:00, 0.239E-01, 244.61242, 0.89790E+03
   11200,2026-06-15T23:34:17.976+09:00, 0.263E-01, 247.12624, 0.90594E+03
   11300,2026-06-15T23:34:26.108+09:00, 0.247E-01, 249.53660, 0.91401E+03
   11400,2026-06-15T23:34:34.325+09:00, 0.233E-01, 251.95653, 0.92215E+03
   11500,2026-06-15T23:34:42.463+09:00, 0.255E-01, 254.45360, 0.93023E+03
   11600,2026-06-15T23:34:50.589+09:00, 0.227E-01, 256.88694, 0.93829E+03
   11700,2026-06-15T23:34:58.706+09:00, 0.257E-01, 259.27867, 0.94635E+03
   11800,2026-06-15T23:35:06.866+09:00, 0.240E-01, 261.88176, 0.95443E+03
   11900,2026-06-15T23:35:14.972+09:00, 0.251E-01, 264.30924, 0.96248E+03
   12000,2026-06-15T23:35:23.080+09:00, 0.271E-01, 266.78989, 0.97052E+03
   12100,2026-06-15T23:35:31.230+09:00, 0.218E-01, 269.23521, 0.97861E+03
   12200,2026-06-15T23:35:39.332+09:00, 0.235E-01, 271.69432, 0.98664E+03
   12300,2026-06-15T23:35:47.429+09:00, 0.266E-01, 274.25980, 0.99468E+03
   12400,2026-06-15T23:35:55.505+09:00, 0.254E-01, 276.76831, 0.10027E+04
   12500,2026-06-15T23:36:03.611+09:00, 0.235E-01, 279.20271, 0.10107E+04
   12600,2026-06-15T23:36:11.705+09:00, 0.241E-01, 281.70206, 0.10188E+04
   12700,2026-06-15T23:36:19.750+09:00, 0.235E-01, 284.27647, 0.10267E+04
   12800,2026-06-15T23:36:27.875+09:00, 0.252E-01, 286.80061, 0.10348E+04
   12900,2026-06-15T23:36:36.073+09:00, 0.233E-01, 289.33308, 0.10429E+04
   13000,2026-06-15T23:36:44.158+09:00, 0.226E-01, 291.73010, 0.10510E+04
   13100,2026-06-15T23:36:52.228+09:00, 0.299E-01, 294.30636, 0.10590E+04
   13200,2026-06-15T23:37:00.361+09:00, 0.229E-01, 296.70062, 0.10670E+04
   13300,2026-06-15T23:37:08.454+09:00, 0.217E-01, 299.18494, 0.10751E+04
   13332,2026-06-15T23:37:11.076+09:00, 0.122E-01, 300.00000, 0.10777E+04
