m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 4.8587840E+002, 4.0779895E+002, 1.6585872E-002, 1.8706996E+000, 2.7671347E+003, 7.1643926E-001, 1.9514207E-004, 1.1377249E-003, 1.7556010E-001, 3.0941989E+001, 3.1052259E+001, 3.6474525E+001, 3.5393480E+001, 3.0058953E+001, 2.9576032E+001
 1.5172414E-001, 4.8587840E+002, 4.0779895E+002, 3.2660349E-001, 1.8706996E+000, 2.7671347E+003, 7.1643926E-001, 1.9514207E-004, 1.1377249E-003, 1.7556010E-001, 3.0941989E+001, 3.1052259E+001, 3.6474525E+001, 3.5393480E+001, 3.0058953E+001, 2.9576032E+001
 2.5344828E-001, 2.6010485E+002, 1.7626275E+002, 1.9507358E-001, 1.6534277E+000, 6.7045805E+002, 1.4125362E+000, 7.4725655E-005, 4.3566842E-004, 1.9545963E-001, 3.2219471E+001, 3.2233661E+001, 3.7007457E+001, 3.4986465E+001, 3.1100063E+001, 3.1457741E+001
 3.5517241E-001, 1.6619100E+002, 9.9025053E+001, 1.9507358E-001, 1.2501759E+000, 7.5309899E+001, 2.0447371E+000, 3.9762379E-005, 2.3182417E-004, 2.0117287E-001, 3.8424195E+001, 3.7616603E+001, 5.1209519E+001, 4.1955731E+001, 3.1100063E+001, 3.1457741E+001
 4.5689655E-001, 1.6619100E+002, 9.9025053E+001, 4.4690248E-002, 1.2501759E+000, 7.5309899E+001, 2.0447371E+000, 3.9762379E-005, 2.3182417E-004, 2.0117287E-001, 3.8424195E+001, 3.7616603E+001, 5.1209519E+001, 4.1955731E+001, 3.1100063E+001, 3.1457741E+001
 5.5862069E-001, 1.5203939E+002, 1.0014458E+002, 4.4690248E-002, 8.8912880E-001, 7.5835072E+000, 1.7599252E+000, 4.3313072E-005, 2.5252556E-004, 2.0061330E-001, 5.7890164E+001, 6.3341843E+001, 7.8904439E+001, 6.3211413E+001, 3.1800321E+001, 3.2787588E+001
 6.6034483E-001, 1.5203939E+002, 1.0014458E+002, 1.9372877E-002, 8.8912880E-001, 7.5835072E+000, 1.7599252E+000, 4.3313072E-005, 2.5252556E-004, 2.0061330E-001, 5.7890164E+001, 6.3341843E+001, 7.8904439E+001, 6.3211413E+001, 3.1800321E+001, 3.2787588E+001
 7.6206897E-001, 1.5790317E+002, 1.1856129E+002, 2.9649674E-002, 6.4240070E-001, 1.5252749E+000, 1.4274944E+000, 5.5375022E-005, 3.2284960E-004, 1.9868019E-001, 9.4401893E+001, 9.9788252E+001, 1.0985568E+002, 1.0441741E+002, 3.2254850E+001, 3.1967053E+001
 8.6379310E-001, 1.6793618E+002, 1.3817540E+002, 2.9649674E-002, 5.0095032E-001, 5.7951392E-001, 1.1727130E+000, 7.0468530E-005, 4.1084836E-004, 1.9626032E-001, 1.2485022E+002, 1.3029458E+002, 1.3703843E+002, 1.3831425E+002, 3.2254850E+001, 3.1967053E+001
 9.6551724E-001, 1.6793618E+002, 1.3817540E+002, 3.5914518E-002, 5.0095032E-001, 5.7951392E-001, 1.1727130E+000, 7.0468530E-005, 4.1084836E-004, 1.9626032E-001, 1.2485022E+002, 1.3029458E+002, 1.3703843E+002, 1.3831425E+002, 3.2254850E+001, 3.1967053E+001
 1.0672414E+000, 1.7427622E+002, 1.5239348E+002, 3.5914518E-002, 4.4451029E-001, 2.7767572E-001, 1.0066955E+000, 8.4808613E-005, 4.9445447E-004, 1.9396118E-001, 1.4454131E+002, 1.4388731E+002, 1.5342154E+002, 1.5045606E+002, 3.4283488E+001, 3.1947251E+001
 1.1689655E+000, 1.7815303E+002, 1.6204814E+002, 7.2726758E-002, 4.3073638E-001, 1.7555237E-001, 9.0331530E-001, 9.6809584E-005, 5.6442300E-004, 1.9203704E-001, 1.4454131E+002, 1.4388731E+002, 1.5342154E+002, 1.5045606E+002, 3.4283488E+001, 3.1947251E+001
 1.2706897E+000, 1.7815303E+002, 1.6204814E+002, 1.5172296E-001, 4.3073638E-001, 1.7555237E-001, 9.0331530E-001, 9.6809584E-005, 5.6442300E-004, 1.9203704E-001, 1.5589811E+002, 1.5069171E+002, 1.6170960E+002, 1.5372462E+002, 4.6579450E+001, 3.5088183E+001
 1.3724138E+000, 1.8070197E+002, 1.6888814E+002, 1.5172296E-001, 4.8068403E-001, 1.1069331E-001, 8.2744790E-001, 1.0707098E-004, 6.2424938E-004, 1.9039181E-001, 1.6305550E+002, 1.5527002E+002, 1.6713983E+002, 1.5740769E+002, 4.6579450E+001, 3.5088183E+001
 1.4741379E+000, 1.8070197E+002, 1.6888814E+002, 2.1316578E-001, 4.8068403E-001, 1.1069331E-001, 8.2744790E-001, 1.0707098E-004, 6.2424938E-004, 1.9039181E-001, 1.6305550E+002, 1.5527002E+002, 1.6713983E+002, 1.5740769E+002, 4.6579450E+001, 3.5088183E+001
 1.5758621E+000, 1.8316694E+002, 1.7412080E+002, 2.1316578E-001, 4.9764578E-001, 7.0192237E-002, 7.7978346E-001, 1.1446683E-004, 6.6736894E-004, 1.8920602E-001, 1.6895760E+002, 1.5867869E+002, 1.7139310E+002, 1.6209439E+002, 8.0544216E+001, 6.3557443E+001
 1.6775862E+000, 1.8499559E+002, 1.7802726E+002, 2.5365572E-001, 5.4757274E-001, 4.9745690E-002, 7.4998885E-001, 1.1992552E-004, 6.9919444E-004, 1.8833082E-001, 1.6895760E+002, 1.5867869E+002, 1.7139310E+002, 1.6209439E+002, 8.0544216E+001, 6.3557443E+001
 1.7793103E+000, 1.8499559E+002, 1.7802726E+002, 2.8385830E-001, 5.4757274E-001, 4.9745690E-002, 7.4998885E-001, 1.1992552E-004, 6.9919444E-004, 1.8833082E-001, 1.7495243E+002, 1.6129166E+002, 1.7478786E+002, 1.6444855E+002, 8.0544216E+001, 6.3557443E+001
 1.8810345E+000, 1.8669761E+002, 1.8102055E+002, 2.8385830E-001, 5.7899290E-001, 3.6524870E-002, 7.3275817E-001, 1.2352916E-004, 7.2020449E-004, 1.8775304E-001, 1.8166585E+002, 1.6365571E+002, 1.7799005E+002, 1.6650847E+002, 1.1970237E+002, 1.0933325E+002
 1.9827586E+000, 1.8669761E+002, 1.8102055E+002, 3.3155724E-001, 5.7899290E-001, 3.6524870E-002, 7.3275817E-001, 1.2352916E-004, 7.2020449E-004, 1.8775304E-001, 1.8166585E+002, 1.6365571E+002, 1.7799005E+002, 1.6650847E+002, 1.1970237E+002, 1.0933325E+002
 2.0844828E+000, 1.8822976E+002, 1.8354718E+002, 3.7635785E-001, 6.1240373E-001, 2.6664955E-002, 7.1649441E-001, 1.2687954E-004, 7.3973804E-004, 1.8721587E-001, 1.8783878E+002, 1.6857859E+002, 1.8103147E+002, 1.6772027E+002, 1.5654305E+002, 1.3723754E+002
 2.1862069E+000, 1.9025318E+002, 1.8639168E+002, 3.7635785E-001, 6.3263663E-001, 1.8104510E-002, 7.0795404E-001, 1.2902689E-004, 7.5225758E-004, 1.8687158E-001, 1.8783878E+002, 1.6857859E+002, 1.8103147E+002, 1.6772027E+002, 1.5654305E+002, 1.3723754E+002
