m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 9.1248003E+002, 9.9506842E+002, 1.8623724E-001, 2.6695391E+000, 4.8080397E+003, 4.4921724E-001, 6.9200693E-004, 4.0345657E-003, 9.4135125E-002, 4.3751316E+001, 4.7982366E+001, 4.8829443E+001, 5.3149545E+001, 4.1882795E+001, 4.3617953E+001
 1.5172414E-001, 4.0586391E+002, 2.7389358E+002, 2.6760865E-001, 1.9468341E+000, 4.3522359E+002, 8.9497319E-001, 1.7454074E-004, 1.0176142E-003, 1.7949057E-001, 4.5848434E+001, 5.0026890E+001, 5.2754652E+001, 5.8395501E+001, 4.2603837E+001, 4.5704178E+001
 2.5344828E-001, 2.8017086E+002, 1.6542661E+002, 1.4010837E-001, 1.6319671E+000, 7.7332592E+001, 9.7489469E-001, 1.1852953E-004, 6.9105548E-004, 1.8854241E-001, 4.7337699E+001, 5.2395917E+001, 6.0471310E+001, 6.5299714E+001, 4.3436153E+001, 4.7073278E+001
 3.5517241E-001, 2.3490079E+002, 1.4127833E+002, 7.4010794E-002, 1.3189983E+000, 1.7350361E+001, 9.1627229E-001, 1.1260302E-004, 6.5650248E-004, 1.8950241E-001, 4.8975239E+001, 4.9417345E+001, 7.4626057E+001, 8.1062894E+001, 4.4127008E+001, 4.7217883E+001
 4.5689655E-001, 2.1348488E+002, 1.4917716E+002, 1.4242930E-002, 9.7181191E-001, 3.3289827E+000, 7.8599535E-001, 1.2847529E-004, 7.4904160E-004, 1.8695961E-001, 5.4020718E+001, 5.8517368E+001, 1.0692414E+002, 9.9719511E+001, 4.4802494E+001, 4.6972691E+001
 5.5862069E-001, 2.0780929E+002, 1.5480377E+002, 1.9834218E-003, 8.9619133E-001, 1.8525620E+000, 7.4987046E-001, 1.3556471E-004, 7.9037462E-004, 1.8582312E-001, 6.0692621E+001, 5.9905345E+001, 1.1680849E+002, 9.6992227E+001, 4.5383068E+001, 4.6055751E+001
 6.6034483E-001, 1.9981958E+002, 1.6241113E+002, 9.1119267E-003, 7.8778506E-001, 6.9605951E-001, 7.0788644E-001, 1.4550637E-004, 8.4833687E-004, 1.8422930E-001, 8.5680623E+001, 7.8936928E+001, 1.2841639E+002, 8.8755550E+001, 4.5835492E+001, 4.5511398E+001
 7.6206897E-001, 1.9711704E+002, 1.6509505E+002, 2.1254051E-002, 7.6019934E-001, 4.8897150E-001, 6.9342278E-001, 1.4938282E-004, 8.7093751E-004, 1.8360780E-001, 9.6592496E+001, 8.7339727E+001, 1.3340290E+002, 9.6919300E+001, 4.6308721E+001, 4.5626239E+001
 8.6379310E-001, 1.9393833E+002, 1.7005948E+002, 4.2257382E-002, 7.1846985E-001, 2.6287596E-001, 6.6848461E-001, 1.5678087E-004, 9.1406991E-004, 1.8242168E-001, 1.0481428E+002, 9.0779913E+001, 1.3808779E+002, 1.0778630E+002, 4.6813098E+001, 4.6052593E+001
 9.6551724E-001, 1.9414541E+002, 1.7343201E+002, 7.9102042E-002, 7.0890270E-001, 1.9343704E-001, 6.5596460E-001, 1.6103834E-004, 9.3889199E-004, 1.8173907E-001, 1.2309231E+002, 1.0962569E+002, 1.4743513E+002, 1.3150200E+002, 4.6813098E+001, 4.6052593E+001
 1.0672414E+000, 1.9420682E+002, 1.7625793E+002, 1.0072690E-001, 7.1060382E-001, 1.4460565E-001, 6.4499452E-001, 1.6485461E-004, 9.6114177E-004, 1.8112720E-001, 1.3258130E+002, 1.1408025E+002, 1.5274563E+002, 1.3507428E+002, 4.7660929E+001, 4.7877165E+001
 1.1689655E+000, 1.9741116E+002, 1.8310550E+002, 1.2305424E-001, 6.7724367E-001, 8.8430759E-002, 6.2720319E-001, 1.7201918E-004, 1.0029129E-003, 1.7997850E-001, 1.5198718E+002, 1.1873203E+002, 1.6288831E+002, 1.4472568E+002, 4.9490550E+001, 5.7172588E+001
 1.2706897E+000, 1.9878354E+002, 1.8589057E+002, 1.5356504E-001, 6.5833752E-001, 7.4102434E-002, 6.2046382E-001, 1.7485493E-004, 1.0194460E-003, 1.7952383E-001, 1.6196586E+002, 1.1957268E+002, 1.6707057E+002, 1.5419980E+002, 5.3504745E+001, 7.0130217E+001
 1.3724138E+000, 2.0163125E+002, 1.9125996E+002, 1.6529878E-001, 6.3382534E-001, 4.6035301E-002, 6.0570676E-001, 1.8111777E-004, 1.0559598E-003, 1.7851970E-001, 1.7101179E+002, 1.2509155E+002, 1.7069200E+002, 1.6091300E+002, 6.0818004E+001, 7.4527830E+001
 1.4741379E+000, 2.0229511E+002, 1.9292982E+002, 2.0585566E-001, 6.2289399E-001, 3.3876266E-002, 5.9955188E-001, 1.8360306E-004, 1.0704497E-003, 1.7812123E-001, 1.8374430E+002, 1.4993421E+002, 1.7727244E+002, 1.6723916E+002, 7.3123385E+001, 8.3147449E+001
 1.5758621E+000, 2.0359239E+002, 1.9596734E+002, 2.2624846E-001, 6.2313814E-001, 1.6555187E-002, 5.8919177E-001, 1.8815040E-004, 1.0969618E-003, 1.7739214E-001, 1.8785222E+002, 1.6920360E+002, 1.8064162E+002, 1.7270939E+002, 8.6896171E+001, 8.6086131E+001
 1.6775862E+000, 2.0458427E+002, 1.9749807E+002, 2.3365205E-001, 6.1853064E-001, 1.1810024E-002, 5.8550842E-001, 1.8998888E-004, 1.1076805E-003, 1.7709737E-001, 1.9358738E+002, 1.8771225E+002, 1.8662146E+002, 1.8266656E+002, 1.0013083E+002, 9.4218502E+001
 1.7793103E+000, 2.0501439E+002, 1.9858295E+002, 2.8321664E-001, 6.1902502E-001, 8.5122049E-003, 5.8253411E-001, 1.9139524E-004, 1.1158800E-003, 1.7687189E-001, 1.9740775E+002, 1.8699558E+002, 1.8962038E+002, 1.8621726E+002, 1.1595095E+002, 9.7091530E+001
 1.8810345E+000, 2.0666947E+002, 2.0113405E+002, 3.1375330E-001, 6.3435585E-001, 4.6157399E-003, 5.7660218E-001, 1.9439145E-004, 1.1333486E-003, 1.7639150E-001, 2.0282390E+002, 1.9026675E+002, 1.9226312E+002, 1.8894705E+002, 1.3499311E+002, 1.0527431E+002
 1.9827586E+000, 2.0792846E+002, 2.0273332E+002, 3.3469728E-001, 6.4158981E-001, 3.6278478E-003, 5.7502060E-001, 1.9558470E-004, 1.1403055E-003, 1.7620018E-001, 2.1698816E+002, 2.0023014E+002, 1.9728376E+002, 1.9120810E+002, 1.5765460E+002, 1.1551353E+002
 2.0844828E+000, 2.1117921E+002, 2.0661217E+002, 3.6009920E-001, 6.7805351E-001, 2.0519461E-003, 5.7337730E-001, 1.9768682E-004, 1.1525614E-003, 1.7586314E-001, 2.2174404E+002, 2.0438341E+002, 1.9978642E+002, 1.9358733E+002, 1.8101186E+002, 1.3862494E+002
 2.1862069E+000, 2.1327332E+002, 2.0890018E+002, 4.0834698E-001, 6.9916115E-001, 1.5993844E-003, 5.7259495E-001, 1.9883841E-004, 1.1592754E-003, 1.7567851E-001, 2.2657129E+002, 2.0416224E+002, 2.0432001E+002, 1.9572661E+002, 1.8101186E+002, 1.3862494E+002
