Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 9.736E+01, 1.678E+03, 8.186E+02, 1.436E+03, 5.482E+02, 3.786E+02, 1.319E+03, 3.914E-02, 5.841E+02, 3.397E+01, 1.159E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    1, 9.382E+01, 1.563E+03, 8.172E+02, 1.367E+03, 5.498E+02, 3.620E+02, 1.242E+03, 3.776E-02, 5.108E+02, 1.359E+02, 1.411E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    2, 5.220E+01, 1.522E+03, 7.661E+02, 1.464E+03, 5.498E+02, 4.384E+02, 1.166E+03, 3.494E-02, 6.804E+02, 4.142E+01, 1.372E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    3, 6.535E+01, 1.449E+03, 6.468E+02, 1.242E+03, 5.323E+02, 3.555E+02, 1.124E+03, 3.911E-02, 5.269E+02, 9.503E+01, 2.015E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    4, 1.269E+01, 1.476E+03, 9.154E+02, 1.793E+03, 5.203E+02, 5.885E+02, 1.105E+03, 3.452E-02, 8.006E+02, 4.788E+01, 7.933E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    5, 6.855E+01, 1.455E+03, 7.436E+02, 1.308E+03, 5.494E+02, 3.659E+02, 1.129E+03, 3.458E-02, 4.918E+02, 3.981E+01, 1.901E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    6, 5.042E+01, 1.369E+03, 8.378E+02, 1.552E+03, 5.518E+02, 4.082E+02, 1.320E+03, 3.283E-02, 6.244E+02, 5.046E+01, 1.288E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    7, 5.727E+01, 1.424E+03, 8.006E+02, 1.429E+03, 5.426E+02, 3.304E+02, 1.295E+03, 4.196E-02, 5.636E+02, 4.160E+01, 1.568E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    8, 6.373E+01, 1.498E+03, 8.451E+02, 1.588E+03, 5.020E+02, 3.563E+02, 1.376E+03, 3.317E-02, 5.267E+02, 4.710E+01, 1.249E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
    9, 9.738E+01, 1.281E+03, 8.038E+02, 1.454E+03, 5.113E+02, 1.990E+02, 1.400E+03, 3.841E-02, 3.883E+02, 3.631E+01, 1.881E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   10, 6.343E+01, 1.418E+03, 8.797E+02, 1.589E+03, 5.266E+02, 3.709E+02, 1.362E+03, 3.628E-02, 5.638E+02, 5.142E+01, 1.228E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   11, 1.009E+02, 1.280E+03, 7.871E+02, 1.516E+03, 5.140E+02, 2.196E+02, 1.406E+03, 3.675E-02, 4.384E+02, 4.557E+01, 1.744E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   12, 1.461E+02, 1.213E+03, 6.564E+02, 1.129E+03, 4.534E+02, 2.487E+02, 1.426E+03, 3.403E-02, 4.216E+02, 2.736E+01, 2.331E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   13, 1.686E+02, 1.150E+03, 6.220E+02, 9.773E+02, 4.472E+02, 2.015E+02, 1.450E+03, 3.860E-02, 3.969E+02, 2.388E+01, 2.614E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   14, 8.547E+01, 1.636E+03, 8.722E+02, 1.492E+03, 5.433E+02, 3.797E+02, 1.260E+03, 4.681E-02, 5.294E+02, 3.687E+01, 1.218E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   15, 8.573E+01, 1.501E+03, 8.208E+02, 1.385E+03, 5.366E+02, 3.673E+02, 1.190E+03, 3.786E-02, 5.373E+02, 1.747E+02, 1.455E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   16, 4.326E+01, 1.520E+03, 8.470E+02, 1.560E+03, 5.520E+02, 4.788E+02, 1.105E+03, 3.403E-02, 7.270E+02, 4.954E+01, 1.171E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   17, 6.285E+01, 1.412E+03, 6.694E+02, 1.281E+03, 5.333E+02, 3.553E+02, 1.095E+03, 3.586E-02, 5.510E+02, 9.286E+01, 2.000E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   18, 4.291E+01, 1.570E+03, 8.870E+02, 1.537E+03, 5.399E+02, 4.487E+02, 1.091E+03, 3.223E-02, 7.326E+02, 3.883E+01, 1.165E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   19, 6.941E+01, 1.506E+03, 7.228E+02, 1.285E+03, 5.379E+02, 3.282E+02, 1.103E+03, 5.014E-02, 5.167E+02, 3.732E+01, 1.947E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   20, 5.459E+01, 1.646E+03, 8.327E+02, 1.320E+03, 5.128E+02, 4.397E+02, 1.307E+03, 3.512E-02, 5.658E+02, 4.143E+01, 1.333E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   21, 6.268E+01, 1.550E+03, 7.640E+02, 1.242E+03, 5.218E+02, 4.075E+02, 1.269E+03, 5.031E-02, 5.730E+02, 4.145E+01, 1.621E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   22, 3.483E+01, 1.508E+03, 8.253E+02, 1.657E+03, 5.107E+02, 4.464E+02, 1.330E+03, 3.587E-02, 6.834E+02, 5.218E+01, 1.005E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   23, 6.531E+01, 1.586E+03, 8.181E+02, 1.309E+03, 5.165E+02, 3.926E+02, 1.352E+03, 4.240E-02, 5.336E+02, 4.513E+01, 1.433E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   24, 1.325E+01, 1.609E+03, 8.275E+02, 1.557E+03, 5.066E+02, 3.696E+02, 1.296E+03, 3.566E-02, 6.182E+02, 4.506E+01, 1.210E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   25, 7.151E+01, 1.585E+03, 8.099E+02, 1.317E+03, 5.197E+02, 3.962E+02, 1.359E+03, 4.360E-02, 5.419E+02, 4.615E+01, 1.405E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   26, 1.311E+02, 1.185E+03, 6.128E+02, 1.084E+03, 4.388E+02, 2.355E+02, 1.409E+03, 3.570E-02, 4.419E+02, 2.590E+01, 2.489E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
   27, 1.577E+02, 1.198E+03, 6.411E+02, 9.507E+02, 4.467E+02, 2.444E+02, 1.436E+03, 4.577E-02, 3.865E+02, 2.430E+01, 2.567E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.052E+03
