,,s,s,s
    7400,2026-07-04T13:08:52.320+09:00, 0.745E-02,  50.91438, 0.71179E+04
    7500,2026-07-04T13:10:32.890+09:00, 0.708E-02,  51.69627, 0.72125E+04
    7600,2026-07-04T13:12:23.159+09:00, 0.739E-02,  52.39353, 0.73113E+04
    7700,2026-07-04T13:13:59.388+09:00, 0.895E-02,  53.21975, 0.74023E+04
    7800,2026-07-04T13:15:53.584+09:00, 0.739E-02,  54.08430, 0.75021E+04
    7900,2026-07-04T13:17:31.167+09:00, 0.559E-02,  54.76447, 0.75934E+04
    8000,2026-07-04T13:19:06.095+09:00, 0.777E-02,  55.52821, 0.76854E+04
    8100,2026-07-04T13:21:00.390+09:00, 0.658E-02,  56.28155, 0.77887E+04
    8200,2026-07-04T13:22:35.290+09:00, 0.766E-02,  57.03822, 0.78806E+04
    8300,2026-07-04T13:24:10.737+09:00, 0.662E-02,  57.78030, 0.79731E+04
    8400,2026-07-04T13:25:57.255+09:00, 0.881E-02,  58.53281, 0.80696E+04
    8500,2026-07-04T13:27:34.792+09:00, 0.827E-02,  59.30712, 0.81615E+04
    8600,2026-07-04T13:29:30.292+09:00, 0.678E-02,  60.05562, 0.82637E+04
    8700,2026-07-04T13:31:04.987+09:00, 0.694E-02,  60.80033, 0.83551E+04
    8800,2026-07-04T13:32:38.673+09:00, 0.821E-02,  61.53599, 0.84458E+04
    8900,2026-07-04T13:34:27.684+09:00, 0.788E-02,  62.24452, 0.85447E+04
    9000,2026-07-04T13:36:13.438+09:00, 0.665E-02,  63.02606, 0.86370E+04
    9100,2026-07-04T13:37:45.887+09:00, 0.703E-02,  63.76499, 0.87272E+04
    9200,2026-07-04T13:39:34.372+09:00, 0.682E-02,  64.48891, 0.88235E+04
    9300,2026-07-04T13:41:11.390+09:00, 0.694E-02,  65.26315, 0.89169E+04
    9400,2026-07-04T13:43:02.124+09:00, 0.703E-02,  66.05924, 0.90136E+04
    9500,2026-07-04T13:44:36.170+09:00, 0.851E-02,  66.86011, 0.91031E+04
    9600,2026-07-04T13:46:12.200+09:00, 0.822E-02,  67.64406, 0.91953E+04
    9700,2026-07-04T13:48:04.470+09:00, 0.864E-02,  68.40896, 0.92931E+04
    9800,2026-07-04T13:49:41.446+09:00, 0.748E-02,  69.17472, 0.93855E+04
    9900,2026-07-04T13:51:16.807+09:00, 0.791E-02,  69.93319, 0.94781E+04
   10000,2026-07-04T13:53:16.203+09:00, 0.820E-02,  70.70072, 0.95797E+04
   10100,2026-07-04T13:54:51.679+09:00, 0.847E-02,  71.48426, 0.96711E+04
   10200,2026-07-04T13:56:54.681+09:00, 0.815E-02,  72.35332, 0.97711E+04
   10300,2026-07-04T13:58:30.570+09:00, 0.831E-02,  73.13245, 0.98631E+04
   10400,2026-07-04T14:00:05.425+09:00, 0.631E-02,  73.84727, 0.99550E+04
   10500,2026-07-04T14:01:54.341+09:00, 0.730E-02,  74.54385, 0.10053E+05
   10600,2026-07-04T14:03:29.566+09:00, 0.803E-02,  75.32132, 0.10144E+05
   10700,2026-07-04T14:05:16.122+09:00, 0.794E-02,  76.10831, 0.10242E+05
   10800,2026-07-04T14:06:53.752+09:00, 0.858E-02,  76.95178, 0.10333E+05
   10900,2026-07-04T14:08:35.966+09:00, 0.804E-02,  77.80379, 0.10426E+05
   11000,2026-07-04T14:10:25.780+09:00, 0.772E-02,  78.65272, 0.10522E+05
   11100,2026-07-04T14:11:59.661+09:00, 0.837E-02,  79.39652, 0.10612E+05
   11200,2026-07-04T14:13:48.317+09:00, 0.827E-02,  80.21433, 0.10709E+05
   11300,2026-07-04T14:15:25.486+09:00, 0.734E-02,  80.99584, 0.10800E+05
   11400,2026-07-04T14:17:01.023+09:00, 0.807E-02,  81.74221, 0.10891E+05
   11500,2026-07-04T14:18:52.975+09:00, 0.781E-02,  82.53697, 0.10988E+05
   11600,2026-07-04T14:20:28.380+09:00, 0.772E-02,  83.28212, 0.11080E+05
   11700,2026-07-04T14:22:03.061+09:00, 0.741E-02,  83.96921, 0.11170E+05
   11800,2026-07-04T14:24:01.911+09:00, 0.858E-02,  84.80922, 0.11277E+05
   11900,2026-07-04T14:25:36.327+09:00, 0.831E-02,  85.66080, 0.11368E+05
   12000,2026-07-04T14:27:38.171+09:00, 0.760E-02,  86.53400, 0.11476E+05
   12100,2026-07-04T14:29:13.763+09:00, 0.919E-02,  87.38788, 0.11567E+05
   12200,2026-07-04T14:31:28.801+09:00, 0.766E-02,  88.22244, 0.11683E+05
   12300,2026-07-04T14:33:03.174+09:00, 0.927E-02,  89.07031, 0.11773E+05
   12400,2026-07-04T14:34:38.065+09:00, 0.702E-02,  89.91220, 0.11865E+05
   12500,2026-07-04T14:36:40.095+09:00, 0.858E-02,  90.72086, 0.11970E+05
   12600,2026-07-04T14:38:14.370+09:00, 0.739E-02,  91.54419, 0.12062E+05
   12700,2026-07-04T14:40:01.432+09:00, 0.894E-02,  92.40539, 0.12157E+05
   12800,2026-07-04T14:41:40.194+09:00, 0.806E-02,  93.27348, 0.12249E+05
   12900,2026-07-04T14:43:29.048+09:00, 0.779E-02,  94.14077, 0.12346E+05
   13000,2026-07-04T14:45:03.763+09:00, 0.799E-02,  94.98633, 0.12438E+05
   13100,2026-07-04T14:46:40.852+09:00, 0.879E-02,  95.82436, 0.12531E+05
   13200,2026-07-04T14:48:29.671+09:00, 0.743E-02,  96.63762, 0.12628E+05
   13300,2026-07-04T14:50:03.785+09:00, 0.778E-02,  97.46604, 0.12719E+05
   13400,2026-07-04T14:51:49.925+09:00, 0.779E-02,  98.27996, 0.12815E+05
   13500,2026-07-04T14:53:30.157+09:00, 0.767E-02,  99.06339, 0.12907E+05
   13600,2026-07-04T14:55:06.535+09:00, 0.833E-02,  99.87374, 0.13000E+05
   13700,2026-07-04T14:56:56.208+09:00, 0.813E-02, 100.73011, 0.13098E+05
   13800,2026-07-04T14:58:31.803+09:00, 0.788E-02, 101.61538, 0.13188E+05
   13900,2026-07-04T15:00:22.428+09:00, 0.872E-02, 102.44256, 0.13288E+05
   14000,2026-07-04T15:01:59.125+09:00, 0.848E-02, 103.27720, 0.13380E+05
   14100,2026-07-04T15:03:47.381+09:00, 0.762E-02, 104.12372, 0.13476E+05
   14200,2026-07-04T15:05:21.809+09:00, 0.838E-02, 104.93587, 0.13567E+05
   14300,2026-07-04T15:06:56.900+09:00, 0.814E-02, 105.72303, 0.13659E+05
   14400,2026-07-04T15:08:45.681+09:00, 0.789E-02, 106.47413, 0.13755E+05
   14500,2026-07-04T15:10:22.865+09:00, 0.767E-02, 107.28962, 0.13846E+05
   14600,2026-07-04T15:12:12.425+09:00, 0.817E-02, 108.11518, 0.13940E+05
   14700,2026-07-04T15:13:48.694+09:00, 0.693E-02, 108.89411, 0.14032E+05
   14800,2026-07-04T15:15:21.317+09:00, 0.823E-02, 109.64180, 0.14122E+05
   14900,2026-07-04T15:17:07.416+09:00, 0.778E-02, 110.46212, 0.14218E+05
   15000,2026-07-04T15:18:44.936+09:00, 0.695E-02, 111.23206, 0.14311E+05
   15100,2026-07-04T15:20:35.935+09:00, 0.831E-02, 112.01787, 0.14409E+05
   15200,2026-07-04T15:22:09.006+09:00, 0.733E-02, 112.73582, 0.14500E+05
   15300,2026-07-04T15:23:44.498+09:00, 0.794E-02, 113.51310, 0.14592E+05
   15400,2026-07-04T15:25:31.759+09:00, 0.961E-02, 114.40086, 0.14688E+05
   15500,2026-07-04T15:27:07.166+09:00, 0.113E-01, 115.36780, 0.14777E+05
   15600,2026-07-04T15:28:54.728+09:00, 0.832E-02, 116.22235, 0.14872E+05
   15700,2026-07-04T15:30:35.408+09:00, 0.813E-02, 117.06641, 0.14964E+05
   15800,2026-07-04T15:32:10.446+09:00, 0.702E-02, 117.77060, 0.15055E+05
   15900,2026-07-04T15:34:02.344+09:00, 0.728E-02, 118.43404, 0.15154E+05
   16000,2026-07-04T15:35:38.799+09:00, 0.841E-02, 119.19089, 0.15245E+05
   16100,2026-07-04T15:37:15.562+09:00, 0.789E-02, 119.94014, 0.15339E+05
   16200,2026-07-04T15:39:11.729+09:00, 0.817E-02, 120.78854, 0.15444E+05
   16300,2026-07-04T15:40:46.472+09:00, 0.771E-02, 121.60627, 0.15537E+05
   16400,2026-07-04T15:42:31.413+09:00, 0.759E-02, 122.40759, 0.15631E+05
   16500,2026-07-04T15:44:05.476+09:00, 0.821E-02, 123.15396, 0.15723E+05
   16600,2026-07-04T15:45:41.160+09:00, 0.737E-02, 123.95717, 0.15814E+05
   16700,2026-07-04T15:47:29.244+09:00, 0.710E-02, 124.73016, 0.15909E+05
   16800,2026-07-04T15:49:02.628+09:00, 0.781E-02, 125.48464, 0.16000E+05
   16900,2026-07-04T15:50:52.435+09:00, 0.841E-02, 126.25807, 0.16095E+05
   17000,2026-07-04T15:52:25.356+09:00, 0.782E-02, 126.97358, 0.16184E+05
   17100,2026-07-04T15:54:00.686+09:00, 0.812E-02, 127.87390, 0.16274E+05
   17200,2026-07-04T15:55:51.674+09:00, 0.883E-02, 128.65728, 0.16372E+05
   17300,2026-07-04T15:57:24.960+09:00, 0.816E-02, 129.43231, 0.16462E+05
   17400,2026-07-04T15:59:13.348+09:00, 0.854E-02, 130.30172, 0.16560E+05
   17500,2026-07-04T16:00:46.278+09:00, 0.883E-02, 131.18323, 0.16648E+05
   17600,2026-07-04T16:02:33.277+09:00, 0.871E-02, 132.05776, 0.16743E+05
   17700,2026-07-04T16:04:08.726+09:00, 0.815E-02, 132.91880, 0.16835E+05
   17800,2026-07-04T16:05:42.063+09:00, 0.823E-02, 133.80501, 0.16925E+05
   17900,2026-07-04T16:07:30.096+09:00, 0.902E-02, 134.59560, 0.17024E+05
   18000,2026-07-04T16:09:09.274+09:00, 0.774E-02, 135.38021, 0.17115E+05
   18100,2026-07-04T16:10:56.951+09:00, 0.687E-02, 136.17798, 0.17212E+05
   18200,2026-07-04T16:12:27.418+09:00, 0.914E-02, 137.04704, 0.17300E+05
   18300,2026-07-04T16:14:00.515+09:00, 0.862E-02, 137.85996, 0.17390E+05
   18400,2026-07-04T16:15:57.309+09:00, 0.838E-02, 138.68658, 0.17487E+05
   18500,2026-07-04T16:17:30.291+09:00, 0.784E-02, 139.49961, 0.17576E+05
   18600,2026-07-04T16:19:16.637+09:00, 0.835E-02, 140.26097, 0.17673E+05
   18700,2026-07-04T16:20:51.108+09:00, 0.919E-02, 141.17479, 0.17763E+05
   18800,2026-07-04T16:22:40.266+09:00, 0.957E-02, 142.00205, 0.17859E+05
   18900,2026-07-04T16:24:15.939+09:00, 0.703E-02, 142.73555, 0.17951E+05
   19000,2026-07-04T16:25:51.188+09:00, 0.833E-02, 143.55490, 0.18042E+05
   19100,2026-07-04T16:27:42.076+09:00, 0.907E-02, 144.44655, 0.18139E+05
   19200,2026-07-04T16:29:17.429+09:00, 0.907E-02, 145.35366, 0.18229E+05
   19300,2026-07-04T16:31:08.416+09:00, 0.848E-02, 146.17690, 0.18324E+05
   19400,2026-07-04T16:32:42.040+09:00, 0.917E-02, 147.03046, 0.18412E+05
   19500,2026-07-04T16:34:14.853+09:00, 0.836E-02, 147.88806, 0.18502E+05
   19600,2026-07-04T16:35:58.698+09:00, 0.836E-02, 148.72432, 0.18595E+05
   19700,2026-07-04T16:37:32.757+09:00, 0.783E-02, 149.58430, 0.18686E+05
   19800,2026-07-04T16:39:21.041+09:00, 0.839E-02, 150.36753, 0.18782E+05
   19900,2026-07-04T16:40:54.435+09:00, 0.778E-02, 151.06392, 0.18873E+05
   20000,2026-07-04T16:42:28.906+09:00, 0.755E-02, 151.81494, 0.18964E+05
   20100,2026-07-04T16:44:16.329+09:00, 0.831E-02, 152.58745, 0.19062E+05
   20200,2026-07-04T16:45:56.561+09:00, 0.721E-02, 153.36441, 0.19152E+05
   20300,2026-07-04T16:47:41.534+09:00, 0.780E-02, 154.13648, 0.19247E+05
   20400,2026-07-04T16:49:14.945+09:00, 0.753E-02, 154.96149, 0.19338E+05
   20500,2026-07-04T16:50:51.164+09:00, 0.770E-02, 155.77663, 0.19430E+05
   20600,2026-07-04T16:52:39.949+09:00, 0.932E-02, 156.69268, 0.19525E+05
   20700,2026-07-04T16:54:14.496+09:00, 0.884E-02, 157.60524, 0.19615E+05
   20800,2026-07-04T16:56:05.132+09:00, 0.840E-02, 158.40559, 0.19710E+05
   20900,2026-07-04T16:57:38.110+09:00, 0.790E-02, 159.22902, 0.19800E+05
   21000,2026-07-04T16:59:24.006+09:00, 0.859E-02, 160.06469, 0.19895E+05
   21100,2026-07-04T17:00:59.091+09:00, 0.786E-02, 160.89963, 0.19986E+05
   21200,2026-07-04T17:02:34.574+09:00, 0.725E-02, 161.68327, 0.20077E+05
   21300,2026-07-04T17:04:23.094+09:00, 0.674E-02, 162.49297, 0.20172E+05
   21400,2026-07-04T17:05:58.000+09:00, 0.882E-02, 163.29963, 0.20263E+05
   21500,2026-07-04T17:07:46.424+09:00, 0.781E-02, 164.13148, 0.20359E+05
   21600,2026-07-04T17:09:21.980+09:00, 0.844E-02, 164.93692, 0.20450E+05
   21700,2026-07-04T17:10:55.910+09:00, 0.730E-02, 165.69664, 0.20541E+05
   21800,2026-07-04T17:12:43.256+09:00, 0.871E-02, 166.57626, 0.20636E+05
   21900,2026-07-04T17:14:19.150+09:00, 0.958E-02, 167.49658, 0.20727E+05
   22000,2026-07-04T17:16:11.810+09:00, 0.740E-02, 168.35672, 0.20826E+05
   22100,2026-07-04T17:17:45.969+09:00, 0.896E-02, 169.19149, 0.20916E+05
   22200,2026-07-04T17:19:35.167+09:00, 0.102E-01, 170.07411, 0.21012E+05
   22300,2026-07-04T17:21:08.095+09:00, 0.842E-02, 170.91071, 0.21102E+05
   22400,2026-07-04T17:22:43.055+09:00, 0.901E-02, 171.70070, 0.21193E+05
   22500,2026-07-04T17:24:33.949+09:00, 0.763E-02, 172.49716, 0.21291E+05
   22600,2026-07-04T17:26:08.532+09:00, 0.763E-02, 173.25968, 0.21381E+05
   22700,2026-07-04T17:27:55.660+09:00, 0.828E-02, 174.08228, 0.21474E+05
   22800,2026-07-04T17:29:30.122+09:00, 0.874E-02, 174.91393, 0.21564E+05
   22900,2026-07-04T17:31:04.967+09:00, 0.839E-02, 175.76273, 0.21655E+05
   23000,2026-07-04T17:32:54.732+09:00, 0.912E-02, 176.68366, 0.21750E+05
   23100,2026-07-04T17:34:32.626+09:00, 0.869E-02, 177.54220, 0.21840E+05
   23200,2026-07-04T17:36:16.306+09:00, 0.844E-02, 178.42312, 0.21933E+05
   23300,2026-07-04T17:37:49.775+09:00, 0.818E-02, 179.23593, 0.22024E+05
   23400,2026-07-04T17:39:40.364+09:00, 0.888E-02, 180.14753, 0.22118E+05
   23500,2026-07-04T17:41:15.042+09:00, 0.759E-02, 181.00363, 0.22210E+05
   23600,2026-07-04T17:42:48.069+09:00, 0.101E-01, 181.87760, 0.22299E+05
   23700,2026-07-04T17:44:35.794+09:00, 0.895E-02, 182.82909, 0.22397E+05
   23800,2026-07-04T17:46:10.987+09:00, 0.777E-02, 183.67274, 0.22487E+05
   23900,2026-07-04T17:47:57.226+09:00, 0.740E-02, 184.43457, 0.22582E+05
   24000,2026-07-04T17:49:36.026+09:00, 0.896E-02, 185.26225, 0.22674E+05
   24100,2026-07-04T17:51:23.746+09:00, 0.788E-02, 186.13497, 0.22768E+05
   24200,2026-07-04T17:52:57.304+09:00, 0.812E-02, 186.95235, 0.22859E+05
   24300,2026-07-04T17:54:34.175+09:00, 0.790E-02, 187.81427, 0.22952E+05
   24400,2026-07-04T17:56:25.248+09:00, 0.839E-02, 188.66359, 0.23047E+05
   24500,2026-07-04T17:57:57.920+09:00, 0.774E-02, 189.53711, 0.23136E+05
   24600,2026-07-04T17:59:51.967+09:00, 0.882E-02, 190.42146, 0.23239E+05
   24700,2026-07-04T18:01:29.724+09:00, 0.868E-02, 191.27127, 0.23331E+05
   24800,2026-07-04T18:03:16.956+09:00, 0.816E-02, 192.15137, 0.23426E+05
   24900,2026-07-04T18:04:53.518+09:00, 0.987E-02, 193.02590, 0.23517E+05
   25000,2026-07-04T18:06:30.136+09:00, 0.761E-02, 193.84459, 0.23608E+05
   25100,2026-07-04T18:08:17.351+09:00, 0.730E-02, 194.63743, 0.23703E+05
   25200,2026-07-04T18:09:53.260+09:00, 0.884E-02, 195.46251, 0.23794E+05
   25300,2026-07-04T18:11:46.970+09:00, 0.925E-02, 196.28778, 0.23897E+05
   25400,2026-07-04T18:13:18.379+09:00, 0.861E-02, 197.09754, 0.23986E+05
   25500,2026-07-04T18:14:56.969+09:00, 0.823E-02, 197.89542, 0.24080E+05
   25600,2026-07-04T18:16:45.580+09:00, 0.103E-01, 198.78257, 0.24175E+05
   25700,2026-07-04T18:18:18.782+09:00, 0.814E-02, 199.72193, 0.24264E+05
   25800,2026-07-04T18:20:05.521+09:00, 0.796E-02, 200.56366, 0.24359E+05
   25900,2026-07-04T18:21:40.113+09:00, 0.858E-02, 201.46222, 0.24450E+05
   26000,2026-07-04T18:23:23.961+09:00, 0.813E-02, 202.30661, 0.24544E+05
   26100,2026-07-04T18:24:58.423+09:00, 0.790E-02, 203.16809, 0.24634E+05
   26200,2026-07-04T18:26:32.588+09:00, 0.930E-02, 203.96414, 0.24725E+05
   26300,2026-07-04T18:28:20.544+09:00, 0.752E-02, 204.75976, 0.24820E+05
   26400,2026-07-04T18:29:54.298+09:00, 0.893E-02, 205.54804, 0.24910E+05
   26500,2026-07-04T18:31:42.535+09:00, 0.936E-02, 206.37111, 0.25005E+05
   26600,2026-07-04T18:33:18.003+09:00, 0.613E-02, 207.17153, 0.25098E+05
   26700,2026-07-04T18:34:54.291+09:00, 0.717E-02, 207.96015, 0.25189E+05
   26800,2026-07-04T18:36:44.923+09:00, 0.821E-02, 208.80960, 0.25286E+05
   26900,2026-07-04T18:38:19.794+09:00, 0.804E-02, 209.59725, 0.25377E+05
   27000,2026-07-04T18:40:14.094+09:00, 0.749E-02, 210.35414, 0.25473E+05
   27100,2026-07-04T18:41:47.138+09:00, 0.788E-02, 211.13943, 0.25563E+05
   27200,2026-07-04T18:43:20.138+09:00, 0.867E-02, 211.97579, 0.25653E+05
   27300,2026-07-04T18:45:19.212+09:00, 0.944E-02, 212.81888, 0.25753E+05
   27400,2026-07-04T18:46:51.416+09:00, 0.975E-02, 213.74857, 0.25842E+05
   27500,2026-07-04T18:48:38.904+09:00, 0.911E-02, 214.60060, 0.25936E+05
   27600,2026-07-04T18:50:14.802+09:00, 0.868E-02, 215.45152, 0.26026E+05
   27700,2026-07-04T18:52:02.325+09:00, 0.874E-02, 216.38135, 0.26121E+05
   27800,2026-07-04T18:53:37.372+09:00, 0.840E-02, 217.19652, 0.26211E+05
   27900,2026-07-04T18:55:10.417+09:00, 0.693E-02, 217.96862, 0.26302E+05
   28000,2026-07-04T18:57:00.654+09:00, 0.923E-02, 218.78451, 0.26400E+05
   28100,2026-07-04T18:58:35.157+09:00, 0.800E-02, 219.56164, 0.26492E+05
   28200,2026-07-04T19:00:31.417+09:00, 0.916E-02, 220.34183, 0.26588E+05
   28300,2026-07-04T19:02:05.182+09:00, 0.865E-02, 221.19294, 0.26679E+05
   28400,2026-07-04T19:03:54.194+09:00, 0.802E-02, 222.05179, 0.26777E+05
   28500,2026-07-04T19:05:32.936+09:00, 0.780E-02, 222.84284, 0.26869E+05
