Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
   10, 3.358E+02, 9.366E+03, 5.671E+03, 1.297E+04, 1.060E+03, 1.441E+03, 5.571E+03, 2.262E-01, 3.849E+03, 5.316E+02, 4.132E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   11, 1.696E+02, 1.069E+04, 4.713E+03, 8.326E+03, 2.369E+03, 1.785E+03, 5.308E+03, 1.334E-01, 3.207E+03, 2.551E+02, 8.106E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   12, 1.063E+02, 1.043E+04, 5.774E+03, 9.725E+03, 1.902E+03, 2.734E+03, 5.048E+03, 1.672E-01, 4.404E+03, 3.179E+02, 4.494E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   13, 2.052E+02, 1.018E+04, 5.858E+03, 1.118E+04, 1.897E+03, 2.315E+03, 5.533E+03, 1.862E-01, 3.890E+03, 3.913E+02, 3.481E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   14, 2.814E+02, 1.019E+04, 5.497E+03, 1.134E+04, 1.751E+03, 1.578E+03, 5.605E+03, 2.087E-01, 3.601E+03, 3.757E+02, 4.708E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   15, 1.879E+02, 1.087E+04, 4.880E+03, 8.593E+03, 2.054E+03, 1.547E+03, 5.449E+03, 1.203E-01, 3.131E+03, 2.195E+02, 7.998E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   16, 1.395E+02, 1.149E+04, 5.302E+03, 8.770E+03, 3.262E+03, 2.307E+03, 5.474E+03, 1.406E-01, 3.927E+03, 2.685E+02, 3.993E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   17, 1.302E+02, 1.141E+04, 5.182E+03, 8.574E+03, 3.489E+03, 2.270E+03, 5.512E+03, 1.664E-01, 4.073E+03, 2.494E+02, 4.041E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   18, 2.269E+02, 1.014E+04, 4.131E+03, 6.822E+03, 3.241E+03, 1.706E+03, 5.601E+03, 1.465E-01, 3.297E+03, 5.307E+02, 9.238E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   19, 1.964E+02, 1.065E+04, 4.586E+03, 8.138E+03, 3.018E+03, 1.399E+03, 5.376E+03, 1.293E-01, 3.235E+03, 3.064E+02, 8.030E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   20, 1.086E+02, 1.033E+04, 5.484E+03, 8.678E+03, 3.283E+03, 3.055E+03, 5.052E+03, 1.711E-01, 4.134E+03, 3.163E+02, 4.488E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   21, 9.234E+01, 9.975E+03, 5.152E+03, 8.168E+03, 3.425E+03, 3.343E+03, 5.166E+03, 1.440E-01, 4.321E+03, 2.959E+02, 4.992E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   22, 1.377E+02, 1.108E+04, 4.674E+03, 7.270E+03, 3.328E+03, 2.126E+03, 5.266E+03, 1.237E-01, 3.937E+03, 2.507E+02, 6.859E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   23, 1.145E+02, 1.165E+04, 5.059E+03, 8.389E+03, 3.419E+03, 2.134E+03, 5.229E+03, 1.266E-01, 3.851E+03, 2.459E+02, 4.834E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   24, 8.175E+01, 9.476E+03, 5.799E+03, 9.487E+03, 2.981E+03, 3.346E+03, 4.997E+03, 1.897E-01, 4.573E+03, 3.120E+02, 3.879E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   25, 1.443E+02, 1.040E+04, 5.458E+03, 9.000E+03, 2.323E+03, 2.553E+03, 5.409E+03, 1.408E-01, 3.923E+03, 3.353E+02, 5.390E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   26, 1.857E+02, 1.049E+04, 5.105E+03, 9.312E+03, 2.058E+03, 1.916E+03, 5.499E+03, 1.549E-01, 4.111E+03, 2.991E+02, 5.954E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   27, 1.765E+02, 1.014E+04, 4.222E+03, 7.690E+03, 3.148E+03, 1.520E+03, 5.518E+03, 1.599E-01, 2.986E+03, 2.217E+02, 9.306E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   28, 9.275E+01, 1.006E+04, 5.619E+03, 1.001E+04, 2.696E+03, 2.895E+03, 5.164E+03, 1.487E-01, 4.586E+03, 3.141E+02, 3.491E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   29, 1.676E+02, 1.087E+04, 5.203E+03, 8.360E+03, 2.203E+03, 2.199E+03, 5.414E+03, 1.611E-01, 3.677E+03, 2.641E+02, 6.576E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   30, 1.931E+02, 1.101E+04, 5.260E+03, 8.726E+03, 2.139E+03, 1.905E+03, 5.559E+03, 1.492E-01, 3.475E+03, 2.534E+02, 6.412E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
   31, 1.771E+02, 1.098E+04, 4.762E+03, 8.359E+03, 3.234E+03, 1.526E+03, 4.620E+03, 1.688E-01, 3.338E+03, 2.264E+02, 7.705E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.493E+04
