Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
   14, 2.592E+02, 9.963E+03, 5.306E+03, 1.093E+04, 1.656E+03, 1.503E+03, 5.099E+03, 1.653E-01, 3.475E+03, 3.574E+02, 4.672E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   15, 1.734E+02, 1.064E+04, 4.746E+03, 8.271E+03, 1.954E+03, 1.476E+03, 4.965E+03, 1.414E-01, 3.329E+03, 2.164E+02, 7.454E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   16, 1.227E+02, 1.120E+04, 5.192E+03, 8.528E+03, 3.144E+03, 2.112E+03, 4.859E+03, 1.413E-01, 4.152E+03, 2.519E+02, 3.666E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   17, 1.119E+02, 1.111E+04, 4.997E+03, 8.179E+03, 3.367E+03, 2.353E+03, 4.914E+03, 1.240E-01, 3.860E+03, 2.503E+02, 4.085E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   18, 2.076E+02, 9.807E+03, 4.048E+03, 6.647E+03, 3.114E+03, 1.586E+03, 5.040E+03, 1.417E-01, 3.033E+03, 4.751E+02, 9.267E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   19, 1.747E+02, 1.038E+04, 4.484E+03, 7.830E+03, 2.923E+03, 1.381E+03, 4.849E+03, 1.150E-01, 3.179E+03, 2.735E+02, 7.745E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   20, 9.643E+01, 1.026E+04, 5.078E+03, 8.313E+03, 3.200E+03, 2.877E+03, 4.541E+03, 1.518E-01, 3.971E+03, 2.880E+02, 4.599E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   21, 7.354E+01, 9.656E+03, 5.267E+03, 7.942E+03, 3.359E+03, 3.306E+03, 4.652E+03, 1.256E-01, 4.234E+03, 2.974E+02, 4.438E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   22, 1.119E+02, 1.069E+04, 4.612E+03, 6.941E+03, 3.135E+03, 2.243E+03, 4.641E+03, 1.241E-01, 3.883E+03, 2.514E+02, 6.720E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   23, 9.860E+01, 1.143E+04, 4.949E+03, 8.077E+03, 3.328E+03, 2.043E+03, 4.673E+03, 1.272E-01, 3.508E+03, 2.329E+02, 4.884E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   24, 6.737E+01, 9.223E+03, 5.566E+03, 9.147E+03, 2.895E+03, 3.187E+03, 4.444E+03, 1.244E-01, 4.629E+03, 2.936E+02, 3.771E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   25, 1.239E+02, 1.016E+04, 5.333E+03, 8.736E+03, 2.202E+03, 2.518E+03, 4.859E+03, 1.565E-01, 3.740E+03, 3.241E+02, 5.231E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   26, 1.637E+02, 1.026E+04, 4.974E+03, 9.132E+03, 1.970E+03, 1.889E+03, 4.947E+03, 1.664E-01, 3.992E+03, 3.028E+02, 5.591E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   27, 1.563E+02, 9.861E+03, 4.114E+03, 7.440E+03, 2.919E+03, 1.475E+03, 4.961E+03, 1.374E-01, 2.860E+03, 2.154E+02, 9.222E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   28, 7.347E+01, 1.002E+04, 5.552E+03, 9.713E+03, 2.661E+03, 2.840E+03, 4.614E+03, 1.430E-01, 4.175E+03, 3.090E+02, 3.265E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   29, 1.431E+02, 1.061E+04, 5.160E+03, 8.136E+03, 2.090E+03, 2.182E+03, 4.878E+03, 1.631E-01, 3.694E+03, 2.676E+02, 6.060E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   30, 1.699E+02, 1.073E+04, 5.089E+03, 8.445E+03, 2.033E+03, 1.784E+03, 5.017E+03, 1.214E-01, 3.450E+03, 2.485E+02, 6.257E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   31, 1.633E+02, 1.049E+04, 4.560E+03, 8.057E+03, 3.056E+03, 1.464E+03, 4.163E+03, 1.478E-01, 3.157E+03, 2.125E+02, 7.902E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
