Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.211E+02, 1.142E+04, 4.999E+03, 8.468E+03, 3.160E+03, 2.158E+03, 5.143E+03, 1.294E-01, 3.702E+03, 2.468E+02, 3.810E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    1, 1.121E+02, 1.042E+04, 5.008E+03, 8.148E+03, 3.253E+03, 2.698E+03, 5.107E+03, 1.361E-01, 4.020E+03, 2.691E+02, 4.186E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    2, 2.025E+02, 1.000E+04, 4.129E+03, 6.632E+03, 3.091E+03, 1.693E+03, 5.218E+03, 1.318E-01, 3.232E+03, 5.495E+02, 8.477E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    3, 1.802E+02, 1.035E+04, 4.524E+03, 7.788E+03, 2.921E+03, 1.346E+03, 5.157E+03, 1.300E-01, 3.168E+03, 2.340E+02, 7.557E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    4, 9.938E+01, 1.006E+04, 5.019E+03, 8.309E+03, 3.203E+03, 2.924E+03, 4.942E+03, 1.932E-01, 4.097E+03, 2.935E+02, 4.274E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    5, 4.041E+01, 7.914E+03, 5.588E+03, 9.385E+03, 2.393E+03, 3.866E+03, 4.853E+03, 1.733E-01, 5.064E+03, 3.478E+02, 3.773E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    6, 1.266E+02, 1.043E+04, 4.497E+03, 6.718E+03, 2.382E+03, 2.468E+03, 4.894E+03, 1.259E-01, 3.557E+03, 2.489E+02, 7.896E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    7, 9.455E+01, 1.115E+04, 4.881E+03, 8.306E+03, 3.318E+03, 2.264E+03, 4.703E+03, 1.298E-01, 3.999E+03, 2.502E+02, 4.254E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    8, 6.942E+01, 9.297E+03, 5.540E+03, 9.147E+03, 2.211E+03, 3.295E+03, 4.524E+03, 1.718E-01, 4.235E+03, 3.305E+02, 4.575E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
    9, 1.725E+02, 9.159E+03, 5.964E+03, 1.263E+04, 1.275E+03, 2.186E+03, 4.853E+03, 2.156E-01, 4.163E+03, 5.217E+02, 2.297E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   10, 3.129E+02, 9.010E+03, 5.517E+03, 1.251E+04, 1.018E+03, 1.439E+03, 5.030E+03, 1.999E-01, 3.933E+03, 5.285E+02, 3.924E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   11, 1.537E+02, 1.033E+04, 4.463E+03, 7.980E+03, 2.247E+03, 1.710E+03, 4.761E+03, 1.303E-01, 3.101E+03, 2.449E+02, 8.235E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   12, 8.707E+01, 9.845E+03, 5.656E+03, 9.606E+03, 1.855E+03, 2.793E+03, 4.506E+03, 1.886E-01, 4.339E+03, 3.130E+02, 4.223E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
   13, 1.759E+02, 9.976E+03, 5.651E+03, 1.071E+04, 1.850E+03, 2.212E+03, 4.962E+03, 1.670E-01, 3.808E+03, 3.800E+02, 3.502E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.322E+04
