m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 1.8810345E+000, 2.3245644E+002, 2.1681291E+002, 9.8975046E-001, 1.3561661E+000, 1.1424193E+000, 1.6353632E+000, 1.6290810E-004, 3.7991724E-004, 1.8098751E-001, 2.1139430E+002, 1.9997164E+002, 1.9909590E+002, 1.9650657E+002, 6.2455890E+001, 6.9584014E+001
 1.9827586E+000, 2.3245644E+002, 2.1681291E+002, 1.0270665E+000, 1.3561661E+000, 1.1424193E+000, 1.6353632E+000, 1.6290810E-004, 3.7991724E-004, 1.8098751E-001, 2.1139430E+002, 1.9997164E+002, 1.9909590E+002, 1.9650657E+002, 6.2455890E+001, 6.9584014E+001
 2.0844828E+000, 2.3228664E+002, 2.1978315E+002, 1.0485009E+000, 1.3403552E+000, 7.7555172E-001, 1.6173552E+000, 1.6540863E-004, 3.8574873E-004, 1.8057972E-001, 2.1519039E+002, 1.9968209E+002, 2.0383792E+002, 2.0366552E+002, 7.1884061E+001, 7.0868294E+001
 2.1862069E+000, 2.3361798E+002, 2.2364155E+002, 1.0485009E+000, 1.3037223E+000, 5.4247573E-001, 1.6007151E+000, 1.6816423E-004, 3.9217505E-004, 1.8013032E-001, 2.1519039E+002, 1.9968209E+002, 2.0383792E+002, 2.0366552E+002, 7.1884061E+001, 7.0868294E+001
 2.2879310E+000, 2.3361798E+002, 2.2364155E+002, 1.0018414E+000, 1.3037223E+000, 5.4247573E-001, 1.6007151E+000, 1.6816423E-004, 3.9217505E-004, 1.8013032E-001, 2.1818584E+002, 2.0223781E+002, 2.0831482E+002, 2.0161327E+002, 7.1884061E+001, 7.0868294E+001
 2.3896552E+000, 2.3629614E+002, 2.2900291E+002, 1.0018414E+000, 1.2852231E+000, 3.8290431E-001, 1.5818503E+000, 1.7177194E-004, 4.0058857E-004, 1.7954191E-001, 2.2185520E+002, 2.0867192E+002, 2.1358853E+002, 2.0841409E+002, 7.6743595E+001, 7.6033955E+001
 2.4913793E+000, 2.3629614E+002, 2.2900291E+002, 9.1736717E-001, 1.2852231E+000, 3.8290431E-001, 1.5818503E+000, 1.7177194E-004, 4.0058857E-004, 1.7954191E-001, 2.2185520E+002, 2.0867192E+002, 2.1358853E+002, 2.0841409E+002, 7.6743595E+001, 7.6033955E+001
 2.5931034E+000, 2.4078255E+002, 2.3622740E+002, 7.4775460E-001, 1.3241517E+000, 2.7725616E-001, 1.5619992E+000, 1.7622481E-004, 4.1097309E-004, 1.7881565E-001, 2.2530356E+002, 2.1981119E+002, 2.2071345E+002, 2.2164845E+002, 7.8623639E+001, 8.1993990E+001
 2.6948276E+000, 2.4715830E+002, 2.4588877E+002, 7.4775460E-001, 1.4881963E+000, 1.9850017E-001, 1.5328208E+000, 1.8278426E-004, 4.2627035E-004, 1.7774578E-001, 2.2530356E+002, 2.1981119E+002, 2.2071345E+002, 2.2164845E+002, 7.8623639E+001, 8.1993990E+001
 2.7965517E+000, 2.4715830E+002, 2.4588877E+002, 5.0740573E-001, 1.4881963E+000, 1.9850017E-001, 1.5328208E+000, 1.8278426E-004, 4.2627035E-004, 1.7774578E-001, 2.3050315E+002, 2.3078437E+002, 2.3118262E+002, 2.3335558E+002, 7.8623639E+001, 8.1993990E+001
 2.8982759E+000, 2.5407456E+002, 2.5528018E+002, 5.0740573E-001, 1.8209533E+000, 1.4796732E-001, 1.4928328E+000, 1.9113205E-004, 4.4573820E-004, 1.7638423E-001, 2.3511629E+002, 2.3827406E+002, 2.4338921E+002, 2.5478323E+002, 8.1509475E+001, 8.2774880E+001
 2.9983333E+000, 2.5407456E+002, 2.5528018E+002, 0.0000000E+000, 1.8209533E+000, 1.4796732E-001, 1.4928328E+000, 1.9113205E-004, 4.4573820E-004, 1.7638423E-001, 2.3511629E+002, 2.3827406E+002, 2.4338921E+002, 2.5478323E+002, 8.1509475E+001, 8.2774880E+001
