C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.8616610E+002, 1.8239627E+002, 1.7943662E+002, 1.7715708E+002, 1.7605224E+002, 1.7541058E+002, 1.7454790E+002, 1.7172751E+002, 1.7064205E+002, 1.6929206E+002, 1.6836970E+002, 1.6759751E+002, 1.6659047E+002, 1.6945047E+002, 1.8368165E+002
 1.8942030E+002, 1.8620307E+002, 1.8351860E+002, 1.8130432E+002, 1.8027178E+002, 1.7948630E+002, 1.7906775E+002, 1.7729318E+002, 1.7626127E+002, 1.7547789E+002, 1.7467651E+002, 1.7469923E+002, 1.7344535E+002, 1.7511229E+002, 1.8742074E+002
 1.9235631E+002, 1.8976708E+002, 1.8736813E+002, 1.8546478E+002, 1.8419548E+002, 1.8310337E+002, 1.8278783E+002, 1.8186296E+002, 1.8090623E+002, 1.8075736E+002, 1.7993916E+002, 1.8048626E+002, 1.7973477E+002, 1.8215070E+002, 1.9203490E+002
 1.9507405E+002, 1.9258963E+002, 1.9038996E+002, 1.8875638E+002, 1.8762027E+002, 1.8657033E+002, 1.8618836E+002, 1.8561270E+002, 1.8490810E+002, 1.8511435E+002, 1.8452586E+002, 1.8535519E+002, 1.8520231E+002, 1.8941515E+002, 1.9839069E+002
 1.9996258E+002, 1.9712687E+002, 1.9523866E+002, 1.9374427E+002, 1.9277750E+002, 1.9187015E+002, 1.9141136E+002, 1.9090296E+002, 1.9062539E+002, 1.9162353E+002, 1.9169022E+002, 1.9366286E+002, 1.9509928E+002, 2.0436407E+002, 2.1640236E+002
 2.0182270E+002, 1.9907338E+002, 1.9705086E+002, 1.9555170E+002, 1.9470568E+002, 1.9396744E+002, 1.9351963E+002, 1.9312824E+002, 1.9314911E+002, 1.9400746E+002, 1.9455352E+002, 1.9693597E+002, 1.9994996E+002, 2.1303544E+002, 2.2647295E+002
 2.0367913E+002, 2.0093415E+002, 1.9872458E+002, 1.9729770E+002, 1.9651385E+002, 1.9581839E+002, 1.9537562E+002, 1.9515916E+002, 1.9550880E+002, 1.9617460E+002, 1.9721483E+002, 2.0031064E+002, 2.0528603E+002, 2.2228865E+002, 2.3538188E+002
 2.0526188E+002, 2.0254561E+002, 2.0027380E+002, 1.9891096E+002, 1.9810244E+002, 1.9746698E+002, 1.9716317E+002, 1.9710961E+002, 1.9747707E+002, 1.9817813E+002, 1.9964613E+002, 2.0344345E+002, 2.1083167E+002, 2.3100342E+002, 2.4104643E+002
 2.0675470E+002, 2.0396657E+002, 2.0189975E+002, 2.0067390E+002, 1.9985513E+002, 1.9926016E+002, 1.9915313E+002, 1.9911614E+002, 1.9941910E+002, 2.0037216E+002, 2.0226484E+002, 2.0650861E+002, 2.1499757E+002, 2.3755026E+002, 2.4401104E+002
 2.1120097E+002, 2.0863544E+002, 2.0667423E+002, 2.0537285E+002, 2.0433955E+002, 2.0367087E+002, 2.0350804E+002, 2.0367447E+002, 2.0422941E+002, 2.0551836E+002, 2.0795619E+002, 2.1327219E+002, 2.2235165E+002, 2.4319491E+002, 2.4697413E+002
 2.1469164E+002, 2.1210516E+002, 2.0987460E+002, 2.0840176E+002, 2.0726525E+002, 2.0638618E+002, 2.0618387E+002, 2.0672289E+002, 2.0751048E+002, 2.0884083E+002, 2.1141333E+002, 2.1718466E+002, 2.2563648E+002, 2.4463024E+002, 2.4823708E+002
 2.1909630E+002, 2.1651513E+002, 2.1419827E+002, 2.1275496E+002, 2.1157332E+002, 2.1043914E+002, 2.0992062E+002, 2.1065298E+002, 2.1160375E+002, 2.1315186E+002, 2.1590811E+002, 2.2148334E+002, 2.2895570E+002, 2.4640903E+002, 2.4950427E+002
 2.2569127E+002, 2.2327056E+002, 2.2065554E+002, 2.1892522E+002, 2.1786468E+002, 2.1694768E+002, 2.1632611E+002, 2.1650837E+002, 2.1739152E+002, 2.1899647E+002, 2.2162894E+002, 2.2620575E+002, 2.3232466E+002, 2.4791196E+002, 2.5061393E+002
 2.3526612E+002, 2.3304502E+002, 2.3048695E+002, 2.2833643E+002, 2.2689396E+002, 2.2593123E+002, 2.2510386E+002, 2.2432186E+002, 2.2473070E+002, 2.2584083E+002, 2.2779735E+002, 2.3108386E+002, 2.3577968E+002, 2.4983471E+002, 2.5164022E+002
 2.6235627E+002, 2.6017867E+002, 2.5785330E+002, 2.5573474E+002, 2.5358241E+002, 2.5164696E+002, 2.4993577E+002, 2.4697009E+002, 2.4589823E+002, 2.4528755E+002, 2.4525214E+002, 2.4578168E+002, 2.4768837E+002, 2.5411426E+002, 2.5288905E+002
 2.7746436E+002, 2.7505620E+002, 2.7264189E+002, 2.7035269E+002, 2.6799410E+002, 2.6586727E+002, 2.6383394E+002, 2.6010339E+002, 2.5853528E+002, 2.5709071E+002, 2.5608827E+002, 2.5534160E+002, 2.5538096E+002, 2.5593826E+002, 2.5283607E+002
 2.9190664E+002, 2.8902201E+002, 2.8616425E+002, 2.8343365E+002, 2.8072822E+002, 2.7819055E+002, 2.7569733E+002, 2.7094495E+002, 2.6865860E+002, 2.6637073E+002, 2.6422788E+002, 2.6212725E+002, 2.6017677E+002, 2.5613791E+002, 2.5210605E+002
