,,s,s,s
    1300,2026-06-18T21:31:42.638+09:00, 0.860E-02,  18.23358, 0.86892E+02
    1400,2026-06-18T21:31:49.203+09:00, 0.828E-02,  18.97552, 0.93315E+02
    1500,2026-06-18T21:31:55.678+09:00, 0.758E-02,  19.70456, 0.99672E+02
    1600,2026-06-18T21:32:02.428+09:00, 0.758E-02,  20.46305, 0.10623E+03
    1700,2026-06-18T21:32:08.893+09:00, 0.748E-02,  21.20249, 0.11257E+03
    1800,2026-06-18T21:32:15.488+09:00, 0.665E-02,  21.98055, 0.11901E+03
    1900,2026-06-18T21:32:22.107+09:00, 0.731E-02,  22.69112, 0.12546E+03
    2000,2026-06-18T21:32:28.714+09:00, 0.700E-02,  23.41193, 0.13193E+03
    2100,2026-06-18T21:32:35.506+09:00, 0.727E-02,  24.14434, 0.13851E+03
    2200,2026-06-18T21:32:42.061+09:00, 0.697E-02,  24.87451, 0.14495E+03
    2300,2026-06-18T21:32:48.625+09:00, 0.683E-02,  25.58317, 0.15136E+03
    2400,2026-06-18T21:32:55.391+09:00, 0.584E-02,  26.23178, 0.15797E+03
    2500,2026-06-18T21:33:01.989+09:00, 0.682E-02,  26.92495, 0.16444E+03
    2600,2026-06-18T21:33:08.574+09:00, 0.647E-02,  27.60135, 0.17087E+03
    2700,2026-06-18T21:33:15.288+09:00, 0.638E-02,  28.24926, 0.17740E+03
    2800,2026-06-18T21:33:21.810+09:00, 0.638E-02,  28.88733, 0.18380E+03
    2900,2026-06-18T21:33:28.280+09:00, 0.688E-02,  29.52423, 0.19015E+03
    3000,2026-06-18T21:33:34.973+09:00, 0.607E-02,  30.18594, 0.19666E+03
    3100,2026-06-18T21:33:41.433+09:00, 0.607E-02,  30.79248, 0.20300E+03
    3200,2026-06-18T21:33:47.969+09:00, 0.582E-02,  31.41519, 0.20942E+03
    3300,2026-06-18T21:33:54.652+09:00, 0.630E-02,  32.06960, 0.21594E+03
    3400,2026-06-18T21:34:01.224+09:00, 0.619E-02,  32.70540, 0.22237E+03
    3500,2026-06-18T21:34:07.760+09:00, 0.671E-02,  33.38383, 0.22877E+03
    3600,2026-06-18T21:34:14.500+09:00, 0.671E-02,  34.05462, 0.23534E+03
    3700,2026-06-18T21:34:21.034+09:00, 0.730E-02,  34.75379, 0.24175E+03
    3800,2026-06-18T21:34:27.654+09:00, 0.730E-02,  35.48336, 0.24823E+03
    3900,2026-06-18T21:34:34.335+09:00, 0.761E-02,  36.18601, 0.25474E+03
    4000,2026-06-18T21:34:40.878+09:00, 0.733E-02,  36.95282, 0.26114E+03
    4100,2026-06-18T21:34:47.427+09:00, 0.691E-02,  37.70873, 0.26757E+03
    4200,2026-06-18T21:34:54.093+09:00, 0.797E-02,  38.54585, 0.27404E+03
    4300,2026-06-18T21:35:00.687+09:00, 0.862E-02,  39.37160, 0.28049E+03
    4400,2026-06-18T21:35:07.441+09:00, 0.723E-02,  40.19563, 0.28706E+03
    4500,2026-06-18T21:35:14.063+09:00, 0.740E-02,  41.00019, 0.29353E+03
    4600,2026-06-18T21:35:20.669+09:00, 0.762E-02,  41.71881, 0.30000E+03
    4700,2026-06-18T21:35:27.343+09:00, 0.740E-02,  42.44396, 0.30651E+03
    4800,2026-06-18T21:35:33.950+09:00, 0.750E-02,  43.21135, 0.31298E+03
    4900,2026-06-18T21:35:40.579+09:00, 0.897E-02,  44.05999, 0.31943E+03
    5000,2026-06-18T21:35:47.240+09:00, 0.799E-02,  44.94939, 0.32595E+03
    5100,2026-06-18T21:35:53.857+09:00, 0.801E-02,  45.75581, 0.33243E+03
    5200,2026-06-18T21:36:00.556+09:00, 0.826E-02,  46.46874, 0.33896E+03
    5300,2026-06-18T21:36:07.133+09:00, 0.708E-02,  47.19468, 0.34540E+03
    5400,2026-06-18T21:36:13.703+09:00, 0.677E-02,  47.94779, 0.35184E+03
    5500,2026-06-18T21:36:20.357+09:00, 0.644E-02,  48.64694, 0.35831E+03
    5600,2026-06-18T21:36:26.892+09:00, 0.763E-02,  49.36869, 0.36472E+03
    5700,2026-06-18T21:36:33.537+09:00, 0.829E-02,  50.14059, 0.37118E+03
    5800,2026-06-18T21:36:40.064+09:00, 0.768E-02,  50.94120, 0.37758E+03
    5900,2026-06-18T21:36:46.582+09:00, 0.970E-02,  51.78646, 0.38396E+03
    6000,2026-06-18T21:36:53.287+09:00, 0.925E-02,  52.59563, 0.39047E+03
    6100,2026-06-18T21:36:59.858+09:00, 0.853E-02,  53.44340, 0.39690E+03
    6200,2026-06-18T21:37:06.558+09:00, 0.842E-02,  54.33117, 0.40341E+03
    6300,2026-06-18T21:37:13.080+09:00, 0.886E-02,  55.15414, 0.40980E+03
    6400,2026-06-18T21:37:19.691+09:00, 0.706E-02,  55.94870, 0.41627E+03
    6500,2026-06-18T21:37:26.395+09:00, 0.893E-02,  56.72825, 0.42277E+03
    6600,2026-06-18T21:37:32.939+09:00, 0.857E-02,  57.56902, 0.42920E+03
    6700,2026-06-18T21:37:39.588+09:00, 0.776E-02,  58.41372, 0.43567E+03
    6800,2026-06-18T21:37:46.161+09:00, 0.766E-02,  59.19464, 0.44210E+03
    6900,2026-06-18T21:37:52.843+09:00, 0.847E-02,  60.01975, 0.44857E+03
    7000,2026-06-18T21:37:59.360+09:00, 0.785E-02,  60.86331, 0.45496E+03
    7100,2026-06-18T21:38:05.880+09:00, 0.758E-02,  61.65251, 0.46135E+03
    7200,2026-06-18T21:38:12.566+09:00, 0.923E-02,  62.49551, 0.46785E+03
    7300,2026-06-18T21:38:19.104+09:00, 0.887E-02,  63.33410, 0.47426E+03
    7400,2026-06-18T21:38:25.714+09:00, 0.937E-02,  64.20999, 0.48067E+03
    7500,2026-06-18T21:38:32.277+09:00, 0.886E-02,  65.02610, 0.48711E+03
    7600,2026-06-18T21:38:38.798+09:00, 0.824E-02,  65.85064, 0.49350E+03
    7700,2026-06-18T21:38:45.472+09:00, 0.797E-02,  66.74943, 0.49998E+03
    7800,2026-06-18T21:38:52.084+09:00, 0.837E-02,  67.56010, 0.50644E+03
    7900,2026-06-18T21:38:58.742+09:00, 0.968E-02,  68.46787, 0.51290E+03
    8000,2026-06-18T21:39:05.410+09:00, 0.937E-02,  69.38787, 0.51942E+03
    8100,2026-06-18T21:39:12.020+09:00, 0.986E-02,  70.33942, 0.52584E+03
    8200,2026-06-18T21:39:18.551+09:00, 0.850E-02,  71.24395, 0.53223E+03
    8300,2026-06-18T21:39:25.195+09:00, 0.845E-02,  72.08436, 0.53869E+03
    8400,2026-06-18T21:39:31.788+09:00, 0.916E-02,  72.94751, 0.54514E+03
    8500,2026-06-18T21:39:38.247+09:00, 0.997E-02,  73.92796, 0.55146E+03
    8600,2026-06-18T21:39:44.944+09:00, 0.901E-02,  74.85513, 0.55797E+03
    8700,2026-06-18T21:39:51.462+09:00, 0.104E-01,  75.72121, 0.56433E+03
    8800,2026-06-18T21:39:58.131+09:00, 0.826E-02,  76.58658, 0.57082E+03
    8900,2026-06-18T21:40:04.716+09:00, 0.774E-02,  77.37409, 0.57728E+03
    9000,2026-06-18T21:40:11.960+09:00, 0.843E-02,  78.11312, 0.58433E+03
    9100,2026-06-18T21:40:18.494+09:00, 0.730E-02,  79.00210, 0.59074E+03
    9200,2026-06-18T21:40:25.026+09:00, 0.761E-02,  79.83778, 0.59714E+03
    9300,2026-06-18T21:40:31.587+09:00, 0.894E-02,  80.64285, 0.60352E+03
    9400,2026-06-18T21:40:38.045+09:00, 0.879E-02,  81.54333, 0.60985E+03
    9500,2026-06-18T21:40:44.678+09:00, 0.889E-02,  82.36555, 0.61629E+03
    9600,2026-06-18T21:40:51.237+09:00, 0.962E-02,  83.26470, 0.62271E+03
    9700,2026-06-18T21:40:57.817+09:00, 0.949E-02,  84.20327, 0.62910E+03
    9800,2026-06-18T21:41:04.294+09:00, 0.987E-02,  85.19339, 0.63544E+03
    9900,2026-06-18T21:41:10.936+09:00, 0.900E-02,  86.09463, 0.64189E+03
   10000,2026-06-18T21:41:17.502+09:00, 0.825E-02,  86.92601, 0.64831E+03
   10100,2026-06-18T21:41:23.961+09:00, 0.107E-01,  87.85171, 0.65463E+03
   10200,2026-06-18T21:41:30.619+09:00, 0.923E-02,  88.75499, 0.66110E+03
   10300,2026-06-18T21:41:37.194+09:00, 0.887E-02,  89.67417, 0.66753E+03
   10400,2026-06-18T21:41:43.829+09:00, 0.928E-02,  90.54905, 0.67397E+03
   10500,2026-06-18T21:41:50.270+09:00, 0.912E-02,  91.46235, 0.68029E+03
   10600,2026-06-18T21:41:56.839+09:00, 0.985E-02,  92.34829, 0.68667E+03
   10700,2026-06-18T21:42:03.412+09:00, 0.852E-02,  93.25941, 0.69309E+03
   10800,2026-06-18T21:42:10.007+09:00, 0.941E-02,  94.18094, 0.69950E+03
   10900,2026-06-18T21:42:16.573+09:00, 0.973E-02,  95.13733, 0.70590E+03
   11000,2026-06-18T21:42:23.127+09:00, 0.839E-02,  95.97979, 0.71233E+03
   11100,2026-06-18T21:42:29.837+09:00, 0.762E-02,  96.73132, 0.71885E+03
   11200,2026-06-18T21:42:36.372+09:00, 0.895E-02,  97.60471, 0.72524E+03
   11300,2026-06-18T21:42:43.059+09:00, 0.761E-02,  98.39893, 0.73175E+03
   11400,2026-06-18T21:42:49.626+09:00, 0.807E-02,  99.19678, 0.73817E+03
   11500,2026-06-18T21:42:56.247+09:00, 0.875E-02, 100.06584, 0.74460E+03
   11600,2026-06-18T21:43:02.737+09:00, 0.106E-01, 101.04899, 0.75095E+03
   11700,2026-06-18T21:43:09.469+09:00, 0.100E-01, 102.03456, 0.75747E+03
   11800,2026-06-18T21:43:15.957+09:00, 0.974E-02, 103.01235, 0.76382E+03
   11900,2026-06-18T21:43:22.496+09:00, 0.976E-02, 104.02852, 0.77019E+03
   12000,2026-06-18T21:43:29.013+09:00, 0.104E-01, 105.01690, 0.77655E+03
   12100,2026-06-18T21:43:35.704+09:00, 0.956E-02, 106.04336, 0.78304E+03
   12200,2026-06-18T21:43:42.295+09:00, 0.893E-02, 106.92713, 0.78949E+03
   12300,2026-06-18T21:43:48.791+09:00, 0.952E-02, 107.80437, 0.79585E+03
   12400,2026-06-18T21:43:55.386+09:00, 0.939E-02, 108.67539, 0.80225E+03
   12500,2026-06-18T21:44:01.844+09:00, 0.886E-02, 109.60119, 0.80857E+03
   12600,2026-06-18T21:44:08.528+09:00, 0.975E-02, 110.53776, 0.81504E+03
   12700,2026-06-18T21:44:15.061+09:00, 0.913E-02, 111.49710, 0.82144E+03
   12800,2026-06-18T21:44:21.742+09:00, 0.847E-02, 112.32425, 0.82795E+03
   12900,2026-06-18T21:44:28.296+09:00, 0.725E-02, 113.16318, 0.83436E+03
   13000,2026-06-18T21:44:34.831+09:00, 0.689E-02, 113.95537, 0.84077E+03
   13100,2026-06-18T21:44:41.436+09:00, 0.822E-02, 114.77519, 0.84719E+03
   13200,2026-06-18T21:44:48.014+09:00, 0.847E-02, 115.58420, 0.85363E+03
   13300,2026-06-18T21:44:54.617+09:00, 0.835E-02, 116.39581, 0.86006E+03
   13400,2026-06-18T21:45:01.111+09:00, 0.895E-02, 117.29646, 0.86642E+03
   13500,2026-06-18T21:45:07.777+09:00, 0.963E-02, 118.17641, 0.87288E+03
   13600,2026-06-18T21:45:14.363+09:00, 0.953E-02, 119.11941, 0.87931E+03
   13700,2026-06-18T21:45:20.954+09:00, 0.905E-02, 120.04681, 0.88570E+03
   13800,2026-06-18T21:45:27.434+09:00, 0.721E-02, 120.89495, 0.89207E+03
   13900,2026-06-18T21:45:33.863+09:00, 0.859E-02, 121.74782, 0.89836E+03
   14000,2026-06-18T21:45:40.475+09:00, 0.824E-02, 122.63333, 0.90478E+03
   14100,2026-06-18T21:45:47.038+09:00, 0.950E-02, 123.57804, 0.91119E+03
   14200,2026-06-18T21:45:53.712+09:00, 0.891E-02, 124.51534, 0.91764E+03
   14300,2026-06-18T21:46:00.219+09:00, 0.106E-01, 125.43612, 0.92400E+03
   14400,2026-06-18T21:46:06.849+09:00, 0.111E-01, 126.40787, 0.93044E+03
   14500,2026-06-18T21:46:13.352+09:00, 0.102E-01, 127.45144, 0.93680E+03
   14600,2026-06-18T21:46:19.988+09:00, 0.990E-02, 128.44151, 0.94323E+03
   14700,2026-06-18T21:46:26.468+09:00, 0.947E-02, 129.34529, 0.94957E+03
   14800,2026-06-18T21:46:33.098+09:00, 0.936E-02, 130.30856, 0.95600E+03
   14900,2026-06-18T21:46:39.566+09:00, 0.830E-02, 131.17457, 0.96233E+03
   15000,2026-06-18T21:46:46.132+09:00, 0.800E-02, 131.95454, 0.96878E+03
   15100,2026-06-18T21:46:52.729+09:00, 0.827E-02, 132.91651, 0.97517E+03
   15200,2026-06-18T21:47:00.170+09:00, 0.100E-01, 133.86688, 0.98160E+03
   15300,2026-06-18T21:47:06.778+09:00, 0.986E-02, 134.80858, 0.98801E+03
   15400,2026-06-18T21:47:13.266+09:00, 0.105E-01, 135.82597, 0.99436E+03
   15500,2026-06-18T21:47:19.877+09:00, 0.902E-02, 136.71256, 0.10008E+04
   15600,2026-06-18T21:47:26.358+09:00, 0.976E-02, 137.56684, 0.10071E+04
   15700,2026-06-18T21:47:32.959+09:00, 0.101E-01, 138.49131, 0.10135E+04
   15800,2026-06-18T21:47:39.432+09:00, 0.857E-02, 139.36863, 0.10199E+04
   15900,2026-06-18T21:47:46.071+09:00, 0.820E-02, 140.24182, 0.10263E+04
   16000,2026-06-18T21:47:52.573+09:00, 0.980E-02, 141.16213, 0.10327E+04
   16100,2026-06-18T21:47:59.219+09:00, 0.896E-02, 142.08617, 0.10391E+04
   16200,2026-06-18T21:48:05.747+09:00, 0.879E-02, 143.05020, 0.10455E+04
   16300,2026-06-18T21:48:12.173+09:00, 0.838E-02, 143.95755, 0.10518E+04
   16400,2026-06-18T21:48:18.686+09:00, 0.898E-02, 144.89761, 0.10581E+04
   16500,2026-06-18T21:48:25.239+09:00, 0.966E-02, 145.84039, 0.10645E+04
   16600,2026-06-18T21:48:31.903+09:00, 0.876E-02, 146.66097, 0.10710E+04
   16700,2026-06-18T21:48:38.392+09:00, 0.906E-02, 147.50370, 0.10773E+04
   16800,2026-06-18T21:48:45.177+09:00, 0.954E-02, 148.36908, 0.10838E+04
   16900,2026-06-18T21:48:51.644+09:00, 0.998E-02, 149.33496, 0.10901E+04
   17000,2026-06-18T21:48:58.300+09:00, 0.882E-02, 150.31981, 0.10965E+04
   17100,2026-06-18T21:49:04.868+09:00, 0.917E-02, 151.23189, 0.11029E+04
   17200,2026-06-18T21:49:11.475+09:00, 0.896E-02, 152.15582, 0.11093E+04
   17300,2026-06-18T21:49:18.007+09:00, 0.102E-01, 153.10916, 0.11157E+04
   17400,2026-06-18T21:49:24.606+09:00, 0.907E-02, 154.05566, 0.11221E+04
   17500,2026-06-18T21:49:31.183+09:00, 0.891E-02, 154.99075, 0.11286E+04
   17600,2026-06-18T21:49:37.720+09:00, 0.907E-02, 155.88177, 0.11350E+04
   17700,2026-06-18T21:49:44.370+09:00, 0.753E-02, 156.82046, 0.11415E+04
   17800,2026-06-18T21:49:50.858+09:00, 0.912E-02, 157.65905, 0.11478E+04
   17900,2026-06-18T21:49:57.439+09:00, 0.109E-01, 158.66376, 0.11542E+04
   18000,2026-06-18T21:50:04.093+09:00, 0.949E-02, 159.69000, 0.11607E+04
   18100,2026-06-18T21:50:11.291+09:00, 0.986E-02, 160.58149, 0.11676E+04
   18200,2026-06-18T21:50:17.761+09:00, 0.923E-02, 161.47999, 0.11739E+04
   18300,2026-06-18T21:50:24.349+09:00, 0.970E-02, 162.45563, 0.11803E+04
   18400,2026-06-18T21:50:30.863+09:00, 0.949E-02, 163.49268, 0.11867E+04
   18500,2026-06-18T21:50:37.429+09:00, 0.949E-02, 164.44214, 0.11930E+04
   18600,2026-06-18T21:50:43.998+09:00, 0.887E-02, 165.34110, 0.11995E+04
   18700,2026-06-18T21:50:50.616+09:00, 0.818E-02, 166.17836, 0.12059E+04
   18800,2026-06-18T21:50:57.120+09:00, 0.747E-02, 166.99731, 0.12123E+04
   18900,2026-06-18T21:51:03.770+09:00, 0.828E-02, 167.79849, 0.12188E+04
   19000,2026-06-18T21:51:10.343+09:00, 0.969E-02, 168.70886, 0.12251E+04
   19100,2026-06-18T21:51:16.802+09:00, 0.912E-02, 169.67994, 0.12315E+04
   19200,2026-06-18T21:51:23.423+09:00, 0.874E-02, 170.59774, 0.12379E+04
   19300,2026-06-18T21:51:29.914+09:00, 0.866E-02, 171.49722, 0.12442E+04
   19400,2026-06-18T21:51:36.544+09:00, 0.931E-02, 172.39382, 0.12507E+04
   19500,2026-06-18T21:51:43.092+09:00, 0.906E-02, 173.31170, 0.12571E+04
   19600,2026-06-18T21:51:49.715+09:00, 0.848E-02, 174.26642, 0.12635E+04
   19700,2026-06-18T21:51:56.165+09:00, 0.797E-02, 175.15141, 0.12698E+04
   19800,2026-06-18T21:52:02.813+09:00, 0.949E-02, 176.14823, 0.12763E+04
   19900,2026-06-18T21:52:09.302+09:00, 0.913E-02, 177.11569, 0.12826E+04
   20000,2026-06-18T21:52:15.891+09:00, 0.100E-01, 178.03075, 0.12890E+04
   20100,2026-06-18T21:52:22.423+09:00, 0.964E-02, 178.97597, 0.12954E+04
   20200,2026-06-18T21:52:28.924+09:00, 0.105E-01, 179.96455, 0.13017E+04
   20300,2026-06-18T21:52:35.631+09:00, 0.100E-01, 180.98716, 0.13082E+04
   20400,2026-06-18T21:52:42.204+09:00, 0.899E-02, 181.87599, 0.13146E+04
   20500,2026-06-18T21:52:48.753+09:00, 0.989E-02, 182.80825, 0.13209E+04
   20600,2026-06-18T21:52:55.331+09:00, 0.829E-02, 183.70966, 0.13274E+04
   20700,2026-06-18T21:53:01.954+09:00, 0.896E-02, 184.69577, 0.13338E+04
   20800,2026-06-18T21:53:08.506+09:00, 0.932E-02, 185.55854, 0.13402E+04
   20900,2026-06-18T21:53:15.079+09:00, 0.920E-02, 186.49491, 0.13466E+04
   21000,2026-06-18T21:53:21.599+09:00, 0.958E-02, 187.44212, 0.13530E+04
   21100,2026-06-18T21:53:28.118+09:00, 0.102E-01, 188.34102, 0.13593E+04
   21200,2026-06-18T21:53:34.631+09:00, 0.950E-02, 189.29226, 0.13657E+04
   21300,2026-06-18T21:53:41.291+09:00, 0.970E-02, 190.30539, 0.13721E+04
   21400,2026-06-18T21:53:47.773+09:00, 0.950E-02, 191.21883, 0.13785E+04
   21500,2026-06-18T21:53:54.301+09:00, 0.112E-01, 192.29070, 0.13848E+04
   21600,2026-06-18T21:54:00.847+09:00, 0.107E-01, 193.38509, 0.13912E+04
   21700,2026-06-18T21:54:07.485+09:00, 0.829E-02, 194.21451, 0.13976E+04
   21800,2026-06-18T21:54:14.016+09:00, 0.881E-02, 195.14797, 0.14040E+04
   21900,2026-06-18T21:54:20.675+09:00, 0.840E-02, 196.11390, 0.14105E+04
   22000,2026-06-18T21:54:27.188+09:00, 0.117E-01, 197.16376, 0.14168E+04
   22100,2026-06-18T21:54:33.763+09:00, 0.904E-02, 198.13136, 0.14232E+04
   22200,2026-06-18T21:54:40.215+09:00, 0.924E-02, 199.10630, 0.14295E+04
   22300,2026-06-18T21:54:46.896+09:00, 0.948E-02, 200.11192, 0.14360E+04
   22400,2026-06-18T21:54:53.459+09:00, 0.997E-02, 201.09124, 0.14424E+04
   22500,2026-06-18T21:54:59.975+09:00, 0.876E-02, 201.97892, 0.14487E+04
   22600,2026-06-18T21:55:06.615+09:00, 0.921E-02, 202.97559, 0.14552E+04
   22700,2026-06-18T21:55:13.055+09:00, 0.937E-02, 203.91419, 0.14615E+04
   22800,2026-06-18T21:55:19.592+09:00, 0.113E-01, 204.94089, 0.14678E+04
   22900,2026-06-18T21:55:26.098+09:00, 0.980E-02, 205.93961, 0.14741E+04
   23000,2026-06-18T21:55:32.683+09:00, 0.930E-02, 206.91694, 0.14805E+04
   23100,2026-06-18T21:55:39.217+09:00, 0.104E-01, 207.88695, 0.14869E+04
   23200,2026-06-18T21:55:45.847+09:00, 0.987E-02, 208.94597, 0.14933E+04
   23300,2026-06-18T21:55:52.400+09:00, 0.942E-02, 209.97142, 0.14997E+04
   23400,2026-06-18T21:55:59.061+09:00, 0.911E-02, 210.91937, 0.15062E+04
   23500,2026-06-18T21:56:05.591+09:00, 0.863E-02, 211.82028, 0.15126E+04
   23600,2026-06-18T21:56:12.178+09:00, 0.949E-02, 212.70649, 0.15189E+04
   23700,2026-06-18T21:56:18.754+09:00, 0.953E-02, 213.65242, 0.15254E+04
   23800,2026-06-18T21:56:25.384+09:00, 0.114E-01, 214.65076, 0.15318E+04
   23900,2026-06-18T21:56:31.900+09:00, 0.780E-02, 215.67104, 0.15382E+04
   24000,2026-06-18T21:56:38.494+09:00, 0.101E-01, 216.53144, 0.15446E+04
   24100,2026-06-18T21:56:44.996+09:00, 0.970E-02, 217.41615, 0.15509E+04
   24200,2026-06-18T21:56:51.596+09:00, 0.895E-02, 218.35709, 0.15573E+04
   24300,2026-06-18T21:56:58.135+09:00, 0.862E-02, 219.30739, 0.15637E+04
   24400,2026-06-18T21:57:04.652+09:00, 0.934E-02, 220.17166, 0.15700E+04
   24500,2026-06-18T21:57:11.184+09:00, 0.775E-02, 221.01745, 0.15764E+04
   24600,2026-06-18T21:57:17.678+09:00, 0.918E-02, 221.87684, 0.15828E+04
   24700,2026-06-18T21:57:24.287+09:00, 0.986E-02, 222.87162, 0.15892E+04
   24800,2026-06-18T21:57:30.838+09:00, 0.930E-02, 223.89086, 0.15956E+04
   24900,2026-06-18T21:57:37.389+09:00, 0.807E-02, 224.88709, 0.16019E+04
   25000,2026-06-18T21:57:43.955+09:00, 0.895E-02, 225.71935, 0.16083E+04
   25100,2026-06-18T21:57:50.466+09:00, 0.119E-01, 226.71397, 0.16147E+04
   25200,2026-06-18T21:57:57.010+09:00, 0.102E-01, 227.67313, 0.16210E+04
   25300,2026-06-18T21:58:03.618+09:00, 0.100E-01, 228.63078, 0.16274E+04
   25400,2026-06-18T21:58:10.118+09:00, 0.934E-02, 229.63554, 0.16338E+04
   25500,2026-06-18T21:58:16.731+09:00, 0.908E-02, 230.52864, 0.16402E+04
   25600,2026-06-18T21:58:23.234+09:00, 0.938E-02, 231.45447, 0.16466E+04
   25700,2026-06-18T21:58:29.778+09:00, 0.986E-02, 232.42732, 0.16529E+04
   25800,2026-06-18T21:58:36.231+09:00, 0.945E-02, 233.33453, 0.16592E+04
   25900,2026-06-18T21:58:42.907+09:00, 0.876E-02, 234.24303, 0.16657E+04
   26000,2026-06-18T21:58:49.388+09:00, 0.947E-02, 235.13159, 0.16720E+04
   26100,2026-06-18T21:58:55.967+09:00, 0.100E-01, 236.08257, 0.16784E+04
   26200,2026-06-18T21:59:02.505+09:00, 0.108E-01, 237.11552, 0.16848E+04
   26300,2026-06-18T21:59:09.139+09:00, 0.821E-02, 238.09976, 0.16912E+04
   26400,2026-06-18T21:59:15.588+09:00, 0.109E-01, 239.09379, 0.16975E+04
   26500,2026-06-18T21:59:22.265+09:00, 0.103E-01, 240.08813, 0.17039E+04
   26600,2026-06-18T21:59:28.776+09:00, 0.877E-02, 241.02084, 0.17103E+04
   26700,2026-06-18T21:59:35.293+09:00, 0.898E-02, 241.87731, 0.17167E+04
   26800,2026-06-18T21:59:41.956+09:00, 0.839E-02, 242.82017, 0.17231E+04
   26900,2026-06-18T21:59:48.413+09:00, 0.112E-01, 243.74582, 0.17294E+04
   27000,2026-06-18T21:59:55.022+09:00, 0.967E-02, 244.80685, 0.17358E+04
   27100,2026-06-18T22:00:01.437+09:00, 0.952E-02, 245.83014, 0.17421E+04
   27200,2026-06-18T22:00:08.131+09:00, 0.847E-02, 246.77128, 0.17486E+04
   27300,2026-06-18T22:00:15.578+09:00, 0.911E-02, 247.71819, 0.17558E+04
   27400,2026-06-18T22:00:22.692+09:00, 0.108E-01, 248.73155, 0.17627E+04
   27500,2026-06-18T22:00:29.182+09:00, 0.952E-02, 249.73042, 0.17690E+04
   27600,2026-06-18T22:00:35.812+09:00, 0.102E-01, 250.71334, 0.17755E+04
   27700,2026-06-18T22:00:42.195+09:00, 0.798E-02, 251.53201, 0.17817E+04
   27800,2026-06-18T22:00:48.675+09:00, 0.110E-01, 252.42670, 0.17880E+04
   27900,2026-06-18T22:00:55.195+09:00, 0.954E-02, 253.47893, 0.17944E+04
   28000,2026-06-18T22:01:01.798+09:00, 0.102E-01, 254.43143, 0.18007E+04
   28100,2026-06-18T22:01:08.159+09:00, 0.108E-01, 255.43647, 0.18069E+04
   28200,2026-06-18T22:01:14.839+09:00, 0.111E-01, 256.50766, 0.18134E+04
   28300,2026-06-18T22:01:21.344+09:00, 0.117E-01, 257.52906, 0.18197E+04
   28400,2026-06-18T22:01:27.913+09:00, 0.108E-01, 258.58245, 0.18261E+04
   28500,2026-06-18T22:01:34.537+09:00, 0.990E-02, 259.59493, 0.18326E+04
