,,s,s,s
     500,2026-06-19T13:15:05.987+09:00, 0.122E-01,  11.69204, 0.70704E+02
     600,2026-06-19T13:15:19.749+09:00, 0.110E-01,  12.87301, 0.84306E+02
     700,2026-06-19T13:15:33.390+09:00, 0.962E-02,  13.91088, 0.97818E+02
     800,2026-06-19T13:15:47.223+09:00, 0.962E-02,  14.87299, 0.11149E+03
     900,2026-06-19T13:16:01.061+09:00, 0.836E-02,  15.78965, 0.12519E+03
    1000,2026-06-19T13:16:15.011+09:00, 0.826E-02,  16.65940, 0.13895E+03
    1100,2026-06-19T13:16:28.883+09:00, 0.826E-02,  17.48569, 0.15270E+03
    1200,2026-06-19T13:16:42.970+09:00, 0.801E-02,  18.29428, 0.16663E+03
    1300,2026-06-19T13:16:56.938+09:00, 0.783E-02,  19.07394, 0.18047E+03
    1400,2026-06-19T13:17:10.904+09:00, 0.754E-02,  19.89001, 0.19431E+03
    1500,2026-06-19T13:17:24.930+09:00, 0.805E-02,  20.67938, 0.20818E+03
    1600,2026-06-19T13:17:38.798+09:00, 0.772E-02,  21.45856, 0.22191E+03
    1700,2026-06-19T13:17:52.884+09:00, 0.662E-02,  22.21203, 0.23583E+03
    1800,2026-06-19T13:18:06.846+09:00, 0.717E-02,  22.98206, 0.24967E+03
    1900,2026-06-19T13:18:20.797+09:00, 0.839E-02,  23.78064, 0.26349E+03
    2000,2026-06-19T13:18:34.826+09:00, 0.798E-02,  24.52985, 0.27738E+03
    2100,2026-06-19T13:18:49.035+09:00, 0.765E-02,  25.24526, 0.29145E+03
    2200,2026-06-19T13:19:03.232+09:00, 0.756E-02,  25.98662, 0.30551E+03
    2300,2026-06-19T13:19:17.535+09:00, 0.641E-02,  26.70334, 0.31964E+03
    2400,2026-06-19T13:19:31.720+09:00, 0.755E-02,  27.42284, 0.33370E+03
    2500,2026-06-19T13:19:46.025+09:00, 0.710E-02,  28.11662, 0.34782E+03
    2600,2026-06-19T13:20:00.251+09:00, 0.596E-02,  28.82350, 0.36191E+03
    2700,2026-06-19T13:20:14.508+09:00, 0.635E-02,  29.50061, 0.37600E+03
    2800,2026-06-19T13:20:28.736+09:00, 0.638E-02,  30.15441, 0.39007E+03
    2900,2026-06-19T13:20:42.929+09:00, 0.629E-02,  30.79691, 0.40414E+03
    3000,2026-06-19T13:20:57.158+09:00, 0.622E-02,  31.45907, 0.41823E+03
    3100,2026-06-19T13:21:11.327+09:00, 0.677E-02,  32.16521, 0.43224E+03
    3200,2026-06-19T13:21:25.353+09:00, 0.699E-02,  32.82954, 0.44614E+03
    3300,2026-06-19T13:21:39.525+09:00, 0.607E-02,  33.50633, 0.46019E+03
    3400,2026-06-19T13:21:53.721+09:00, 0.660E-02,  34.19995, 0.47423E+03
    3500,2026-06-19T13:22:07.902+09:00, 0.631E-02,  34.89219, 0.48827E+03
    3600,2026-06-19T13:22:21.980+09:00, 0.669E-02,  35.58303, 0.50222E+03
    3700,2026-06-19T13:22:36.155+09:00, 0.637E-02,  36.27111, 0.51624E+03
    3800,2026-06-19T13:22:50.339+09:00, 0.678E-02,  36.97217, 0.53029E+03
    3900,2026-06-19T13:23:04.419+09:00, 0.770E-02,  37.72947, 0.54424E+03
    4000,2026-06-19T13:23:18.583+09:00, 0.783E-02,  38.48189, 0.55824E+03
    4100,2026-06-19T13:23:32.626+09:00, 0.849E-02,  39.30482, 0.57215E+03
    4200,2026-06-19T13:23:46.835+09:00, 0.800E-02,  40.14458, 0.58621E+03
    4300,2026-06-19T13:24:00.954+09:00, 0.845E-02,  40.96879, 0.60019E+03
    4400,2026-06-19T13:24:15.120+09:00, 0.848E-02,  41.78462, 0.61423E+03
    4500,2026-06-19T13:24:29.200+09:00, 0.997E-02,  42.62548, 0.62815E+03
    4600,2026-06-19T13:24:43.328+09:00, 0.914E-02,  43.47841, 0.64215E+03
    4700,2026-06-19T13:24:57.316+09:00, 0.101E-01,  44.39452, 0.65598E+03
    4800,2026-06-19T13:25:11.478+09:00, 0.827E-02,  45.25220, 0.67001E+03
    4900,2026-06-19T13:25:25.540+09:00, 0.808E-02,  46.07677, 0.68391E+03
    5000,2026-06-19T13:25:39.602+09:00, 0.915E-02,  46.88981, 0.69784E+03
    5100,2026-06-19T13:25:53.663+09:00, 0.969E-02,  47.78467, 0.71176E+03
    5200,2026-06-19T13:26:07.818+09:00, 0.907E-02,  48.63272, 0.72576E+03
    5300,2026-06-19T13:26:21.903+09:00, 0.925E-02,  49.48669, 0.73972E+03
    5400,2026-06-19T13:26:36.163+09:00, 0.869E-02,  50.30041, 0.75383E+03
    5500,2026-06-19T13:26:50.156+09:00, 0.921E-02,  51.14830, 0.76769E+03
    5600,2026-06-19T13:27:04.215+09:00, 0.924E-02,  52.01399, 0.78160E+03
    5700,2026-06-19T13:27:18.187+09:00, 0.784E-02,  52.87049, 0.79545E+03
    5800,2026-06-19T13:27:32.222+09:00, 0.826E-02,  53.67780, 0.80936E+03
    5900,2026-06-19T13:27:46.450+09:00, 0.898E-02,  54.58096, 0.82345E+03
    6000,2026-06-19T13:28:00.368+09:00, 0.976E-02,  55.49531, 0.83724E+03
    6100,2026-06-19T13:28:14.446+09:00, 0.816E-02,  56.41128, 0.85116E+03
    6200,2026-06-19T13:28:28.259+09:00, 0.898E-02,  57.30839, 0.86485E+03
    6300,2026-06-19T13:28:42.403+09:00, 0.743E-02,  58.16929, 0.87885E+03
    6400,2026-06-19T13:28:56.261+09:00, 0.836E-02,  58.98426, 0.89259E+03
    6500,2026-06-19T13:29:10.179+09:00, 0.975E-02,  59.92987, 0.90638E+03
    6600,2026-06-19T13:29:24.207+09:00, 0.871E-02,  60.79283, 0.92025E+03
    6700,2026-06-19T13:29:38.118+09:00, 0.946E-02,  61.65095, 0.93404E+03
    6800,2026-06-19T13:29:52.038+09:00, 0.927E-02,  62.60364, 0.94780E+03
    6900,2026-06-19T13:30:06.135+09:00, 0.788E-02,  63.53597, 0.96177E+03
    7000,2026-06-19T13:30:20.183+09:00, 0.846E-02,  64.36595, 0.97568E+03
    7100,2026-06-19T13:30:34.260+09:00, 0.903E-02,  65.17690, 0.98963E+03
    7200,2026-06-19T13:30:48.287+09:00, 0.972E-02,  66.06936, 0.10035E+04
    7300,2026-06-19T13:31:02.186+09:00, 0.105E-01,  67.09244, 0.10173E+04
    7400,2026-06-19T13:31:16.058+09:00, 0.728E-02,  67.99669, 0.10310E+04
    7500,2026-06-19T13:31:30.142+09:00, 0.832E-02,  68.86900, 0.10450E+04
    7600,2026-06-19T13:31:44.222+09:00, 0.985E-02,  69.74654, 0.10589E+04
    7700,2026-06-19T13:31:58.325+09:00, 0.871E-02,  70.67921, 0.10728E+04
    7800,2026-06-19T13:32:12.478+09:00, 0.914E-02,  71.52414, 0.10869E+04
    7900,2026-06-19T13:32:26.694+09:00, 0.800E-02,  72.35762, 0.11009E+04
    8000,2026-06-19T13:32:40.802+09:00, 0.769E-02,  73.22630, 0.11149E+04
    8100,2026-06-19T13:32:54.863+09:00, 0.931E-02,  74.08291, 0.11288E+04
    8200,2026-06-19T13:33:08.979+09:00, 0.107E-01,  75.08616, 0.11428E+04
    8300,2026-06-19T13:33:23.050+09:00, 0.920E-02,  76.11013, 0.11567E+04
    8400,2026-06-19T13:33:36.962+09:00, 0.982E-02,  77.05518, 0.11705E+04
    8500,2026-06-19T13:33:50.982+09:00, 0.811E-02,  77.91796, 0.11843E+04
    8600,2026-06-19T13:34:05.006+09:00, 0.854E-02,  78.71871, 0.11982E+04
    8700,2026-06-19T13:34:19.173+09:00, 0.814E-02,  79.57441, 0.12123E+04
    8800,2026-06-19T13:34:33.340+09:00, 0.863E-02,  80.44142, 0.12263E+04
    8900,2026-06-19T13:34:47.364+09:00, 0.932E-02,  81.27664, 0.12402E+04
    9000,2026-06-19T13:35:01.404+09:00, 0.829E-02,  82.18419, 0.12540E+04
    9100,2026-06-19T13:35:15.450+09:00, 0.913E-02,  83.09575, 0.12680E+04
    9200,2026-06-19T13:35:29.482+09:00, 0.105E-01,  84.05288, 0.12818E+04
    9300,2026-06-19T13:35:43.504+09:00, 0.919E-02,  84.99093, 0.12957E+04
    9400,2026-06-19T13:35:57.621+09:00, 0.920E-02,  85.84736, 0.13097E+04
    9500,2026-06-19T13:36:11.599+09:00, 0.968E-02,  86.84425, 0.13235E+04
    9600,2026-06-19T13:36:25.789+09:00, 0.830E-02,  87.77217, 0.13376E+04
    9700,2026-06-19T13:36:39.652+09:00, 0.110E-01,  88.70281, 0.13513E+04
    9800,2026-06-19T13:36:53.783+09:00, 0.970E-02,  89.64086, 0.13653E+04
    9900,2026-06-19T13:37:08.064+09:00, 0.789E-02,  90.52838, 0.13794E+04
   10000,2026-06-19T13:37:22.024+09:00, 0.943E-02,  91.45459, 0.13932E+04
   10100,2026-06-19T13:37:36.010+09:00, 0.926E-02,  92.36487, 0.14070E+04
   10200,2026-06-19T13:37:50.129+09:00, 0.904E-02,  93.32540, 0.14210E+04
   10300,2026-06-19T13:38:04.097+09:00, 0.107E-01,  94.28788, 0.14348E+04
   10400,2026-06-19T13:38:18.156+09:00, 0.791E-02,  95.15634, 0.14488E+04
   10500,2026-06-19T13:38:32.093+09:00, 0.848E-02,  95.98683, 0.14626E+04
   10600,2026-06-19T13:38:46.150+09:00, 0.901E-02,  96.89187, 0.14765E+04
   10700,2026-06-19T13:38:59.995+09:00, 0.109E-01,  97.88424, 0.14902E+04
   10800,2026-06-19T13:39:14.171+09:00, 0.101E-01,  98.89311, 0.15042E+04
   10900,2026-06-19T13:39:28.050+09:00, 0.109E-01,  99.82057, 0.15180E+04
   11000,2026-06-19T13:39:41.991+09:00, 0.107E-01, 100.87031, 0.15317E+04
   11100,2026-06-19T13:39:56.020+09:00, 0.946E-02, 101.93303, 0.15456E+04
   11200,2026-06-19T13:40:10.017+09:00, 0.804E-02, 102.84940, 0.15594E+04
   11300,2026-06-19T13:40:23.865+09:00, 0.115E-01, 103.87223, 0.15731E+04
   11400,2026-06-19T13:40:38.047+09:00, 0.975E-02, 104.87226, 0.15872E+04
   11500,2026-06-19T13:40:51.867+09:00, 0.782E-02, 105.78169, 0.16009E+04
   11600,2026-06-19T13:41:05.872+09:00, 0.909E-02, 106.71301, 0.16147E+04
   11700,2026-06-19T13:41:19.672+09:00, 0.966E-02, 107.68490, 0.16284E+04
   11800,2026-06-19T13:41:33.571+09:00, 0.942E-02, 108.70086, 0.16421E+04
   11900,2026-06-19T13:41:47.348+09:00, 0.929E-02, 109.61508, 0.16558E+04
   12000,2026-06-19T13:42:01.437+09:00, 0.796E-02, 110.52844, 0.16697E+04
   12100,2026-06-19T13:42:15.401+09:00, 0.899E-02, 111.51202, 0.16836E+04
   12200,2026-06-19T13:42:29.379+09:00, 0.772E-02, 112.41845, 0.16974E+04
   12300,2026-06-19T13:42:43.113+09:00, 0.113E-01, 113.36707, 0.17110E+04
   12400,2026-06-19T13:42:56.966+09:00, 0.894E-02, 114.34794, 0.17247E+04
   12500,2026-06-19T13:43:10.679+09:00, 0.108E-01, 115.30545, 0.17383E+04
   12600,2026-06-19T13:43:24.711+09:00, 0.827E-02, 116.30105, 0.17522E+04
   12700,2026-06-19T13:43:38.647+09:00, 0.861E-02, 117.22794, 0.17660E+04
   12800,2026-06-19T13:43:52.556+09:00, 0.947E-02, 118.12122, 0.17797E+04
   12900,2026-06-19T13:44:06.368+09:00, 0.110E-01, 119.03166, 0.17934E+04
   13000,2026-06-19T13:44:20.242+09:00, 0.847E-02, 119.94186, 0.18072E+04
   13100,2026-06-19T13:44:34.149+09:00, 0.898E-02, 120.92998, 0.18209E+04
   13200,2026-06-19T13:44:48.064+09:00, 0.116E-01, 121.94143, 0.18347E+04
   13300,2026-06-19T13:45:01.985+09:00, 0.109E-01, 122.91498, 0.18485E+04
   13400,2026-06-19T13:45:15.830+09:00, 0.105E-01, 123.93607, 0.18622E+04
   13500,2026-06-19T13:45:29.720+09:00, 0.944E-02, 124.91187, 0.18759E+04
   13600,2026-06-19T13:45:43.510+09:00, 0.103E-01, 125.96446, 0.18896E+04
   13700,2026-06-19T13:45:57.577+09:00, 0.105E-01, 127.00966, 0.19035E+04
   13800,2026-06-19T13:46:11.585+09:00, 0.978E-02, 127.97924, 0.19174E+04
   13900,2026-06-19T13:46:25.510+09:00, 0.108E-01, 129.00856, 0.19311E+04
   14000,2026-06-19T13:46:39.507+09:00, 0.110E-01, 130.10858, 0.19450E+04
   14100,2026-06-19T13:46:53.540+09:00, 0.113E-01, 131.11208, 0.19589E+04
   14200,2026-06-19T13:47:07.346+09:00, 0.110E-01, 132.13938, 0.19725E+04
   14300,2026-06-19T13:47:21.317+09:00, 0.104E-01, 133.15590, 0.19864E+04
   14400,2026-06-19T13:47:35.318+09:00, 0.103E-01, 134.15001, 0.20002E+04
   14500,2026-06-19T13:47:49.276+09:00, 0.977E-02, 135.05929, 0.20140E+04
   14600,2026-06-19T13:48:03.400+09:00, 0.861E-02, 136.08920, 0.20280E+04
   14700,2026-06-19T13:48:17.510+09:00, 0.104E-01, 136.99563, 0.20420E+04
   14800,2026-06-19T13:48:31.495+09:00, 0.974E-02, 138.00502, 0.20558E+04
   14900,2026-06-19T13:48:45.462+09:00, 0.902E-02, 138.92837, 0.20696E+04
   15000,2026-06-19T13:48:59.553+09:00, 0.980E-02, 139.94038, 0.20836E+04
   15100,2026-06-19T13:49:13.585+09:00, 0.980E-02, 140.91996, 0.20975E+04
   15200,2026-06-19T13:49:27.487+09:00, 0.992E-02, 141.89357, 0.21112E+04
   15300,2026-06-19T13:49:41.460+09:00, 0.103E-01, 142.88274, 0.21250E+04
   15400,2026-06-19T13:49:55.435+09:00, 0.838E-02, 143.87864, 0.21389E+04
   15500,2026-06-19T13:50:09.408+09:00, 0.898E-02, 144.76622, 0.21527E+04
   15600,2026-06-19T13:50:23.462+09:00, 0.999E-02, 145.73135, 0.21666E+04
   15700,2026-06-19T13:50:37.405+09:00, 0.110E-01, 146.71643, 0.21804E+04
   15800,2026-06-19T13:50:51.405+09:00, 0.119E-01, 147.81598, 0.21943E+04
   15900,2026-06-19T13:51:05.434+09:00, 0.101E-01, 148.84444, 0.22082E+04
   16000,2026-06-19T13:51:19.336+09:00, 0.978E-02, 149.88162, 0.22219E+04
   16100,2026-06-19T13:51:33.264+09:00, 0.962E-02, 150.84248, 0.22357E+04
   16200,2026-06-19T13:51:47.347+09:00, 0.915E-02, 151.85011, 0.22496E+04
   16300,2026-06-19T13:52:01.438+09:00, 0.854E-02, 152.83199, 0.22636E+04
   16400,2026-06-19T13:52:15.521+09:00, 0.102E-01, 153.89090, 0.22775E+04
   16500,2026-06-19T13:52:29.548+09:00, 0.100E-01, 154.86409, 0.22914E+04
   16600,2026-06-19T13:52:43.599+09:00, 0.105E-01, 155.77079, 0.23053E+04
   16700,2026-06-19T13:52:57.487+09:00, 0.956E-02, 156.74860, 0.23191E+04
   16800,2026-06-19T13:53:11.400+09:00, 0.941E-02, 157.75533, 0.23328E+04
   16900,2026-06-19T13:53:25.388+09:00, 0.908E-02, 158.77012, 0.23467E+04
   17000,2026-06-19T13:53:39.248+09:00, 0.109E-01, 159.75526, 0.23604E+04
   17100,2026-06-19T13:53:53.322+09:00, 0.113E-01, 160.82023, 0.23743E+04
   17200,2026-06-19T13:54:07.304+09:00, 0.841E-02, 161.82865, 0.23881E+04
   17300,2026-06-19T13:54:21.430+09:00, 0.826E-02, 162.67470, 0.24021E+04
   17400,2026-06-19T13:54:35.443+09:00, 0.107E-01, 163.59291, 0.24160E+04
   17500,2026-06-19T13:54:49.494+09:00, 0.848E-02, 164.64663, 0.24299E+04
   17600,2026-06-19T13:55:03.187+09:00, 0.113E-01, 165.61085, 0.24435E+04
   17700,2026-06-19T13:55:17.117+09:00, 0.961E-02, 166.61512, 0.24572E+04
   17800,2026-06-19T13:55:30.785+09:00, 0.106E-01, 167.61988, 0.24708E+04
   17900,2026-06-19T13:55:44.689+09:00, 0.937E-02, 168.55191, 0.24845E+04
   18000,2026-06-19T13:55:58.607+09:00, 0.980E-02, 169.49367, 0.24983E+04
   18100,2026-06-19T13:56:12.491+09:00, 0.937E-02, 170.49766, 0.25121E+04
   18200,2026-06-19T13:56:26.378+09:00, 0.937E-02, 171.43512, 0.25258E+04
   18300,2026-06-19T13:56:40.196+09:00, 0.958E-02, 172.46286, 0.25395E+04
   18400,2026-06-19T13:56:53.992+09:00, 0.113E-01, 173.36634, 0.25532E+04
   18500,2026-06-19T13:57:08.009+09:00, 0.101E-01, 174.22839, 0.25670E+04
   18600,2026-06-19T13:57:22.335+09:00, 0.829E-02, 175.13597, 0.25812E+04
   18700,2026-06-19T13:57:36.143+09:00, 0.100E-01, 176.05175, 0.25949E+04
   18800,2026-06-19T13:57:50.080+09:00, 0.923E-02, 177.00364, 0.26087E+04
   18900,2026-06-19T13:58:03.958+09:00, 0.117E-01, 178.04868, 0.26224E+04
   19000,2026-06-19T13:58:17.897+09:00, 0.101E-01, 179.04304, 0.26361E+04
   19100,2026-06-19T13:58:31.843+09:00, 0.108E-01, 180.15917, 0.26499E+04
   19200,2026-06-19T13:58:45.838+09:00, 0.825E-02, 181.09147, 0.26638E+04
   19300,2026-06-19T13:58:59.737+09:00, 0.917E-02, 182.06094, 0.26776E+04
   19400,2026-06-19T13:59:13.539+09:00, 0.985E-02, 183.01910, 0.26912E+04
   19500,2026-06-19T13:59:27.507+09:00, 0.925E-02, 183.92946, 0.27051E+04
   19600,2026-06-19T13:59:41.368+09:00, 0.893E-02, 184.82344, 0.27188E+04
   19700,2026-06-19T13:59:55.304+09:00, 0.104E-01, 185.86066, 0.27326E+04
   19800,2026-06-19T14:00:09.164+09:00, 0.101E-01, 186.89490, 0.27463E+04
   19900,2026-06-19T14:00:23.110+09:00, 0.875E-02, 187.92039, 0.27601E+04
   20000,2026-06-19T14:00:37.000+09:00, 0.104E-01, 188.87490, 0.27738E+04
   20100,2026-06-19T14:00:50.934+09:00, 0.109E-01, 189.93514, 0.27876E+04
   20200,2026-06-19T14:01:04.870+09:00, 0.118E-01, 190.99606, 0.28014E+04
   20300,2026-06-19T14:01:18.822+09:00, 0.103E-01, 192.02829, 0.28152E+04
   20400,2026-06-19T14:01:32.803+09:00, 0.985E-02, 193.01926, 0.28290E+04
   20500,2026-06-19T14:01:46.803+09:00, 0.890E-02, 194.00523, 0.28429E+04
   20600,2026-06-19T14:02:00.761+09:00, 0.108E-01, 195.00054, 0.28567E+04
   20700,2026-06-19T14:02:14.794+09:00, 0.106E-01, 196.00811, 0.28705E+04
   20800,2026-06-19T14:02:28.752+09:00, 0.994E-02, 197.05681, 0.28844E+04
   20900,2026-06-19T14:02:42.661+09:00, 0.102E-01, 197.95230, 0.28981E+04
   21000,2026-06-19T14:02:56.711+09:00, 0.108E-01, 198.92156, 0.29120E+04
   21100,2026-06-19T14:03:10.766+09:00, 0.954E-02, 199.86906, 0.29259E+04
   21200,2026-06-19T14:03:24.653+09:00, 0.101E-01, 200.87146, 0.29397E+04
   21300,2026-06-19T14:03:38.568+09:00, 0.108E-01, 201.88521, 0.29535E+04
   21400,2026-06-19T14:03:52.605+09:00, 0.114E-01, 202.91856, 0.29673E+04
   21500,2026-06-19T14:04:06.510+09:00, 0.964E-02, 203.92891, 0.29811E+04
   21600,2026-06-19T14:04:20.501+09:00, 0.104E-01, 204.89193, 0.29949E+04
   21700,2026-06-19T14:04:34.552+09:00, 0.945E-02, 205.90269, 0.30089E+04
   21800,2026-06-19T14:04:48.350+09:00, 0.102E-01, 206.97828, 0.30225E+04
   21900,2026-06-19T14:05:02.224+09:00, 0.101E-01, 207.93474, 0.30362E+04
   22000,2026-06-19T14:05:16.109+09:00, 0.888E-02, 208.93159, 0.30500E+04
   22100,2026-06-19T14:05:29.957+09:00, 0.908E-02, 209.89741, 0.30637E+04
   22200,2026-06-19T14:05:43.994+09:00, 0.754E-02, 210.85235, 0.30776E+04
   22300,2026-06-19T14:05:57.932+09:00, 0.102E-01, 211.81125, 0.30913E+04
   22400,2026-06-19T14:06:11.832+09:00, 0.951E-02, 212.81128, 0.31051E+04
   22500,2026-06-19T14:06:25.699+09:00, 0.100E-01, 213.82699, 0.31188E+04
   22600,2026-06-19T14:06:39.632+09:00, 0.108E-01, 214.87971, 0.31326E+04
   22700,2026-06-19T14:06:53.487+09:00, 0.926E-02, 215.87767, 0.31463E+04
   22800,2026-06-19T14:07:07.506+09:00, 0.113E-01, 216.90193, 0.31602E+04
   22900,2026-06-19T14:07:21.397+09:00, 0.110E-01, 218.02776, 0.31739E+04
   23000,2026-06-19T14:07:35.360+09:00, 0.103E-01, 219.10360, 0.31878E+04
   23100,2026-06-19T14:07:49.332+09:00, 0.103E-01, 220.13685, 0.32016E+04
   23200,2026-06-19T14:08:03.162+09:00, 0.110E-01, 221.05643, 0.32153E+04
   23300,2026-06-19T14:08:17.060+09:00, 0.974E-02, 222.05084, 0.32290E+04
   23400,2026-06-19T14:08:31.063+09:00, 0.111E-01, 222.97734, 0.32429E+04
   23500,2026-06-19T14:08:44.833+09:00, 0.790E-02, 223.94830, 0.32565E+04
   23600,2026-06-19T14:08:58.640+09:00, 0.956E-02, 224.83962, 0.32702E+04
   23700,2026-06-19T14:09:12.568+09:00, 0.989E-02, 225.82713, 0.32840E+04
   23800,2026-06-19T14:09:26.417+09:00, 0.928E-02, 226.80373, 0.32977E+04
   23900,2026-06-19T14:09:40.149+09:00, 0.993E-02, 227.68675, 0.33113E+04
   24000,2026-06-19T14:09:53.973+09:00, 0.102E-01, 228.71590, 0.33250E+04
   24100,2026-06-19T14:10:07.687+09:00, 0.121E-01, 229.78460, 0.33386E+04
   24200,2026-06-19T14:10:21.529+09:00, 0.112E-01, 230.96322, 0.33523E+04
   24300,2026-06-19T14:10:35.370+09:00, 0.104E-01, 232.05149, 0.33660E+04
   24400,2026-06-19T14:10:49.278+09:00, 0.103E-01, 233.05027, 0.33797E+04
   24500,2026-06-19T14:11:03.049+09:00, 0.114E-01, 234.18131, 0.33934E+04
   24600,2026-06-19T14:11:16.842+09:00, 0.113E-01, 235.26155, 0.34070E+04
   24700,2026-06-19T14:11:31.048+09:00, 0.899E-02, 236.22124, 0.34208E+04
   24800,2026-06-19T14:11:44.743+09:00, 0.968E-02, 237.22298, 0.34344E+04
   24900,2026-06-19T14:11:58.587+09:00, 0.103E-01, 238.24317, 0.34481E+04
   25000,2026-06-19T14:12:12.484+09:00, 0.822E-02, 239.29860, 0.34618E+04
   25100,2026-06-19T14:12:26.312+09:00, 0.952E-02, 240.22309, 0.34755E+04
   25200,2026-06-19T14:12:40.002+09:00, 0.108E-01, 241.34836, 0.34891E+04
   25300,2026-06-19T14:12:53.781+09:00, 0.105E-01, 242.36471, 0.35027E+04
   25400,2026-06-19T14:13:07.801+09:00, 0.102E-01, 243.32813, 0.35166E+04
   25500,2026-06-19T14:13:21.726+09:00, 0.101E-01, 244.30631, 0.35303E+04
   25600,2026-06-19T14:13:35.569+09:00, 0.964E-02, 245.36170, 0.35440E+04
   25700,2026-06-19T14:13:49.531+09:00, 0.106E-01, 246.37144, 0.35578E+04
   25800,2026-06-19T14:14:03.499+09:00, 0.109E-01, 247.39627, 0.35717E+04
   25900,2026-06-19T14:14:17.419+09:00, 0.107E-01, 248.45919, 0.35854E+04
   26000,2026-06-19T14:14:31.380+09:00, 0.102E-01, 249.46270, 0.35993E+04
   26100,2026-06-19T14:14:45.280+09:00, 0.105E-01, 250.53186, 0.36130E+04
   26200,2026-06-19T14:14:59.103+09:00, 0.110E-01, 251.63649, 0.36267E+04
   26300,2026-06-19T14:15:13.061+09:00, 0.113E-01, 252.68332, 0.36405E+04
   26400,2026-06-19T14:15:26.896+09:00, 0.121E-01, 253.78212, 0.36542E+04
   26500,2026-06-19T14:15:40.926+09:00, 0.119E-01, 254.93261, 0.36681E+04
   26600,2026-06-19T14:15:55.001+09:00, 0.956E-02, 255.82827, 0.36820E+04
   26700,2026-06-19T14:16:09.084+09:00, 0.990E-02, 256.89622, 0.36959E+04
   26800,2026-06-19T14:16:22.986+09:00, 0.984E-02, 257.92837, 0.37097E+04
   26900,2026-06-19T14:16:37.027+09:00, 0.101E-01, 258.97479, 0.37236E+04
   27000,2026-06-19T14:16:51.139+09:00, 0.111E-01, 260.06378, 0.37375E+04
   27100,2026-06-19T14:17:05.028+09:00, 0.118E-01, 261.14417, 0.37513E+04
   27200,2026-06-19T14:17:19.039+09:00, 0.119E-01, 262.22419, 0.37651E+04
   27300,2026-06-19T14:17:32.904+09:00, 0.910E-02, 263.12229, 0.37789E+04
   27400,2026-06-19T14:17:46.836+09:00, 0.860E-02, 264.05993, 0.37926E+04
   27500,2026-06-19T14:18:00.556+09:00, 0.114E-01, 265.11028, 0.38062E+04
   27600,2026-06-19T14:18:14.507+09:00, 0.105E-01, 266.23047, 0.38200E+04
   27700,2026-06-19T14:18:28.304+09:00, 0.893E-02, 267.26229, 0.38337E+04
   27800,2026-06-19T14:18:42.229+09:00, 0.106E-01, 268.30617, 0.38475E+04
   27900,2026-06-19T14:18:56.216+09:00, 0.973E-02, 269.37639, 0.38613E+04
   28000,2026-06-19T14:19:10.102+09:00, 0.973E-02, 270.34970, 0.38750E+04
   28100,2026-06-19T14:19:23.890+09:00, 0.115E-01, 271.42256, 0.38887E+04
   28200,2026-06-19T14:19:37.837+09:00, 0.110E-01, 272.51976, 0.39025E+04
   28300,2026-06-19T14:19:51.551+09:00, 0.922E-02, 273.58222, 0.39161E+04
   28400,2026-06-19T14:20:05.440+09:00, 0.941E-02, 274.62405, 0.39298E+04
   28500,2026-06-19T14:20:19.261+09:00, 0.113E-01, 275.63937, 0.39435E+04
