m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
 1.2706897E+000, 2.3607698E+002, 1.9901094E+002, 7.9425121E-001, 1.4758779E+000, 9.0806104E+000, 7.2228685E-001, 1.4478632E-004, 8.4413882E-004, 1.8434324E-001, 1.4083751E+002, 1.4211169E+002, 1.4969529E+002, 1.4627596E+002, 5.5785437E+001, 5.7211041E+001
 1.3724138E+000, 2.2575994E+002, 1.9561116E+002, 7.9425121E-001, 1.3341066E+000, 4.9904821E+000, 7.1005993E-001, 1.4480656E-004, 8.4425683E-004, 1.8434072E-001, 1.5656230E+002, 1.5539029E+002, 1.5645404E+002, 1.5552508E+002, 5.5785437E+001, 5.7211041E+001
 1.4741379E+000, 2.2575994E+002, 1.9561116E+002, 7.2529211E-001, 1.3341066E+000, 4.9904821E+000, 7.1005993E-001, 1.4480656E-004, 8.4425683E-004, 1.8434072E-001, 1.5656230E+002, 1.5539029E+002, 1.5645404E+002, 1.5552508E+002, 5.5785437E+001, 5.7211041E+001
 1.5758621E+000, 2.1872717E+002, 1.9433308E+002, 7.2529211E-001, 1.2400826E+000, 3.0018527E+000, 6.9585054E-001, 1.4649808E-004, 8.5411880E-004, 1.8406987E-001, 1.6955295E+002, 1.6536493E+002, 1.6293072E+002, 1.5815955E+002, 7.4372630E+001, 9.4136423E+001
 1.6775862E+000, 2.1468373E+002, 1.9479520E+002, 6.6895028E-001, 1.1564472E+000, 1.7576431E+000, 6.8270009E-001, 1.4881872E-004, 8.6764868E-004, 1.8369801E-001, 1.6955295E+002, 1.6536493E+002, 1.6293072E+002, 1.5815955E+002, 7.4372630E+001, 9.4136423E+001
 1.7793103E+000, 2.1468373E+002, 1.9479520E+002, 6.5253785E-001, 1.1564472E+000, 1.7576431E+000, 6.8270009E-001, 1.4881872E-004, 8.6764868E-004, 1.8369801E-001, 1.8017330E+002, 1.7182527E+002, 1.7012930E+002, 1.5692725E+002, 7.4372630E+001, 9.4136423E+001
 1.8810345E+000, 2.1367787E+002, 1.9740291E+002, 6.5253785E-001, 1.0901493E+000, 1.1140435E+000, 6.7199209E-001, 1.5161403E-004, 8.8394602E-004, 1.8324994E-001, 1.8993106E+002, 1.7918158E+002, 1.7874233E+002, 1.6270517E+002, 1.0299916E+002, 1.3459428E+002
 1.9827586E+000, 2.1367787E+002, 1.9740291E+002, 6.5149099E-001, 1.0901493E+000, 1.1140435E+000, 6.7199209E-001, 1.5161403E-004, 8.8394602E-004, 1.8324994E-001, 1.8993106E+002, 1.7918158E+002, 1.7874233E+002, 1.6270517E+002, 1.0299916E+002, 1.3459428E+002
 2.0844828E+000, 2.1484485E+002, 2.0175148E+002, 6.2734967E-001, 1.0227713E+000, 7.1135073E-001, 6.6344630E-001, 1.5467374E-004, 9.0178485E-004, 1.8275944E-001, 2.0028201E+002, 1.8327832E+002, 1.8851140E+002, 1.8573204E+002, 1.3536115E+002, 1.5390654E+002
 2.1862069E+000, 2.1830268E+002, 2.0792276E+002, 6.2734967E-001, 9.4888102E-001, 4.7854799E-001, 6.5581173E-001, 1.5832542E-004, 9.2307504E-004, 1.8217399E-001, 2.0028201E+002, 1.8327832E+002, 1.8851140E+002, 1.8573204E+002, 1.3536115E+002, 1.5390654E+002
 2.2879310E+000, 2.1830268E+002, 2.0792276E+002, 6.3322020E-001, 9.4888102E-001, 4.7854799E-001, 6.5581173E-001, 1.5832542E-004, 9.2307504E-004, 1.8217399E-001, 2.1191899E+002, 1.9094194E+002, 1.9779764E+002, 1.9797274E+002, 1.3536115E+002, 1.5390654E+002
 2.3896552E+000, 2.2309586E+002, 2.1572539E+002, 6.3322020E-001, 9.5594211E-001, 3.2505036E-001, 6.4957060E-001, 1.6233102E-004, 9.4642860E-004, 1.8153178E-001, 2.1924409E+002, 2.0561091E+002, 2.0774931E+002, 2.0979505E+002, 1.6719069E+002, 1.7950157E+002
 2.4913793E+000, 2.2309586E+002, 2.1572539E+002, 6.2010520E-001, 9.5594211E-001, 3.2505036E-001, 6.4957060E-001, 1.6233102E-004, 9.4642860E-004, 1.8153178E-001, 2.1924409E+002, 2.0561091E+002, 2.0774931E+002, 2.0979505E+002, 1.6719069E+002, 1.7950157E+002
 2.5931034E+000, 2.3083531E+002, 2.2641591E+002, 5.9841446E-001, 1.0944045E+000, 2.4480201E-001, 6.3995846E-001, 1.6830895E-004, 9.8128136E-004, 1.8057334E-001, 2.2700446E+002, 2.1309326E+002, 2.1765701E+002, 2.2459262E+002, 1.8738757E+002, 1.8344370E+002
 2.6948276E+000, 2.4196829E+002, 2.4040999E+002, 5.9841446E-001, 1.4863951E+000, 2.1562819E-001, 6.2550673E-001, 1.7705972E-004, 1.0323005E-003, 1.7917030E-001, 2.2700446E+002, 2.1309326E+002, 2.1765701E+002, 2.2459262E+002, 1.8738757E+002, 1.8344370E+002
 2.7965517E+000, 2.4196829E+002, 2.4040999E+002, 4.4405374E-001, 1.4863951E+000, 2.1562819E-001, 6.2550673E-001, 1.7705972E-004, 1.0323005E-003, 1.7917030E-001, 2.3246810E+002, 2.1929502E+002, 2.3000014E+002, 2.2992470E+002, 1.8738757E+002, 1.8344370E+002
 2.8982759E+000, 2.5539305E+002, 2.5717910E+002, 4.4405374E-001, 2.2858604E+000, 2.0559761E-001, 6.0128922E-001, 1.9044339E-004, 1.1103305E-003, 1.7702446E-001, 2.3646706E+002, 2.2066874E+002, 2.4469829E+002, 2.2997216E+002, 1.9046235E+002, 1.8039828E+002
 2.9983333E+000, 2.5539305E+002, 2.5717910E+002, 0.0000000E+000, 2.2858604E+000, 2.0559761E-001, 6.0128922E-001, 1.9044339E-004, 1.1103305E-003, 1.7702446E-001, 2.3646706E+002, 2.2066874E+002, 2.4469829E+002, 2.2997216E+002, 1.9046235E+002, 1.8039828E+002
