case,dy_tag,dy_m,target_time_s,actual_time_s,time_delta_s,slice_x_m,target_y_m,actual_y_m,n_points,l2_norm_C,rmse_C,max_abs_error_C
d_M5,dy05,0.5,0.0,0.0,0.0,8.132049560546875,1.95,1.9666666245708861,16,580.2683902891357,145.06709757228393,227.45762711864413
d_M5,dy05,0.5,10.0,10.01058292388916,0.010582923889160156,8.132049560546875,1.95,1.9666666245708861,16,555.7638034827055,138.94095087067637,193.47296220165194
d_M5,dy05,0.5,20.0,20.005002975463867,0.0050029754638671875,8.132049560546875,1.95,1.9666666245708861,16,476.66606071405806,119.16651517851452,172.4088123707697
d_M5,dy05,0.5,30.0,30.00124168395996,0.0012416839599609375,8.132049560546875,1.95,1.9666666245708861,16,220.10886635857696,55.02721658964424,84.65441674081252
d_M5,dy05,0.5,40.0,40.006187438964844,0.00618743896484375,8.132049560546875,1.95,1.9666666245708861,16,136.92045568885518,34.230113922213796,49.742693427878365
d_M5,dy05,0.5,50.0,50.00764846801758,0.007648468017578125,8.132049560546875,1.95,1.9666666245708861,16,115.43201519897019,28.858003799742548,51.01732098765626
d_M5,dy05,0.5,60.0,60.00835418701172,0.00835418701171875,8.132049560546875,1.95,1.9666666245708861,16,64.50118178680498,16.125295446701244,38.70963830640095
d_M5,dy05,0.5,70.0,70.00757598876953,0.00757598876953125,8.132049560546875,1.95,1.9666666245708861,16,57.88127633535863,14.470319083839657,34.3466445952965
d_M5,dy05,0.5,80.0,80.00468444824219,0.0046844482421875,8.132049560546875,1.95,1.9666666245708861,16,70.22941634383228,17.55735408595807,37.46624755992228
d_M5,dy05,0.5,90.0,90.00244140625,0.00244140625,8.132049560546875,1.95,1.9666666245708861,16,52.662721081095306,13.165680270273826,27.045330708337445
d_M5,dy05,0.5,100.0,100.00980377197266,0.00980377197265625,8.132049560546875,1.95,1.9666666245708861,16,71.74268480173897,17.935671200434744,37.71938811550844
d_M5,dy05,0.5,110.0,110.0078125,0.0078125,8.132049560546875,1.95,1.9666666245708861,16,65.84662610798446,16.461656526996116,40.039928686931574
d_M5,dy05,0.5,120.0,120.00165557861328,0.00165557861328125,8.132049560546875,1.95,1.9666666245708861,16,63.049874535926,15.7624686339815,36.041535199698814
d_M5,dy05,0.5,130.0,130.00535583496094,0.0053558349609375,8.132049560546875,1.95,1.9666666245708861,16,75.06217528229202,18.765543820573004,41.085480512198814
d_M5,dy05,0.5,140.0,140.0108184814453,0.0108184814453125,8.132049560546875,1.95,1.9666666245708861,16,118.89192439282454,29.722981098206134,82.37091945898845
d_M5,dy05,0.5,150.0,150.00213623046875,0.00213623046875,8.132049560546875,1.95,1.9666666245708861,16,67.56005476831706,16.890013692079265,33.821335973445116
d_M5,dy05,0.5,160.0,160.00363159179688,0.003631591796875,8.132049560546875,1.95,1.9666666245708861,16,48.1946254514168,12.0486563628542,25.15876233641385
d_M5,dy05,0.5,170.0,170.0038299560547,0.0038299560546875,8.132049560546875,1.95,1.9666666245708861,16,50.67490182904053,12.668725457260132,27.138477453865534
d_M5,dy05,0.5,180.0,180.00369262695312,0.003692626953125,8.132049560546875,1.95,1.9666666245708861,16,81.19501466517782,20.298753666294456,34.665464975619656
d_M5,dy05,0.5,190.0,190.0024871826172,0.0024871826171875,8.132049560546875,1.95,1.9666666245708861,16,93.58900865505821,23.397252163764552,46.23400956493319
d_M5,dy05,0.5,200.0,200.00721740722656,0.0072174072265625,8.132049560546875,1.95,1.9666666245708861,16,50.94428050163374,12.736070125408435,27.70843583446444
d_M5,dy05,0.5,210.0,210.00442504882812,0.004425048828125,8.132049560546875,1.95,1.9666666245708861,16,70.4409871529825,17.610246788245625,39.774262250480064
d_M5,dy05,0.5,220.0,220.0050811767578,0.0050811767578125,8.132049560546875,1.95,1.9666666245708861,16,52.24335199491437,13.060837998728593,31.880822677027737
d_M5,dy05,0.5,230.0,230.00802612304688,0.008026123046875,8.132049560546875,1.95,1.9666666245708861,16,72.47702987213256,18.11925746803314,29.148123484962028
d_M5,dy05,0.5,240.0,240.00572204589844,0.0057220458984375,8.132049560546875,1.95,1.9666666245708861,16,86.14430170355558,21.536075425888896,44.94738847118319
d_M5,dy05,0.5,250.0,250.005615234375,0.005615234375,8.132049560546875,1.95,1.9666666245708861,16,58.393985925190314,14.598496481297579,33.43934240578109
d_M5,dy05,0.5,260.0,260.0086975097656,0.008697509765625,8.132049560546875,1.95,1.9666666245708861,16,81.7915222432964,20.4478805608241,34.26074762568001
d_M5,dy05,0.5,270.0,270.0089416503906,0.008941650390625,8.132049560546875,1.95,1.9666666245708861,16,60.98146548551608,15.24536637137902,32.73806949311684
d_M5,dy05,0.5,280.0,280.01068115234375,0.01068115234375,8.132049560546875,1.95,1.9666666245708861,16,65.78449886922216,16.44612471730554,27.30792739404057
d_M5,dy05,0.5,290.0,290.0057678222656,0.005767822265625,8.132049560546875,1.95,1.9666666245708861,16,79.62336214335689,19.90584053583922,46.65319901805819
d_M5,dy05,0.5,300.0,300.0,0.0,8.132049560546875,1.95,1.9666666245708861,16,108.68385146775344,27.17096286693836,50.56883689503064
dq_M5,dy05,0.5,0.0,0.0,0.0,8.132049560546875,1.95,1.9666666245708861,16,580.2683902891357,145.06709757228393,227.45762711864413
dq_M5,dy05,0.5,10.0,10.006834983825684,0.006834983825683594,8.132049560546875,1.95,1.9666666245708861,16,548.5238677650937,137.1309669412734,187.4380948049219
dq_M5,dy05,0.5,20.0,20.000368118286133,0.0003681182861328125,8.132049560546875,1.95,1.9666666245708861,16,478.2268273046555,119.55670682616388,169.51729593261476
dq_M5,dy05,0.5,30.0,30.00543975830078,0.00543975830078125,8.132049560546875,1.95,1.9666666245708861,16,232.3281198151471,58.08202995378677,88.1768834486289
dq_M5,dy05,0.5,40.0,40.00568771362305,0.005687713623046875,8.132049560546875,1.95,1.9666666245708861,16,96.68682488350218,24.171706220875546,40.23496097363643
dq_M5,dy05,0.5,50.0,50.007999420166016,0.007999420166015625,8.132049560546875,1.95,1.9666666245708861,16,113.89611402689981,28.474028506724952,86.85255354541837
dq_M5,dy05,0.5,60.0,60.002803802490234,0.002803802490234375,8.132049560546875,1.95,1.9666666245708861,16,82.48572996811048,20.62143249202762,56.266487761055345
dq_M5,dy05,0.5,70.0,70.00408172607422,0.00408172607421875,8.132049560546875,1.95,1.9666666245708861,16,101.19386475972041,25.298466189930103,37.63633476843657
dq_M5,dy05,0.5,80.0,80.00511169433594,0.0051116943359375,8.132049560546875,1.95,1.9666666245708861,16,59.310748518167976,14.827687129541994,36.35149642522743
dq_M5,dy05,0.5,90.0,90.00167846679688,0.001678466796875,8.132049560546875,1.95,1.9666666245708861,16,126.30269605386792,31.57567401346698,50.549494923807956
dq_M5,dy05,0.5,100.0,100.00457000732422,0.00457000732421875,8.132049560546875,1.95,1.9666666245708861,16,104.51515173524024,26.12878793381006,45.481093584480874
dq_M5,dy05,0.5,110.0,110.00169372558594,0.0016937255859375,8.132049560546875,1.95,1.9666666245708861,16,72.40060726143155,18.100151815357886,32.39997135460832
dq_M5,dy05,0.5,120.0,120.00157928466797,0.00157928466796875,8.132049560546875,1.95,1.9666666245708861,16,222.2591365637871,55.56478414094678,108.83623094915214
dq_M5,dy05,0.5,130.0,130.00796508789062,0.007965087890625,8.132049560546875,1.95,1.9666666245708861,16,116.8775971231403,29.219399280785076,68.71737398103741
dq_M5,dy05,0.5,140.0,140.00938415527344,0.0093841552734375,8.132049560546875,1.95,1.9666666245708861,16,93.80514150048741,23.451285375121852,45.38828962940275
dq_M5,dy05,0.5,150.0,150.00335693359375,0.00335693359375,8.132049560546875,1.95,1.9666666245708861,16,75.7483741588589,18.937093539714724,41.97274277197508
dq_M5,dy05,0.5,160.0,160.00360107421875,0.00360107421875,8.132049560546875,1.95,1.9666666245708861,16,91.18897050543691,22.79724262635923,42.954834661047556
dq_M5,dy05,0.5,170.0,170.00840759277344,0.0084075927734375,8.132049560546875,1.95,1.9666666245708861,16,95.53359485718842,23.883398714297105,40.441808785145625
dq_M5,dy05,0.5,180.0,180.00643920898438,0.006439208984375,8.132049560546875,1.95,1.9666666245708861,16,67.25959924603698,16.814899811509246,32.88493545918392
dq_M5,dy05,0.5,190.0,190.00473022460938,0.004730224609375,8.132049560546875,1.95,1.9666666245708861,16,110.16906082232448,27.54226520558112,65.65271131605401
dq_M5,dy05,0.5,200.0,200.0076446533203,0.0076446533203125,8.132049560546875,1.95,1.9666666245708861,16,83.18676782300395,20.796691955750987,47.68677064617961
dq_M5,dy05,0.5,210.0,210.00909423828125,0.00909423828125,8.132049560546875,1.95,1.9666666245708861,16,63.44392839510839,15.860982098777097,44.95374765212337
dq_M5,dy05,0.5,220.0,220.0034942626953,0.0034942626953125,8.132049560546875,1.95,1.9666666245708861,16,71.03064736104798,17.757661840261996,37.363751296518785
dq_M5,dy05,0.5,230.0,230.00086975097656,0.0008697509765625,8.132049560546875,1.95,1.9666666245708861,16,57.96416367718725,14.491040919296813,23.846153672012164
dq_M5,dy05,0.5,240.0,240.00914001464844,0.0091400146484375,8.132049560546875,1.95,1.9666666245708861,16,38.37164521494393,9.592911303735983,15.601064311342626
dq_M5,dy05,0.5,250.0,250.0065155029297,0.0065155029296875,8.132049560546875,1.95,1.9666666245708861,16,316.7109940852107,79.17774852130268,222.69535615423703
dq_M5,dy05,0.5,260.0,260.0009460449219,0.000946044921875,8.132049560546875,1.95,1.9666666245708861,16,81.20647383480777,20.30161845870194,52.785353838387124
dq_M5,dy05,0.5,270.0,270.0084228515625,0.0084228515625,8.132049560546875,1.95,1.9666666245708861,16,92.6750991938619,23.168774798465474,48.20885802499927
dq_M5,dy05,0.5,280.0,280.0022888183594,0.002288818359375,8.132049560546875,1.95,1.9666666245708861,16,37.8575453687178,9.46438634217945,23.070768136227514
dq_M5,dy05,0.5,290.0,290.0093994140625,0.0093994140625,8.132049560546875,1.95,1.9666666245708861,16,76.79938747947229,19.19984686986807,34.026442705574624
dq_M5,dy05,0.5,300.0,300.0,0.0,8.132049560546875,1.95,1.9666666245708861,16,73.59363965310374,18.398409913275934,45.405592734835324
