C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.7673083E+002, 1.6970436E+002, 1.6453242E+002, 1.6080753E+002, 1.5877099E+002, 1.5735587E+002, 1.5651807E+002, 1.5619885E+002, 1.5649486E+002, 1.5706775E+002, 1.5817333E+002, 1.6087357E+002, 1.6606226E+002, 1.8291779E+002, 1.9421967E+002
 1.7759965E+002, 1.7096198E+002, 1.6592756E+002, 1.6227976E+002, 1.6022657E+002, 1.5893076E+002, 1.5814102E+002, 1.5793137E+002, 1.5828759E+002, 1.5898290E+002, 1.6034217E+002, 1.6365988E+002, 1.6982512E+002, 1.9017405E+002, 1.9755802E+002
 1.8041826E+002, 1.7438909E+002, 1.6961347E+002, 1.6615838E+002, 1.6400856E+002, 1.6270285E+002, 1.6186182E+002, 1.6185337E+002, 1.6239442E+002, 1.6337051E+002, 1.6527225E+002, 1.6910029E+002, 1.7602249E+002, 1.9590584E+002, 2.0077020E+002
 1.8226610E+002, 1.7666284E+002, 1.7200696E+002, 1.6862090E+002, 1.6654750E+002, 1.6527234E+002, 1.6444456E+002, 1.6445498E+002, 1.6517676E+002, 1.6633832E+002, 1.6841388E+002, 1.7230549E+002, 1.7901861E+002, 1.9732295E+002, 2.0205322E+002
 1.8505697E+002, 1.7984529E+002, 1.7541354E+002, 1.7218887E+002, 1.7009199E+002, 1.6873676E+002, 1.6794609E+002, 1.6790916E+002, 1.6873010E+002, 1.7008544E+002, 1.7221507E+002, 1.7606831E+002, 1.8212779E+002, 1.9926816E+002, 2.0344185E+002
 1.8941757E+002, 1.8455638E+002, 1.8031984E+002, 1.7721986E+002, 1.7504921E+002, 1.7352235E+002, 1.7274263E+002, 1.7257729E+002, 1.7339226E+002, 1.7475065E+002, 1.7663546E+002, 1.8023330E+002, 1.8544665E+002, 2.0076905E+002, 2.0460005E+002
 1.9632499E+002, 1.9161818E+002, 1.8740617E+002, 1.8447845E+002, 1.8222007E+002, 1.8046129E+002, 1.7936426E+002, 1.7873295E+002, 1.7933857E+002, 1.8041400E+002, 1.8191666E+002, 1.8474714E+002, 1.8896710E+002, 2.0262026E+002, 2.0568917E+002
 2.1804442E+002, 2.1415205E+002, 2.1065307E+002, 2.0766832E+002, 2.0524650E+002, 2.0315729E+002, 2.0134503E+002, 1.9888142E+002, 1.9832765E+002, 1.9802120E+002, 1.9806974E+002, 1.9879723E+002, 2.0042053E+002, 2.0667646E+002, 2.0718503E+002
 2.3311279E+002, 2.2927342E+002, 2.2590135E+002, 2.2287798E+002, 2.2012804E+002, 2.1763760E+002, 2.1534501E+002, 2.1179459E+002, 2.1045963E+002, 2.0924633E+002, 2.0832367E+002, 2.0788502E+002, 2.0781999E+002, 2.0898796E+002, 2.0741525E+002
 2.5049493E+002, 2.4675554E+002, 2.4316399E+002, 2.3966938E+002, 2.3634509E+002, 2.3318553E+002, 2.3017930E+002, 2.2458070E+002, 2.2206058E+002, 2.1971592E+002, 2.1751070E+002, 2.1550990E+002, 2.1365816E+002, 2.1018651E+002, 2.0708684E+002
