,,s,s,s
    1400,2026-06-18T20:19:47.161+09:00, 0.576E-01,  84.20244, 0.14027E+03
    1500,2026-06-18T20:19:56.985+09:00, 0.576E-01,  89.96052, 0.14994E+03
    1600,2026-06-18T20:20:06.919+09:00, 0.569E-01,  95.48141, 0.15970E+03
    1700,2026-06-18T20:20:16.794+09:00, 0.569E-01, 101.17431, 0.16940E+03
    1800,2026-06-18T20:20:26.698+09:00, 0.569E-01, 106.86722, 0.17913E+03
    1900,2026-06-18T20:20:36.564+09:00, 0.555E-01, 112.37862, 0.18883E+03
    2000,2026-06-18T20:20:46.517+09:00, 0.535E-01, 118.26030, 0.19859E+03
    2100,2026-06-18T20:20:56.417+09:00, 0.588E-01, 124.09954, 0.20831E+03
    2200,2026-06-18T20:21:06.246+09:00, 0.521E-01, 129.97488, 0.21798E+03
    2300,2026-06-18T20:21:16.081+09:00, 0.574E-01, 135.60672, 0.22765E+03
    2400,2026-06-18T20:21:25.928+09:00, 0.574E-01, 141.34285, 0.23732E+03
    2500,2026-06-18T20:21:35.812+09:00, 0.561E-01, 146.83468, 0.24704E+03
    2600,2026-06-18T20:21:45.690+09:00, 0.556E-01, 152.31777, 0.25675E+03
    2700,2026-06-18T20:21:55.598+09:00, 0.593E-01, 158.09864, 0.26649E+03
    2800,2026-06-18T20:22:05.440+09:00, 0.593E-01, 164.02950, 0.27616E+03
    2900,2026-06-18T20:22:15.224+09:00, 0.593E-01, 169.96036, 0.28579E+03
    3000,2026-06-18T20:22:25.098+09:00, 0.593E-01, 175.89122, 0.29548E+03
    3100,2026-06-18T20:22:34.990+09:00, 0.587E-01, 181.73167, 0.30521E+03
    3200,2026-06-18T20:22:44.870+09:00, 0.587E-01, 187.60061, 0.31492E+03
    3300,2026-06-18T20:22:54.765+09:00, 0.587E-01, 193.46955, 0.32464E+03
    3400,2026-06-18T20:23:04.609+09:00, 0.587E-01, 199.33849, 0.33432E+03
    3500,2026-06-18T20:23:14.472+09:00, 0.580E-01, 205.13114, 0.34401E+03
    3600,2026-06-18T20:23:24.375+09:00, 0.580E-01, 210.93578, 0.35373E+03
    3700,2026-06-18T20:23:34.265+09:00, 0.580E-01, 216.74043, 0.36343E+03
    3800,2026-06-18T20:23:44.080+09:00, 0.580E-01, 222.54508, 0.37308E+03
    3900,2026-06-18T20:23:53.940+09:00, 0.580E-01, 228.34972, 0.38277E+03
    4000,2026-06-18T20:24:03.797+09:00, 0.572E-01, 234.03913, 0.39244E+03
    4100,2026-06-18T20:24:13.542+09:00, 0.572E-01, 239.76390, 0.40204E+03
    4200,2026-06-18T20:24:23.413+09:00, 0.557E-01, 245.33557, 0.41173E+03
    4300,2026-06-18T20:24:33.287+09:00, 0.598E-01, 250.91461, 0.42144E+03
    4400,2026-06-18T20:24:43.112+09:00, 0.592E-01, 256.69093, 0.43110E+03
    4500,2026-06-18T20:24:52.983+09:00, 0.520E-01, 262.32113, 0.44080E+03
    4600,2026-06-18T20:25:02.791+09:00, 0.572E-01, 267.97690, 0.45044E+03
    4700,2026-06-18T20:25:12.643+09:00, 0.572E-01, 273.70031, 0.46012E+03
    4800,2026-06-18T20:25:22.519+09:00, 0.572E-01, 279.42371, 0.46982E+03
    4900,2026-06-18T20:25:32.370+09:00, 0.572E-01, 285.14712, 0.47949E+03
    5000,2026-06-18T20:25:42.196+09:00, 0.572E-01, 290.87053, 0.48915E+03
    5100,2026-06-18T20:25:52.045+09:00, 0.572E-01, 296.59394, 0.49883E+03
    5200,2026-06-18T20:26:01.865+09:00, 0.572E-01, 302.31734, 0.50848E+03
    5300,2026-06-18T20:26:12.111+09:00, 0.308E-01, 306.80397, 0.51857E+03
    5400,2026-06-18T20:26:22.500+09:00, 0.208E-01, 309.17845, 0.52882E+03
    5500,2026-06-18T20:26:32.817+09:00, 0.187E-01, 311.17800, 0.53900E+03
    5600,2026-06-18T20:26:43.044+09:00, 0.167E-01, 312.85214, 0.54910E+03
    5700,2026-06-18T20:26:53.353+09:00, 0.140E-01, 314.26790, 0.55927E+03
    5800,2026-06-18T20:27:03.462+09:00, 0.126E-01, 315.64272, 0.56927E+03
    5900,2026-06-18T20:27:13.715+09:00, 0.113E-01, 316.89868, 0.57940E+03
    6000,2026-06-18T20:27:24.039+09:00, 0.122E-01, 318.04360, 0.58959E+03
    6100,2026-06-18T20:27:34.288+09:00, 0.115E-01, 319.15521, 0.59974E+03
    6200,2026-06-18T20:27:44.628+09:00, 0.114E-01, 320.31559, 0.60995E+03
    6300,2026-06-18T20:27:55.070+09:00, 0.108E-01, 321.39442, 0.62028E+03
    6400,2026-06-18T20:28:05.526+09:00, 0.906E-02, 322.38787, 0.63061E+03
    6500,2026-06-18T20:28:15.898+09:00, 0.895E-02, 323.35905, 0.64077E+03
    6600,2026-06-18T20:28:26.396+09:00, 0.859E-02, 324.27085, 0.65113E+03
    6700,2026-06-18T20:28:36.720+09:00, 0.912E-02, 325.17324, 0.66136E+03
    6800,2026-06-18T20:28:47.235+09:00, 0.897E-02, 326.09299, 0.67174E+03
    6900,2026-06-18T20:28:57.657+09:00, 0.943E-02, 326.99893, 0.68206E+03
    7000,2026-06-18T20:29:08.021+09:00, 0.918E-02, 327.88238, 0.69232E+03
    7100,2026-06-18T20:29:18.600+09:00, 0.897E-02, 328.76491, 0.70276E+03
    7200,2026-06-18T20:29:29.113+09:00, 0.945E-02, 329.63449, 0.71316E+03
    7300,2026-06-18T20:29:39.614+09:00, 0.908E-02, 330.50471, 0.72354E+03
    7400,2026-06-18T20:29:50.101+09:00, 0.898E-02, 331.38563, 0.73391E+03
    7500,2026-06-18T20:30:00.696+09:00, 0.879E-02, 332.24444, 0.74437E+03
    7600,2026-06-18T20:30:11.082+09:00, 0.778E-02, 333.10052, 0.75465E+03
    7700,2026-06-18T20:30:21.474+09:00, 0.846E-02, 333.95602, 0.76494E+03
    7800,2026-06-18T20:30:31.914+09:00, 0.918E-02, 334.85135, 0.77525E+03
    7900,2026-06-18T20:30:42.286+09:00, 0.886E-02, 335.74499, 0.78552E+03
    8000,2026-06-18T20:30:52.713+09:00, 0.975E-02, 336.63641, 0.79583E+03
    8100,2026-06-18T20:31:03.115+09:00, 0.100E-01, 337.56729, 0.80613E+03
    8200,2026-06-18T20:31:13.589+09:00, 0.107E-01, 338.51160, 0.81648E+03
    8300,2026-06-18T20:31:24.005+09:00, 0.914E-02, 339.42179, 0.82678E+03
    8400,2026-06-18T20:31:34.408+09:00, 0.111E-01, 340.47245, 0.83706E+03
    8500,2026-06-18T20:31:44.830+09:00, 0.111E-01, 341.57783, 0.84738E+03
    8600,2026-06-18T20:31:55.385+09:00, 0.120E-01, 342.68686, 0.85781E+03
    8700,2026-06-18T20:32:05.826+09:00, 0.115E-01, 343.74226, 0.86815E+03
    8800,2026-06-18T20:32:16.380+09:00, 0.111E-01, 344.78046, 0.87857E+03
    8900,2026-06-18T20:32:26.818+09:00, 0.115E-01, 345.93731, 0.88890E+03
    9000,2026-06-18T20:32:37.331+09:00, 0.113E-01, 347.06411, 0.89927E+03
    9100,2026-06-18T20:32:47.803+09:00, 0.124E-01, 348.30387, 0.90961E+03
    9200,2026-06-18T20:32:58.188+09:00, 0.118E-01, 349.44656, 0.91989E+03
    9300,2026-06-18T20:33:08.786+09:00, 0.112E-01, 350.61742, 0.93035E+03
    9400,2026-06-18T20:33:19.137+09:00, 0.120E-01, 351.79096, 0.94060E+03
    9500,2026-06-18T20:33:29.586+09:00, 0.115E-01, 352.93250, 0.95092E+03
    9600,2026-06-18T20:33:40.141+09:00, 0.999E-02, 354.02746, 0.96136E+03
    9700,2026-06-18T20:33:50.603+09:00, 0.116E-01, 355.17548, 0.97172E+03
    9800,2026-06-18T20:34:01.101+09:00, 0.114E-01, 356.28922, 0.98209E+03
    9900,2026-06-18T20:34:11.511+09:00, 0.111E-01, 357.34551, 0.99240E+03
   10000,2026-06-18T20:34:21.914+09:00, 0.120E-01, 358.41839, 0.10027E+04
   10100,2026-06-18T20:34:32.318+09:00, 0.114E-01, 359.51056, 0.10130E+04
   10200,2026-06-18T20:34:42.849+09:00, 0.132E-01, 360.67658, 0.10233E+04
   10300,2026-06-18T20:34:53.361+09:00, 0.112E-01, 361.89702, 0.10337E+04
   10400,2026-06-18T20:35:03.827+09:00, 0.123E-01, 363.10965, 0.10441E+04
   10500,2026-06-18T20:35:14.243+09:00, 0.130E-01, 364.29289, 0.10544E+04
   10600,2026-06-18T20:35:24.540+09:00, 0.125E-01, 365.49455, 0.10645E+04
   10700,2026-06-18T20:35:35.045+09:00, 0.903E-02, 366.69797, 0.10749E+04
   10800,2026-06-18T20:35:45.476+09:00, 0.107E-01, 367.71459, 0.10852E+04
   10900,2026-06-18T20:35:55.964+09:00, 0.105E-01, 368.77575, 0.10956E+04
   11000,2026-06-18T20:36:06.404+09:00, 0.111E-01, 369.81856, 0.11059E+04
   11100,2026-06-18T20:36:16.860+09:00, 0.118E-01, 370.96318, 0.11163E+04
   11200,2026-06-18T20:36:27.366+09:00, 0.128E-01, 372.14230, 0.11267E+04
   11300,2026-06-18T20:36:37.836+09:00, 0.123E-01, 373.39390, 0.11370E+04
   11400,2026-06-18T20:36:48.310+09:00, 0.133E-01, 374.74786, 0.11474E+04
   11500,2026-06-18T20:36:58.849+09:00, 0.120E-01, 376.01230, 0.11578E+04
   11600,2026-06-18T20:37:09.191+09:00, 0.131E-01, 377.27612, 0.11680E+04
   11700,2026-06-18T20:37:19.770+09:00, 0.124E-01, 378.53098, 0.11785E+04
   11800,2026-06-18T20:37:30.243+09:00, 0.128E-01, 379.76363, 0.11888E+04
   11900,2026-06-18T20:37:40.829+09:00, 0.118E-01, 381.07244, 0.11993E+04
   12000,2026-06-18T20:37:51.274+09:00, 0.121E-01, 382.27163, 0.12096E+04
   12100,2026-06-18T20:38:01.751+09:00, 0.127E-01, 383.61284, 0.12200E+04
   12200,2026-06-18T20:38:12.177+09:00, 0.126E-01, 384.93819, 0.12303E+04
   12300,2026-06-18T20:38:22.776+09:00, 0.125E-01, 386.28904, 0.12408E+04
   12400,2026-06-18T20:38:33.113+09:00, 0.118E-01, 387.48917, 0.12510E+04
   12500,2026-06-18T20:38:43.521+09:00, 0.127E-01, 388.76665, 0.12613E+04
   12600,2026-06-18T20:38:53.891+09:00, 0.125E-01, 390.01961, 0.12715E+04
   12700,2026-06-18T20:39:04.276+09:00, 0.111E-01, 391.16156, 0.12818E+04
   12800,2026-06-18T20:39:14.702+09:00, 0.104E-01, 392.26231, 0.12921E+04
   12900,2026-06-18T20:39:25.161+09:00, 0.138E-01, 393.46180, 0.13025E+04
   13000,2026-06-18T20:39:35.551+09:00, 0.147E-01, 394.75768, 0.13127E+04
   13100,2026-06-18T20:39:45.799+09:00, 0.111E-01, 395.93783, 0.13229E+04
   13200,2026-06-18T20:39:56.419+09:00, 0.944E-02, 397.04410, 0.13334E+04
   13300,2026-06-18T20:40:06.875+09:00, 0.110E-01, 398.23157, 0.13437E+04
   13400,2026-06-18T20:40:17.234+09:00, 0.128E-01, 399.38465, 0.13540E+04
   13500,2026-06-18T20:40:27.734+09:00, 0.112E-01, 400.61711, 0.13643E+04
   13600,2026-06-18T20:40:38.081+09:00, 0.115E-01, 401.82248, 0.13746E+04
   13700,2026-06-18T20:40:48.517+09:00, 0.135E-01, 403.03347, 0.13849E+04
   13800,2026-06-18T20:40:59.019+09:00, 0.117E-01, 404.43083, 0.13953E+04
   13900,2026-06-18T20:41:09.266+09:00, 0.128E-01, 405.70354, 0.14054E+04
   14000,2026-06-18T20:41:19.726+09:00, 0.123E-01, 406.95961, 0.14158E+04
   14100,2026-06-18T20:41:30.290+09:00, 0.123E-01, 408.19331, 0.14262E+04
   14200,2026-06-18T20:41:40.565+09:00, 0.136E-01, 409.48310, 0.14364E+04
   14300,2026-06-18T20:41:51.054+09:00, 0.128E-01, 410.72974, 0.14467E+04
   14400,2026-06-18T20:42:01.492+09:00, 0.113E-01, 411.86635, 0.14571E+04
   14500,2026-06-18T20:42:11.998+09:00, 0.128E-01, 413.10340, 0.14675E+04
   14600,2026-06-18T20:42:22.454+09:00, 0.112E-01, 414.38346, 0.14778E+04
   14700,2026-06-18T20:42:35.019+09:00, 0.120E-01, 415.54302, 0.14882E+04
   14800,2026-06-18T20:42:45.434+09:00, 0.125E-01, 416.69967, 0.14985E+04
   14900,2026-06-18T20:42:55.790+09:00, 0.120E-01, 417.91190, 0.15087E+04
   15000,2026-06-18T20:43:06.143+09:00, 0.117E-01, 419.18057, 0.15189E+04
   15100,2026-06-18T20:43:16.645+09:00, 0.119E-01, 420.32591, 0.15293E+04
   15200,2026-06-18T20:43:26.995+09:00, 0.144E-01, 421.64348, 0.15396E+04
   15300,2026-06-18T20:43:37.489+09:00, 0.133E-01, 422.97239, 0.15499E+04
   15400,2026-06-18T20:43:47.892+09:00, 0.114E-01, 424.22218, 0.15602E+04
   15500,2026-06-18T20:43:58.253+09:00, 0.119E-01, 425.43434, 0.15704E+04
   15600,2026-06-18T20:44:08.662+09:00, 0.154E-01, 426.73392, 0.15807E+04
   15700,2026-06-18T20:44:19.031+09:00, 0.129E-01, 428.14762, 0.15910E+04
   15800,2026-06-18T20:44:29.373+09:00, 0.120E-01, 429.43828, 0.16012E+04
   15900,2026-06-18T20:44:39.797+09:00, 0.130E-01, 430.70348, 0.16115E+04
   16000,2026-06-18T20:44:50.279+09:00, 0.121E-01, 432.00635, 0.16219E+04
   16100,2026-06-18T20:45:00.749+09:00, 0.105E-01, 433.23474, 0.16322E+04
   16200,2026-06-18T20:45:11.282+09:00, 0.105E-01, 434.44377, 0.16427E+04
   16300,2026-06-18T20:45:21.612+09:00, 0.118E-01, 435.59331, 0.16529E+04
   16400,2026-06-18T20:45:32.111+09:00, 0.124E-01, 436.81308, 0.16633E+04
   16500,2026-06-18T20:45:42.562+09:00, 0.129E-01, 438.08237, 0.16736E+04
   16600,2026-06-18T20:45:52.932+09:00, 0.130E-01, 439.32363, 0.16839E+04
   16700,2026-06-18T20:46:03.465+09:00, 0.115E-01, 440.53687, 0.16943E+04
   16800,2026-06-18T20:46:13.782+09:00, 0.138E-01, 441.86846, 0.17045E+04
   16900,2026-06-18T20:46:24.283+09:00, 0.117E-01, 443.15589, 0.17148E+04
   17000,2026-06-18T20:46:34.760+09:00, 0.154E-01, 444.42770, 0.17252E+04
   17100,2026-06-18T20:46:45.057+09:00, 0.152E-01, 445.81575, 0.17354E+04
   17200,2026-06-18T20:46:55.341+09:00, 0.133E-01, 447.18623, 0.17456E+04
   17300,2026-06-18T20:47:05.705+09:00, 0.144E-01, 448.58516, 0.17558E+04
   17400,2026-06-18T20:47:16.136+09:00, 0.135E-01, 449.89386, 0.17661E+04
   17500,2026-06-18T20:47:26.510+09:00, 0.126E-01, 451.18270, 0.17764E+04
   17600,2026-06-18T20:47:37.063+09:00, 0.117E-01, 452.46690, 0.17868E+04
   17700,2026-06-18T20:47:47.380+09:00, 0.124E-01, 453.64732, 0.17970E+04
   17800,2026-06-18T20:47:57.692+09:00, 0.126E-01, 454.84912, 0.18072E+04
   17900,2026-06-18T20:48:08.119+09:00, 0.115E-01, 456.04946, 0.18175E+04
   18000,2026-06-18T20:48:18.618+09:00, 0.965E-02, 457.20441, 0.18279E+04
   18100,2026-06-18T20:48:29.075+09:00, 0.109E-01, 458.37727, 0.18382E+04
   18200,2026-06-18T20:48:39.507+09:00, 0.108E-01, 459.56976, 0.18485E+04
   18300,2026-06-18T20:48:50.040+09:00, 0.119E-01, 460.72853, 0.18590E+04
   18400,2026-06-18T20:49:00.469+09:00, 0.122E-01, 461.83436, 0.18693E+04
   18500,2026-06-18T20:49:10.918+09:00, 0.134E-01, 463.15059, 0.18796E+04
   18600,2026-06-18T20:49:21.451+09:00, 0.127E-01, 464.45121, 0.18900E+04
   18700,2026-06-18T20:49:31.845+09:00, 0.136E-01, 465.82567, 0.19003E+04
   18800,2026-06-18T20:49:42.265+09:00, 0.143E-01, 467.24459, 0.19106E+04
   18900,2026-06-18T20:49:52.738+09:00, 0.133E-01, 468.56494, 0.19209E+04
   19000,2026-06-18T20:50:03.044+09:00, 0.144E-01, 469.99962, 0.19311E+04
   19100,2026-06-18T20:50:13.517+09:00, 0.130E-01, 471.30007, 0.19415E+04
   19200,2026-06-18T20:50:23.941+09:00, 0.130E-01, 472.53611, 0.19518E+04
   19300,2026-06-18T20:50:34.302+09:00, 0.135E-01, 473.88904, 0.19620E+04
   19400,2026-06-18T20:50:44.732+09:00, 0.128E-01, 475.16601, 0.19723E+04
   19500,2026-06-18T20:50:55.131+09:00, 0.138E-01, 476.48317, 0.19826E+04
   19600,2026-06-18T20:51:05.600+09:00, 0.110E-01, 477.69720, 0.19930E+04
   19700,2026-06-18T20:51:16.069+09:00, 0.119E-01, 478.85944, 0.20033E+04
   19800,2026-06-18T20:51:26.571+09:00, 0.117E-01, 480.05546, 0.20137E+04
   19900,2026-06-18T20:51:36.952+09:00, 0.127E-01, 481.27929, 0.20240E+04
   20000,2026-06-18T20:51:47.389+09:00, 0.127E-01, 482.45746, 0.20343E+04
   20100,2026-06-18T20:51:57.876+09:00, 0.120E-01, 483.71709, 0.20447E+04
   20200,2026-06-18T20:52:08.352+09:00, 0.142E-01, 484.95474, 0.20550E+04
   20300,2026-06-18T20:52:18.883+09:00, 0.122E-01, 486.24031, 0.20654E+04
   20400,2026-06-18T20:52:29.262+09:00, 0.142E-01, 487.60050, 0.20757E+04
   20500,2026-06-18T20:52:39.581+09:00, 0.169E-01, 489.10446, 0.20859E+04
   20600,2026-06-18T20:52:49.949+09:00, 0.128E-01, 490.52015, 0.20961E+04
   20700,2026-06-18T20:53:00.353+09:00, 0.138E-01, 491.94957, 0.21064E+04
   20800,2026-06-18T20:53:10.681+09:00, 0.143E-01, 493.18582, 0.21167E+04
   20900,2026-06-18T20:53:21.117+09:00, 0.106E-01, 494.51527, 0.21270E+04
   21000,2026-06-18T20:53:31.502+09:00, 0.121E-01, 495.74337, 0.21372E+04
   21100,2026-06-18T20:53:41.901+09:00, 0.123E-01, 496.91181, 0.21475E+04
   21200,2026-06-18T20:53:52.300+09:00, 0.124E-01, 498.18231, 0.21578E+04
   21300,2026-06-18T20:54:02.731+09:00, 0.104E-01, 499.31590, 0.21681E+04
   21400,2026-06-18T20:54:13.151+09:00, 0.126E-01, 500.45914, 0.21784E+04
   21500,2026-06-18T20:54:23.524+09:00, 0.126E-01, 501.71843, 0.21887E+04
   21600,2026-06-18T20:54:33.941+09:00, 0.108E-01, 503.01125, 0.21990E+04
   21700,2026-06-18T20:54:44.427+09:00, 0.137E-01, 504.34257, 0.22094E+04
   21800,2026-06-18T20:54:54.674+09:00, 0.119E-01, 505.70893, 0.22195E+04
   21900,2026-06-18T20:55:05.160+09:00, 0.115E-01, 507.14630, 0.22299E+04
   22000,2026-06-18T20:55:15.461+09:00, 0.137E-01, 508.44078, 0.22401E+04
   22100,2026-06-18T20:55:25.822+09:00, 0.129E-01, 509.80080, 0.22503E+04
   22200,2026-06-18T20:55:36.248+09:00, 0.125E-01, 511.12577, 0.22606E+04
   22300,2026-06-18T20:55:46.822+09:00, 0.125E-01, 512.38490, 0.22711E+04
   22400,2026-06-18T20:55:57.189+09:00, 0.126E-01, 513.60398, 0.22813E+04
   22500,2026-06-18T20:56:07.645+09:00, 0.119E-01, 514.78537, 0.22917E+04
   22600,2026-06-18T20:56:17.972+09:00, 0.142E-01, 516.02705, 0.23019E+04
   22700,2026-06-18T20:56:28.266+09:00, 0.138E-01, 517.37789, 0.23120E+04
   22800,2026-06-18T20:56:38.699+09:00, 0.129E-01, 518.79759, 0.23224E+04
   22900,2026-06-18T20:56:49.054+09:00, 0.135E-01, 520.22200, 0.23326E+04
   23000,2026-06-18T20:56:59.461+09:00, 0.151E-01, 521.52351, 0.23429E+04
   23100,2026-06-18T20:57:09.778+09:00, 0.142E-01, 522.90596, 0.23531E+04
   23200,2026-06-18T20:57:20.158+09:00, 0.154E-01, 524.35276, 0.23634E+04
   23300,2026-06-18T20:57:30.486+09:00, 0.120E-01, 525.76596, 0.23736E+04
   23400,2026-06-18T20:57:41.011+09:00, 0.157E-01, 527.05401, 0.23840E+04
   23500,2026-06-18T20:57:51.566+09:00, 0.102E-01, 528.35299, 0.23944E+04
   23600,2026-06-18T20:58:01.862+09:00, 0.122E-01, 529.53717, 0.24046E+04
   23700,2026-06-18T20:58:12.319+09:00, 0.142E-01, 530.77676, 0.24149E+04
   23800,2026-06-18T20:58:22.879+09:00, 0.121E-01, 532.02103, 0.24254E+04
   23900,2026-06-18T20:58:33.123+09:00, 0.128E-01, 533.22223, 0.24355E+04
   24000,2026-06-18T20:58:43.486+09:00, 0.126E-01, 534.63446, 0.24458E+04
   24100,2026-06-18T20:58:53.873+09:00, 0.143E-01, 536.03291, 0.24560E+04
   24200,2026-06-18T20:59:04.181+09:00, 0.150E-01, 537.51922, 0.24662E+04
   24300,2026-06-18T20:59:14.534+09:00, 0.119E-01, 538.85898, 0.24765E+04
   24400,2026-06-18T20:59:24.888+09:00, 0.134E-01, 540.17702, 0.24867E+04
   24500,2026-06-18T20:59:35.181+09:00, 0.112E-01, 541.34062, 0.24969E+04
   24600,2026-06-18T20:59:45.604+09:00, 0.128E-01, 542.52909, 0.25072E+04
   24700,2026-06-18T20:59:55.965+09:00, 0.136E-01, 543.79741, 0.25174E+04
   24800,2026-06-18T21:00:06.443+09:00, 0.109E-01, 545.06653, 0.25278E+04
   24900,2026-06-18T21:00:16.845+09:00, 0.135E-01, 546.31050, 0.25381E+04
   25000,2026-06-18T21:00:27.081+09:00, 0.141E-01, 547.54699, 0.25482E+04
   25100,2026-06-18T21:00:37.402+09:00, 0.133E-01, 548.94725, 0.25584E+04
   25200,2026-06-18T21:00:47.821+09:00, 0.102E-01, 550.23777, 0.25687E+04
   25300,2026-06-18T21:00:58.147+09:00, 0.143E-01, 551.58791, 0.25789E+04
   25400,2026-06-18T21:01:08.416+09:00, 0.122E-01, 552.96146, 0.25891E+04
   25500,2026-06-18T21:01:18.648+09:00, 0.124E-01, 554.32420, 0.25992E+04
   25600,2026-06-18T21:01:28.895+09:00, 0.147E-01, 555.59023, 0.26093E+04
   25700,2026-06-18T21:01:39.308+09:00, 0.148E-01, 556.92374, 0.26196E+04
   25800,2026-06-18T21:01:49.814+09:00, 0.131E-01, 558.14987, 0.26300E+04
   25900,2026-06-18T21:02:00.081+09:00, 0.140E-01, 559.42170, 0.26402E+04
   26000,2026-06-18T21:02:10.414+09:00, 0.124E-01, 560.77579, 0.26504E+04
   26100,2026-06-18T21:02:20.745+09:00, 0.139E-01, 562.13040, 0.26606E+04
   26200,2026-06-18T21:02:30.994+09:00, 0.131E-01, 563.60270, 0.26707E+04
   26300,2026-06-18T21:02:41.271+09:00, 0.130E-01, 565.01413, 0.26809E+04
   26400,2026-06-18T21:02:51.741+09:00, 0.108E-01, 566.19775, 0.26912E+04
   26500,2026-06-18T21:03:02.041+09:00, 0.113E-01, 567.40913, 0.27014E+04
   26600,2026-06-18T21:03:12.337+09:00, 0.121E-01, 568.65507, 0.27116E+04
   26700,2026-06-18T21:03:22.822+09:00, 0.136E-01, 569.84441, 0.27220E+04
   26800,2026-06-18T21:03:33.098+09:00, 0.133E-01, 571.13622, 0.27322E+04
   26900,2026-06-18T21:03:43.427+09:00, 0.116E-01, 572.41232, 0.27424E+04
   27000,2026-06-18T21:03:53.709+09:00, 0.128E-01, 573.64394, 0.27525E+04
   27100,2026-06-18T21:04:03.980+09:00, 0.147E-01, 575.05204, 0.27627E+04
   27200,2026-06-18T21:04:14.308+09:00, 0.127E-01, 576.31410, 0.27729E+04
   27300,2026-06-18T21:04:24.673+09:00, 0.135E-01, 577.67062, 0.27832E+04
   27400,2026-06-18T21:04:34.960+09:00, 0.131E-01, 579.06725, 0.27933E+04
   27500,2026-06-18T21:04:45.303+09:00, 0.144E-01, 580.45314, 0.28036E+04
   27600,2026-06-18T21:04:55.587+09:00, 0.140E-01, 581.83099, 0.28137E+04
   27700,2026-06-18T21:05:06.041+09:00, 0.139E-01, 583.26385, 0.28241E+04
   27800,2026-06-18T21:05:16.412+09:00, 0.145E-01, 584.54918, 0.28343E+04
   27900,2026-06-18T21:05:26.794+09:00, 0.109E-01, 585.77342, 0.28446E+04
   28000,2026-06-18T21:05:37.199+09:00, 0.106E-01, 586.95768, 0.28549E+04
   28100,2026-06-18T21:05:47.559+09:00, 0.125E-01, 588.29513, 0.28651E+04
   28200,2026-06-18T21:05:57.908+09:00, 0.135E-01, 589.63437, 0.28754E+04
   28300,2026-06-18T21:06:08.319+09:00, 0.128E-01, 590.98132, 0.28857E+04
   28400,2026-06-18T21:06:18.586+09:00, 0.149E-01, 592.36700, 0.28958E+04
   28500,2026-06-18T21:06:28.908+09:00, 0.134E-01, 593.70385, 0.29060E+04
