Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 5.749E+01, 6.124E+02, 3.043E+02, 5.036E+02, 1.374E+02, 2.007E+02, 1.809E+02, 2.847E-02, 2.087E+02, 1.176E+01, 7.726E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    1, 6.579E+01, 5.279E+02, 2.775E+02, 4.219E+02, 1.348E+02, 1.263E+02, 1.858E+02, 2.461E-02, 1.877E+02, 4.798E+01, 1.014E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    2, 1.206E+01, 7.106E+02, 3.808E+02, 6.953E+02, 1.554E+02, 3.479E+02, 1.094E+02, 2.443E-02, 2.987E+02, 1.719E+01, 2.625E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    3, 1.868E+01, 7.049E+02, 3.675E+02, 5.825E+02, 1.639E+02, 2.640E+02, 1.248E+02, 2.638E-02, 2.570E+02, 1.488E+01, 4.918E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    4, 2.334E+01, 6.795E+02, 3.856E+02, 6.405E+02, 1.492E+02, 2.294E+02, 1.072E+02, 2.456E-02, 2.096E+02, 1.537E+01, 5.502E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    5, 4.288E+01, 5.862E+02, 3.144E+02, 5.782E+02, 1.499E+02, 1.473E+02, 1.450E+02, 2.406E-02, 1.773E+02, 1.530E+01, 8.335E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    6, 2.610E+01, 6.491E+02, 3.676E+02, 6.456E+02, 1.433E+02, 2.409E+02, 1.097E+02, 2.463E-02, 2.394E+02, 1.830E+01, 5.498E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    7, 4.432E+01, 6.400E+02, 3.521E+02, 5.676E+02, 1.510E+02, 1.645E+02, 1.472E+02, 2.817E-02, 2.024E+02, 1.329E+01, 7.074E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    8, 6.283E+01, 5.525E+02, 2.765E+02, 4.264E+02, 1.244E+02, 1.555E+02, 1.795E+02, 3.241E-02, 2.060E+02, 1.216E+01, 9.941E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
    9, 5.465E+01, 5.720E+02, 3.071E+02, 4.833E+02, 1.382E+02, 1.413E+02, 1.723E+02, 2.682E-02, 2.043E+02, 5.219E+01, 8.646E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   10, 2.719E+01, 6.449E+02, 3.159E+02, 5.388E+02, 1.429E+02, 2.469E+02, 1.385E+02, 2.277E-02, 2.613E+02, 1.414E+01, 6.594E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   11, 3.114E+01, 6.359E+02, 3.057E+02, 4.796E+02, 1.432E+02, 2.252E+02, 1.480E+02, 2.935E-02, 2.285E+02, 1.506E+01, 7.775E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   12, 2.601E+01, 6.582E+02, 3.467E+02, 5.519E+02, 1.412E+02, 2.339E+02, 1.114E+02, 2.442E-02, 2.354E+02, 1.453E+01, 6.707E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   13, 3.948E+01, 5.941E+02, 3.041E+02, 4.814E+02, 1.448E+02, 1.510E+02, 1.430E+02, 3.381E-02, 2.195E+02, 1.262E+01, 8.999E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   14, 3.249E+01, 6.545E+02, 3.410E+02, 5.785E+02, 1.393E+02, 2.066E+02, 1.090E+02, 2.321E-02, 2.375E+02, 1.305E+01, 6.780E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
   15, 6.257E+01, 4.886E+02, 2.563E+02, 3.860E+02, 1.169E+02, 1.249E+02, 1.621E+02, 3.360E-02, 1.889E+02, 1.058E+01, 1.193E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.990E+03
