C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m3
gridconv_T_dy00,gridconv_T_dy01,gridconv_T_dy02,gridconv_T_dy03,gridconv_T_dy04,gridconv_T_dy05,gridconv_T_dy06,gridconv_T_dy07,gridconv_T_dy08,gridconv_T_dy09,gridconv_T_dy10,gridconv_T_dy11,gridconv_T_dy12,gridconv_T_dy13,gridconv_T_dy14,main_eng_temperature,main_eng_hrrpuv
 9.2673494E+002, 8.3079396E+002, 6.9851151E+002, 3.8414280E+002, 2.3501118E+002, 1.1511851E+002, 5.0145636E+001, 4.6423462E+001, 4.4379910E+001, 4.2761873E+001, 4.2210612E+001, 4.1521998E+001, 4.1208536E+001, 4.0853747E+001, 3.9811012E+001, 2.0000000E+001, 0.0000000E+000
 2.9404483E+002, 2.3500549E+002, 1.9032974E+002, 1.1202304E+002, 8.3272275E+001, 6.6587138E+001, 5.3180925E+001, 4.9786303E+001, 4.7713396E+001, 4.5279041E+001, 4.4715492E+001, 4.4206544E+001, 4.3826958E+001, 4.3196740E+001, 4.0839761E+001, 6.9260105E+001, 0.0000000E+000
 2.1189738E+002, 1.7985543E+002, 1.5282862E+002, 1.0019068E+002, 8.3038012E+001, 7.2756468E+001, 6.0722523E+001, 5.6472759E+001, 5.3186265E+001, 4.8773655E+001, 4.7581598E+001, 4.6333564E+001, 4.5702166E+001, 4.4747860E+001, 4.1568855E+001, 7.1333305E+001, 0.0000000E+000
 1.8589700E+002, 1.6316866E+002, 1.4143114E+002, 1.0392450E+002, 9.2277824E+001, 8.4328004E+001, 7.2709693E+001, 6.7504948E+001, 6.2720179E+001, 5.5079127E+001, 5.2585496E+001, 4.9574900E+001, 4.8306918E+001, 4.6682375E+001, 4.2218199E+001, 7.3342945E+001, 0.0000000E+000
 1.6956682E+002, 1.5220419E+002, 1.3790457E+002, 1.1672357E+002, 1.0964652E+002, 1.0483687E+002, 9.6556768E+001, 9.1684623E+001, 8.6592401E+001, 7.6197949E+001, 7.1188737E+001, 6.2136024E+001, 5.8203810E+001, 5.4054518E+001, 4.4742798E+001, 7.5320043E+001, 0.0000000E+000
 1.6663662E+002, 1.5188433E+002, 1.4010428E+002, 1.2284923E+002, 1.1658627E+002, 1.1207542E+002, 1.0498599E+002, 1.0080397E+002, 9.6635724E+001, 8.7247217E+001, 8.2148403E+001, 7.1237207E+001, 6.5574683E+001, 5.9582249E+001, 4.6672517E+001, 7.9207892E+001, 0.0000000E+000
 1.6541591E+002, 1.5294738E+002, 1.4367071E+002, 1.2936813E+002, 1.2379324E+002, 1.1933852E+002, 1.1200499E+002, 1.0832668E+002, 1.0474921E+002, 9.6980527E+001, 9.2513470E+001, 8.1759989E+001, 7.4952637E+001, 6.6931338E+001, 4.9123665E+001, 8.2395703E+001, 0.0000000E+000
 1.6635110E+002, 1.5760327E+002, 1.5185146E+002, 1.4040405E+002, 1.3627955E+002, 1.3232068E+002, 1.2524282E+002, 1.2175508E+002, 1.1845760E+002, 1.1225376E+002, 1.0925838E+002, 1.0213456E+002, 9.6050023E+001, 8.6741078E+001, 5.9498406E+001, 9.2510649E+001, 0.0000000E+000
 1.6811526E+002, 1.6069957E+002, 1.5555161E+002, 1.4542088E+002, 1.4179299E+002, 1.3816240E+002, 1.3137225E+002, 1.2803823E+002, 1.2499362E+002, 1.1975307E+002, 1.1723730E+002, 1.1164257E+002, 1.0677671E+002, 9.8634580E+001, 6.9686781E+001, 9.8984217E+001, 0.0000000E+000
 1.7104324E+002, 1.6454336E+002, 1.5960401E+002, 1.5082411E+002, 1.4762796E+002, 1.4409999E+002, 1.3718257E+002, 1.3393512E+002, 1.3117463E+002, 1.2703019E+002, 1.2503101E+002, 1.2081594E+002, 1.1715118E+002, 1.1067287E+002, 8.4267677E+001, 1.0473343E+002, 0.0000000E+000
 1.7615718E+002, 1.7088072E+002, 1.6650116E+002, 1.5942760E+002, 1.5721679E+002, 1.5467645E+002, 1.4917518E+002, 1.4642349E+002, 1.4402706E+002, 1.4076966E+002, 1.3994051E+002, 1.3976639E+002, 1.3948902E+002, 1.3842748E+002, 1.2818129E+002, 1.0922560E+002, 0.0000000E+000
 1.7857713E+002, 1.7370697E+002, 1.6952655E+002, 1.6349873E+002, 1.6153596E+002, 1.5927857E+002, 1.5516377E+002, 1.5290591E+002, 1.5075180E+002, 1.4768205E+002, 1.4729396E+002, 1.4902710E+002, 1.5003685E+002, 1.5124690E+002, 1.5230314E+002,NaN,NaN
 1.8124986E+002, 1.7675352E+002, 1.7273108E+002, 1.6724034E+002, 1.6544073E+002, 1.6356885E+002, 1.6054829E+002, 1.5889960E+002, 1.5722323E+002, 1.5482728E+002, 1.5462737E+002, 1.5704543E+002, 1.5859657E+002, 1.6195735E+002, 1.7103662E+002,NaN,NaN
 1.8604976E+002, 1.8240740E+002, 1.7941125E+002, 1.7469409E+002, 1.7307626E+002, 1.7155372E+002, 1.6926714E+002, 1.6841703E+002, 1.6759983E+002, 1.6629420E+002, 1.6582999E+002, 1.6780061E+002, 1.6951816E+002, 1.7372726E+002, 1.8296183E+002,NaN,NaN
 1.8768616E+002, 1.8442106E+002, 1.8216083E+002, 1.7786134E+002, 1.7642071E+002, 1.7519199E+002, 1.7346666E+002, 1.7264495E+002, 1.7166850E+002, 1.7070755E+002, 1.7062245E+002, 1.7170897E+002, 1.7232822E+002, 1.7679711E+002, 1.8406169E+002,NaN,NaN
 1.8910252E+002, 1.8632709E+002, 1.8445482E+002, 1.8043039E+002, 1.7905524E+002, 1.7797021E+002, 1.7700080E+002, 1.7639827E+002, 1.7572726E+002, 1.7470472E+002, 1.7504764E+002, 1.7588097E+002, 1.7541584E+002, 1.8024594E+002, 1.8650335E+002,NaN,NaN
 1.9212062E+002, 1.8988742E+002, 1.8803741E+002, 1.8441095E+002, 1.8322573E+002, 1.8235870E+002, 1.8192339E+002, 1.8229664E+002, 1.8185710E+002, 1.8181500E+002, 1.8292666E+002, 1.8500887E+002, 1.8437945E+002, 1.9022632E+002, 1.9781043E+002,NaN,NaN
 1.9284278E+002, 1.9076855E+002, 1.8894467E+002, 1.8570792E+002, 1.8464651E+002, 1.8419217E+002, 1.8417048E+002, 1.8457097E+002, 1.8437979E+002, 1.8505949E+002, 1.8650643E+002, 1.8952696E+002, 1.8951242E+002, 1.9640661E+002, 2.0589768E+002,NaN,NaN
 1.9356798E+002, 1.9126653E+002, 1.8955141E+002, 1.8684419E+002, 1.8596173E+002, 1.8573382E+002, 1.8602591E+002, 1.8644816E+002, 1.8652404E+002, 1.8772095E+002, 1.8924544E+002, 1.9338702E+002, 1.9464339E+002, 2.0233917E+002, 2.1311107E+002,NaN,NaN
 1.9462155E+002, 1.9254165E+002, 1.9099504E+002, 1.8898521E+002, 1.8849560E+002, 1.8836931E+002, 1.8910896E+002, 1.8973290E+002, 1.9021564E+002, 1.9245737E+002, 1.9417784E+002, 2.0048632E+002, 2.0524173E+002, 2.1396629E+002, 2.2172161E+002,NaN,NaN
 1.9543179E+002, 1.9337492E+002, 1.9184595E+002, 1.9011776E+002, 1.8966192E+002, 1.8970827E+002, 1.9068413E+002, 1.9134656E+002, 1.9195829E+002, 1.9451281E+002, 1.9643634E+002, 2.0341745E+002, 2.0953949E+002, 2.1754866E+002, 2.2545035E+002,NaN,NaN
 1.9658968E+002, 1.9449804E+002, 1.9303184E+002, 1.9150710E+002, 1.9112145E+002, 1.9116656E+002, 1.9227120E+002, 1.9300458E+002, 1.9374688E+002, 1.9637167E+002, 1.9839488E+002, 2.0596081E+002, 2.1251451E+002, 2.1966561E+002, 2.2705661E+002,NaN,NaN
 2.0028833E+002, 1.9802142E+002, 1.9664544E+002, 1.9541206E+002, 1.9486781E+002, 1.9465947E+002, 1.9560925E+002, 1.9642313E+002, 1.9756245E+002, 2.0038202E+002, 2.0233582E+002, 2.0990602E+002, 2.1588719E+002, 2.2244832E+002, 2.2932102E+002,NaN,NaN
 2.0252106E+002, 2.0027933E+002, 1.9887751E+002, 1.9775854E+002, 1.9740390E+002, 1.9703153E+002, 1.9758609E+002, 1.9831318E+002, 1.9941846E+002, 2.0243722E+002, 2.0454443E+002, 2.1167169E+002, 2.1717712E+002, 2.2355042E+002, 2.3032626E+002,NaN,NaN
 2.0535317E+002, 2.0317914E+002, 2.0166486E+002, 2.0048921E+002, 2.0029983E+002, 1.9988635E+002, 2.0012193E+002, 2.0074545E+002, 2.0171026E+002, 2.0462862E+002, 2.0686729E+002, 2.1363700E+002, 2.1875114E+002, 2.2499533E+002, 2.3123100E+002,NaN,NaN
 2.1524639E+002, 2.1310943E+002, 2.1138463E+002, 2.0930397E+002, 2.0867824E+002, 2.0822860E+002, 2.0843374E+002, 2.0886113E+002, 2.0951516E+002, 2.1168485E+002, 2.1343834E+002, 2.1879687E+002, 2.2285343E+002, 2.2835127E+002, 2.3264992E+002,NaN,NaN
 2.2255459E+002, 2.2059621E+002, 2.1890109E+002, 2.1622870E+002, 2.1519078E+002, 2.1440716E+002, 2.1469087E+002, 2.1510199E+002, 2.1540869E+002, 2.1661278E+002, 2.1780751E+002, 2.2221642E+002, 2.2572257E+002, 2.3042065E+002, 2.3314014E+002,NaN,NaN
 2.3156633E+002, 2.2967266E+002, 2.2789990E+002, 2.2513199E+002, 2.2410279E+002, 2.2320791E+002, 2.2273725E+002, 2.2285261E+002, 2.2297111E+002, 2.2318878E+002, 2.2369632E+002, 2.2652855E+002, 2.2927997E+002, 2.3288341E+002, 2.3341107E+002,NaN,NaN
 2.5427209E+002, 2.5243216E+002, 2.5068666E+002, 2.4756307E+002, 2.4629441E+002, 2.4521784E+002, 2.4329205E+002, 2.4228205E+002, 2.4127588E+002, 2.3933464E+002, 2.3848117E+002, 2.3758503E+002, 2.3751265E+002, 2.3747827E+002, 2.3315980E+002,NaN,NaN
 2.6482159E+002, 2.6284247E+002, 2.6092425E+002, 2.5715343E+002, 2.5531332E+002, 2.5356535E+002, 2.5034201E+002, 2.4879549E+002, 2.4729680E+002, 2.4433031E+002, 2.4282084E+002, 2.4006817E+002, 2.3876923E+002, 2.3744322E+002, 2.3230704E+002,NaN,NaN
