Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.421E+02, 1.161E+04, 5.138E+03, 8.772E+03, 3.264E+03, 2.181E+03, 5.756E+03, 3.162E-01, 4.062E+03, 2.560E+02, 3.676E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    1, 1.294E+02, 1.076E+04, 5.103E+03, 8.472E+03, 3.423E+03, 2.809E+03, 5.692E+03, 1.341E-01, 3.946E+03, 2.762E+02, 4.254E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    2, 2.342E+02, 1.021E+04, 4.147E+03, 6.837E+03, 3.211E+03, 1.728E+03, 5.811E+03, 1.578E-01, 3.308E+03, 5.852E+02, 8.794E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    3, 2.003E+02, 1.055E+04, 4.592E+03, 8.023E+03, 3.026E+03, 1.371E+03, 5.754E+03, 1.243E-01, 3.240E+03, 2.717E+02, 7.830E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    4, 1.142E+02, 1.054E+04, 5.190E+03, 8.540E+03, 3.372E+03, 3.057E+03, 5.525E+03, 1.736E-01, 3.813E+03, 2.982E+02, 4.409E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    5, 5.334E+01, 8.239E+03, 5.725E+03, 9.681E+03, 2.459E+03, 3.939E+03, 5.414E+03, 1.477E-01, 5.099E+03, 3.479E+02, 3.904E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    6, 1.473E+02, 1.075E+04, 4.607E+03, 6.876E+03, 2.467E+03, 2.479E+03, 5.493E+03, 1.286E-01, 3.717E+03, 2.571E+02, 8.064E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    7, 1.122E+02, 1.156E+04, 4.999E+03, 8.497E+03, 3.431E+03, 2.239E+03, 5.249E+03, 2.851E-01, 4.028E+03, 2.648E+02, 4.486E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    8, 8.685E+01, 9.134E+03, 5.755E+03, 9.415E+03, 2.270E+03, 3.389E+03, 5.064E+03, 1.861E-01, 4.817E+03, 3.319E+02, 4.597E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
    9, 1.897E+02, 9.489E+03, 6.104E+03, 1.300E+04, 1.327E+03, 2.233E+03, 5.399E+03, 2.338E-01, 4.166E+03, 5.317E+02, 2.425E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   10, 3.323E+02, 9.289E+03, 5.612E+03, 1.297E+04, 1.054E+03, 1.461E+03, 5.575E+03, 2.024E-01, 3.969E+03, 5.343E+02, 4.063E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   11, 1.728E+02, 1.061E+04, 4.497E+03, 8.273E+03, 2.340E+03, 1.758E+03, 5.327E+03, 1.430E-01, 3.255E+03, 2.509E+02, 8.380E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   12, 1.007E+02, 1.018E+04, 5.801E+03, 9.791E+03, 1.941E+03, 2.820E+03, 5.051E+03, 1.653E-01, 4.425E+03, 3.210E+02, 4.434E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   13, 1.986E+02, 1.027E+04, 5.828E+03, 1.109E+04, 1.946E+03, 2.317E+03, 5.540E+03, 2.203E-01, 3.835E+03, 3.869E+02, 3.455E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   14, 2.806E+02, 1.021E+04, 5.493E+03, 1.131E+04, 1.699E+03, 1.558E+03, 5.677E+03, 1.541E-01, 3.502E+03, 3.769E+02, 4.754E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   15, 1.852E+02, 1.086E+04, 4.895E+03, 8.548E+03, 2.005E+03, 1.536E+03, 5.562E+03, 1.428E-01, 3.156E+03, 2.203E+02, 7.893E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   16, 1.350E+02, 1.182E+04, 5.224E+03, 8.825E+03, 3.252E+03, 2.123E+03, 5.424E+03, 1.232E-01, 3.776E+03, 2.472E+02, 4.031E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   17, 1.250E+02, 1.118E+04, 5.164E+03, 8.491E+03, 3.513E+03, 2.320E+03, 5.475E+03, 1.122E-01, 4.287E+03, 2.578E+02, 4.047E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   18, 2.269E+02, 1.019E+04, 4.161E+03, 6.839E+03, 3.227E+03, 1.645E+03, 5.595E+03, 1.368E-01, 3.417E+03, 4.748E+02, 9.089E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   19, 1.947E+02, 1.064E+04, 4.565E+03, 8.053E+03, 3.002E+03, 1.432E+03, 5.411E+03, 1.148E-01, 3.276E+03, 3.159E+02, 7.976E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   20, 1.132E+02, 1.071E+04, 5.231E+03, 8.569E+03, 3.272E+03, 2.929E+03, 5.118E+03, 1.525E-01, 3.923E+03, 2.967E+02, 4.698E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   21, 9.209E+01, 9.885E+03, 5.321E+03, 8.209E+03, 3.494E+03, 3.367E+03, 5.209E+03, 1.544E-01, 4.347E+03, 3.031E+02, 4.633E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   22, 1.262E+02, 1.105E+04, 4.720E+03, 7.247E+03, 3.309E+03, 2.294E+03, 5.186E+03, 1.385E-01, 3.872E+03, 2.562E+02, 6.797E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   23, 1.121E+02, 1.163E+04, 5.066E+03, 8.452E+03, 3.430E+03, 2.139E+03, 5.215E+03, 1.207E-01, 3.892E+03, 2.538E+02, 4.671E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   24, 8.137E+01, 9.605E+03, 5.698E+03, 9.441E+03, 3.055E+03, 3.315E+03, 5.038E+03, 1.660E-01, 4.607E+03, 3.044E+02, 3.715E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   25, 1.446E+02, 1.037E+04, 5.337E+03, 8.996E+03, 2.319E+03, 2.580E+03, 5.479E+03, 1.436E-01, 3.883E+03, 3.278E+02, 5.423E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   26, 1.798E+02, 1.061E+04, 5.068E+03, 9.373E+03, 2.069E+03, 1.957E+03, 5.512E+03, 1.588E-01, 3.985E+03, 2.984E+02, 5.804E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   27, 1.711E+02, 1.030E+04, 4.291E+03, 7.703E+03, 3.096E+03, 1.534E+03, 5.524E+03, 1.544E-01, 3.048E+03, 2.312E+02, 8.961E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
   28, 8.867E+01, 1.014E+04, 5.639E+03, 9.981E+03, 2.719E+03, 2.867E+03, 5.197E+03, 1.420E-01, 4.559E+03, 3.101E+02, 3.358E+03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.486E+04
