Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 5.387E+00, 3.290E+02, 1.629E+02, 2.593E+02, 3.638E+01, 8.932E+01, 1.454E+02, 1.418E-02, 1.185E+02, 6.438E+00, 3.777E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.190E+03
    1, 8.182E+00, 2.829E+02, 1.434E+02, 2.120E+02, 3.609E+01, 7.398E+01, 1.494E+02, 1.283E-02, 1.002E+02, 2.519E+01, 1.591E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.190E+03
    2, 6.314E+00, 3.062E+02, 1.542E+02, 2.637E+02, 3.629E+01, 7.686E+01, 1.466E+02, 1.195E-02, 1.118E+02, 5.406E+00, 8.313E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.190E+03
    3, 1.409E+01, 2.669E+02, 1.369E+02, 2.130E+02, 3.628E+01, 5.800E+01, 1.550E+02, 1.381E-02, 8.946E+01, 5.179E+00, 2.157E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.190E+03
