Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 8.186E+00, 2.868E+02, 1.374E+02, 2.126E+02, 3.459E+01, 6.646E+01, 1.343E+02, 1.320E-02, 9.882E+01, 5.952E+00, 7.848E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.064E+03
    1, 1.074E+01, 2.540E+02, 1.239E+02, 1.853E+02, 3.387E+01, 5.938E+01, 1.374E+02, 1.029E-02, 8.691E+01, 2.385E+01, 1.482E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.064E+03
    2, 4.623E+00, 2.897E+02, 1.464E+02, 2.466E+02, 3.729E+01, 7.353E+01, 1.304E+02, 1.177E-02, 1.055E+02, 5.064E+00, 2.450E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.064E+03
    3, 1.238E+01, 2.683E+02, 1.340E+02, 2.082E+02, 3.618E+01, 5.964E+01, 1.384E+02, 1.516E-02, 8.735E+01, 5.011E+00, 1.141E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.064E+03
