,,s,s,s
    5300,2026-06-18T18:17:31.976+09:00, 0.137E-01,  64.40648, 0.53758E+03
    5400,2026-06-18T18:17:42.168+09:00, 0.147E-01,  65.75679, 0.54768E+03
    5500,2026-06-18T18:17:52.442+09:00, 0.124E-01,  67.06374, 0.55785E+03
    5600,2026-06-18T18:18:02.664+09:00, 0.129E-01,  68.39454, 0.56795E+03
    5700,2026-06-18T18:18:12.886+09:00, 0.110E-01,  69.51824, 0.57808E+03
    5800,2026-06-18T18:18:23.190+09:00, 0.102E-01,  70.59788, 0.58828E+03
    5900,2026-06-18T18:18:33.426+09:00, 0.983E-02,  71.66450, 0.59843E+03
    6000,2026-06-18T18:18:43.613+09:00, 0.139E-01,  72.88915, 0.60851E+03
    6100,2026-06-18T18:18:53.789+09:00, 0.139E-01,  74.10085, 0.61858E+03
    6200,2026-06-18T18:19:04.013+09:00, 0.114E-01,  75.41080, 0.62871E+03
    6300,2026-06-18T18:19:14.235+09:00, 0.141E-01,  76.76151, 0.63883E+03
    6400,2026-06-18T18:19:24.404+09:00, 0.138E-01,  78.12959, 0.64889E+03
    6500,2026-06-18T18:19:34.519+09:00, 0.135E-01,  79.41517, 0.65891E+03
    6600,2026-06-18T18:19:44.767+09:00, 0.126E-01,  80.72755, 0.66905E+03
    6700,2026-06-18T18:19:54.928+09:00, 0.132E-01,  81.96404, 0.67913E+03
    6800,2026-06-18T18:20:05.178+09:00, 0.114E-01,  83.09263, 0.68928E+03
    6900,2026-06-18T18:20:15.522+09:00, 0.130E-01,  84.32750, 0.69951E+03
    7000,2026-06-18T18:20:25.786+09:00, 0.103E-01,  85.43348, 0.70969E+03
    7100,2026-06-18T18:20:36.083+09:00, 0.106E-01,  86.57165, 0.71988E+03
    7200,2026-06-18T18:20:46.227+09:00, 0.139E-01,  87.73685, 0.72994E+03
    7300,2026-06-18T18:20:56.507+09:00, 0.140E-01,  88.95021, 0.74012E+03
    7400,2026-06-18T18:21:06.821+09:00, 0.116E-01,  90.17046, 0.75032E+03
    7500,2026-06-18T18:21:17.092+09:00, 0.982E-02,  91.33143, 0.76051E+03
    7600,2026-06-18T18:21:27.321+09:00, 0.105E-01,  92.42769, 0.77063E+03
    7700,2026-06-18T18:21:37.481+09:00, 0.127E-01,  93.58724, 0.78070E+03
    7800,2026-06-18T18:21:47.698+09:00, 0.121E-01,  94.77119, 0.79082E+03
    7900,2026-06-18T18:21:57.845+09:00, 0.146E-01,  96.11028, 0.80086E+03
    8000,2026-06-18T18:22:08.014+09:00, 0.131E-01,  97.46258, 0.81094E+03
    8100,2026-06-18T18:22:18.235+09:00, 0.112E-01,  98.69223, 0.82106E+03
    8200,2026-06-18T18:22:28.327+09:00, 0.120E-01,  99.88351, 0.83106E+03
    8300,2026-06-18T18:22:38.498+09:00, 0.124E-01, 101.14429, 0.84112E+03
    8400,2026-06-18T18:22:48.697+09:00, 0.132E-01, 102.45501, 0.85122E+03
    8500,2026-06-18T18:22:58.910+09:00, 0.135E-01, 103.72905, 0.86128E+03
    8600,2026-06-18T18:23:09.183+09:00, 0.137E-01, 105.08524, 0.87145E+03
    8700,2026-06-18T18:23:19.471+09:00, 0.117E-01, 106.34109, 0.88163E+03
    8800,2026-06-18T18:23:29.602+09:00, 0.131E-01, 107.54998, 0.89166E+03
    8900,2026-06-18T18:23:39.849+09:00, 0.125E-01, 108.65376, 0.90181E+03
    9000,2026-06-18T18:23:50.088+09:00, 0.109E-01, 109.74844, 0.91196E+03
    9100,2026-06-18T18:24:00.307+09:00, 0.110E-01, 110.88456, 0.92208E+03
    9200,2026-06-18T18:24:10.500+09:00, 0.105E-01, 112.05920, 0.93217E+03
    9300,2026-06-18T18:24:20.680+09:00, 0.125E-01, 113.22667, 0.94226E+03
    9400,2026-06-18T18:24:30.965+09:00, 0.122E-01, 114.42914, 0.95243E+03
    9500,2026-06-18T18:24:41.027+09:00, 0.123E-01, 115.71400, 0.96240E+03
    9600,2026-06-18T18:24:51.069+09:00, 0.147E-01, 117.01701, 0.97234E+03
    9700,2026-06-18T18:25:01.245+09:00, 0.120E-01, 118.36768, 0.98241E+03
    9800,2026-06-18T18:25:11.492+09:00, 0.138E-01, 119.61905, 0.99257E+03
    9900,2026-06-18T18:25:21.673+09:00, 0.140E-01, 120.99682, 0.10026E+04
   10000,2026-06-18T18:25:31.931+09:00, 0.115E-01, 122.23091, 0.10128E+04
   10100,2026-06-18T18:25:42.123+09:00, 0.109E-01, 123.40868, 0.10229E+04
   10200,2026-06-18T18:25:52.359+09:00, 0.141E-01, 124.47678, 0.10330E+04
   10300,2026-06-18T18:26:02.641+09:00, 0.925E-02, 125.67798, 0.10432E+04
   10400,2026-06-18T18:26:12.795+09:00, 0.111E-01, 126.79404, 0.10533E+04
   10500,2026-06-18T18:26:23.001+09:00, 0.110E-01, 127.98526, 0.10634E+04
   10600,2026-06-18T18:26:33.314+09:00, 0.108E-01, 129.05510, 0.10736E+04
   10700,2026-06-18T18:26:43.621+09:00, 0.113E-01, 130.20616, 0.10838E+04
   10800,2026-06-18T18:26:53.815+09:00, 0.117E-01, 131.38380, 0.10939E+04
   10900,2026-06-18T18:27:04.027+09:00, 0.140E-01, 132.68945, 0.11040E+04
   11000,2026-06-18T18:27:14.269+09:00, 0.136E-01, 134.08467, 0.11142E+04
   11100,2026-06-18T18:27:24.409+09:00, 0.150E-01, 135.47105, 0.11242E+04
   11200,2026-06-18T18:27:34.558+09:00, 0.127E-01, 136.87932, 0.11342E+04
   11300,2026-06-18T18:27:44.663+09:00, 0.117E-01, 138.18567, 0.11442E+04
   11400,2026-06-18T18:27:54.866+09:00, 0.140E-01, 139.63493, 0.11543E+04
   11500,2026-06-18T18:28:05.079+09:00, 0.138E-01, 140.90558, 0.11644E+04
   11600,2026-06-18T18:28:15.265+09:00, 0.137E-01, 142.14121, 0.11745E+04
   11700,2026-06-18T18:28:25.415+09:00, 0.123E-01, 143.40080, 0.11846E+04
   11800,2026-06-18T18:28:35.571+09:00, 0.130E-01, 144.63061, 0.11946E+04
   11900,2026-06-18T18:28:45.792+09:00, 0.129E-01, 145.86100, 0.12047E+04
   12000,2026-06-18T18:28:56.005+09:00, 0.107E-01, 147.06945, 0.12148E+04
   12100,2026-06-18T18:29:06.216+09:00, 0.134E-01, 148.29552, 0.12249E+04
   12200,2026-06-18T18:29:16.398+09:00, 0.132E-01, 149.61813, 0.12350E+04
   12300,2026-06-18T18:29:26.545+09:00, 0.139E-01, 151.01453, 0.12451E+04
   12400,2026-06-18T18:29:36.737+09:00, 0.121E-01, 152.31820, 0.12552E+04
   12500,2026-06-18T18:29:46.924+09:00, 0.134E-01, 153.55169, 0.12653E+04
   12600,2026-06-18T18:29:57.187+09:00, 0.130E-01, 154.87368, 0.12754E+04
   12700,2026-06-18T18:30:07.368+09:00, 0.125E-01, 156.19085, 0.12855E+04
   12800,2026-06-18T18:30:17.471+09:00, 0.127E-01, 157.38521, 0.12955E+04
   12900,2026-06-18T18:30:27.739+09:00, 0.116E-01, 158.56902, 0.13057E+04
   13000,2026-06-18T18:30:37.957+09:00, 0.138E-01, 159.81652, 0.13158E+04
   13100,2026-06-18T18:30:48.224+09:00, 0.136E-01, 160.99842, 0.13259E+04
   13200,2026-06-18T18:30:58.572+09:00, 0.125E-01, 162.14381, 0.13362E+04
   13300,2026-06-18T18:31:08.733+09:00, 0.116E-01, 163.26061, 0.13462E+04
   13400,2026-06-18T18:31:18.940+09:00, 0.139E-01, 164.43645, 0.13564E+04
   13500,2026-06-18T18:31:29.158+09:00, 0.133E-01, 165.78194, 0.13665E+04
   13600,2026-06-18T18:31:39.299+09:00, 0.129E-01, 167.20697, 0.13765E+04
   13700,2026-06-18T18:31:49.560+09:00, 0.139E-01, 168.55972, 0.13867E+04
   13800,2026-06-18T18:31:59.772+09:00, 0.822E-02, 169.78048, 0.13968E+04
   13900,2026-06-18T18:32:09.948+09:00, 0.127E-01, 170.96474, 0.14069E+04
   14000,2026-06-18T18:32:20.081+09:00, 0.126E-01, 172.25353, 0.14169E+04
   14100,2026-06-18T18:32:30.301+09:00, 0.139E-01, 173.56534, 0.14270E+04
   14200,2026-06-18T18:32:40.527+09:00, 0.109E-01, 174.81176, 0.14371E+04
   14300,2026-06-18T18:32:50.734+09:00, 0.128E-01, 176.05236, 0.14472E+04
   14400,2026-06-18T18:33:00.949+09:00, 0.112E-01, 177.36165, 0.14573E+04
   14500,2026-06-18T18:33:11.203+09:00, 0.130E-01, 178.54081, 0.14675E+04
   14600,2026-06-18T18:33:21.412+09:00, 0.135E-01, 179.83734, 0.14776E+04
   14700,2026-06-18T18:33:31.691+09:00, 0.136E-01, 181.32265, 0.14878E+04
   14800,2026-06-18T18:33:41.870+09:00, 0.136E-01, 182.67198, 0.14978E+04
   14900,2026-06-18T18:33:51.978+09:00, 0.149E-01, 184.03001, 0.15078E+04
   15000,2026-06-18T18:34:02.139+09:00, 0.124E-01, 185.33250, 0.15179E+04
   15100,2026-06-18T18:34:12.286+09:00, 0.133E-01, 186.57544, 0.15280E+04
   15200,2026-06-18T18:34:22.522+09:00, 0.147E-01, 187.87180, 0.15381E+04
   15300,2026-06-18T18:34:32.819+09:00, 0.120E-01, 189.13594, 0.15483E+04
   15400,2026-06-18T18:34:43.035+09:00, 0.130E-01, 190.37191, 0.15584E+04
   15500,2026-06-18T18:34:53.323+09:00, 0.104E-01, 191.49311, 0.15686E+04
   15600,2026-06-18T18:35:03.511+09:00, 0.143E-01, 192.72986, 0.15787E+04
   15700,2026-06-18T18:35:13.703+09:00, 0.123E-01, 194.02191, 0.15888E+04
   15800,2026-06-18T18:35:23.836+09:00, 0.133E-01, 195.35247, 0.15988E+04
   15900,2026-06-18T18:35:34.020+09:00, 0.136E-01, 196.64887, 0.16089E+04
   16000,2026-06-18T18:35:44.216+09:00, 0.116E-01, 197.96488, 0.16190E+04
   16100,2026-06-18T18:35:54.446+09:00, 0.130E-01, 199.29949, 0.16292E+04
   16200,2026-06-18T18:36:04.671+09:00, 0.127E-01, 200.49051, 0.16393E+04
   16300,2026-06-18T18:36:14.791+09:00, 0.139E-01, 201.85729, 0.16493E+04
   16400,2026-06-18T18:36:24.958+09:00, 0.136E-01, 203.26680, 0.16594E+04
   16500,2026-06-18T18:36:35.128+09:00, 0.141E-01, 204.67564, 0.16694E+04
   16600,2026-06-18T18:36:45.756+09:00, 0.119E-01, 206.10491, 0.16800E+04
   16700,2026-06-18T18:36:56.022+09:00, 0.139E-01, 207.40209, 0.16901E+04
   16800,2026-06-18T18:37:06.327+09:00, 0.151E-01, 208.76739, 0.17003E+04
   16900,2026-06-18T18:37:16.660+09:00, 0.134E-01, 210.18221, 0.17106E+04
   17000,2026-06-18T18:37:27.062+09:00, 0.130E-01, 211.49418, 0.17209E+04
   17100,2026-06-18T18:37:37.378+09:00, 0.151E-01, 212.90605, 0.17311E+04
   17200,2026-06-18T18:37:47.755+09:00, 0.122E-01, 214.31028, 0.17414E+04
   17300,2026-06-18T18:37:58.149+09:00, 0.119E-01, 215.52189, 0.17517E+04
   17400,2026-06-18T18:38:08.643+09:00, 0.125E-01, 216.72415, 0.17621E+04
   17500,2026-06-18T18:38:19.225+09:00, 0.128E-01, 218.01961, 0.17725E+04
   17600,2026-06-18T18:38:29.441+09:00, 0.138E-01, 219.30538, 0.17827E+04
   17700,2026-06-18T18:38:39.774+09:00, 0.156E-01, 220.55539, 0.17929E+04
   17800,2026-06-18T18:38:50.025+09:00, 0.122E-01, 221.87178, 0.18031E+04
   17900,2026-06-18T18:39:00.211+09:00, 0.148E-01, 223.12130, 0.18132E+04
   18000,2026-06-18T18:39:10.447+09:00, 0.138E-01, 224.48230, 0.18233E+04
   18100,2026-06-18T18:39:20.569+09:00, 0.145E-01, 225.85440, 0.18333E+04
   18200,2026-06-18T18:39:30.782+09:00, 0.141E-01, 227.15748, 0.18434E+04
   18300,2026-06-18T18:39:40.953+09:00, 0.148E-01, 228.55917, 0.18535E+04
   18400,2026-06-18T18:39:51.145+09:00, 0.143E-01, 229.89390, 0.18636E+04
   18500,2026-06-18T18:40:01.393+09:00, 0.114E-01, 231.09779, 0.18738E+04
   18600,2026-06-18T18:40:11.727+09:00, 0.122E-01, 232.25207, 0.18840E+04
   18700,2026-06-18T18:40:21.932+09:00, 0.127E-01, 233.40229, 0.18941E+04
   18800,2026-06-18T18:40:32.178+09:00, 0.112E-01, 234.61718, 0.19043E+04
   18900,2026-06-18T18:40:42.491+09:00, 0.109E-01, 235.80083, 0.19145E+04
   19000,2026-06-18T18:40:52.658+09:00, 0.116E-01, 237.10112, 0.19246E+04
   19100,2026-06-18T18:41:02.840+09:00, 0.153E-01, 238.39987, 0.19347E+04
   19200,2026-06-18T18:41:13.107+09:00, 0.127E-01, 239.78515, 0.19448E+04
   19300,2026-06-18T18:41:23.352+09:00, 0.132E-01, 241.02067, 0.19550E+04
   19400,2026-06-18T18:41:33.642+09:00, 0.127E-01, 242.33197, 0.19652E+04
   19500,2026-06-18T18:41:43.923+09:00, 0.128E-01, 243.44787, 0.19754E+04
   19600,2026-06-18T18:41:54.112+09:00, 0.137E-01, 244.68364, 0.19855E+04
   19700,2026-06-18T18:42:04.243+09:00, 0.147E-01, 246.00889, 0.19955E+04
   19800,2026-06-18T18:42:14.426+09:00, 0.142E-01, 247.44612, 0.20056E+04
   19900,2026-06-18T18:42:24.606+09:00, 0.143E-01, 248.87440, 0.20157E+04
   20000,2026-06-18T18:42:34.742+09:00, 0.140E-01, 250.27450, 0.20257E+04
   20100,2026-06-18T18:42:44.896+09:00, 0.129E-01, 251.67118, 0.20358E+04
   20200,2026-06-18T18:42:55.050+09:00, 0.138E-01, 253.10099, 0.20458E+04
   20300,2026-06-18T18:43:05.322+09:00, 0.142E-01, 254.49206, 0.20560E+04
   20400,2026-06-18T18:43:15.521+09:00, 0.134E-01, 255.94412, 0.20661E+04
   20500,2026-06-18T18:43:25.913+09:00, 0.140E-01, 257.22495, 0.20764E+04
   20600,2026-06-18T18:43:36.185+09:00, 0.145E-01, 258.59935, 0.20866E+04
   20700,2026-06-18T18:43:46.422+09:00, 0.131E-01, 259.99593, 0.20967E+04
   20800,2026-06-18T18:43:56.538+09:00, 0.120E-01, 261.23127, 0.21067E+04
   20900,2026-06-18T18:44:06.652+09:00, 0.153E-01, 262.57274, 0.21167E+04
   21000,2026-06-18T18:44:16.768+09:00, 0.121E-01, 263.88711, 0.21268E+04
   21100,2026-06-18T18:44:26.908+09:00, 0.125E-01, 265.23780, 0.21368E+04
   21200,2026-06-18T18:44:37.037+09:00, 0.149E-01, 266.48664, 0.21468E+04
   21300,2026-06-18T18:44:47.101+09:00, 0.136E-01, 267.92250, 0.21568E+04
   21400,2026-06-18T18:44:57.217+09:00, 0.138E-01, 269.24195, 0.21668E+04
   21500,2026-06-18T18:45:07.369+09:00, 0.160E-01, 270.55508, 0.21769E+04
   21600,2026-06-18T18:45:17.456+09:00, 0.134E-01, 271.83574, 0.21869E+04
   21700,2026-06-18T18:45:27.578+09:00, 0.145E-01, 273.15835, 0.21969E+04
   21800,2026-06-18T18:45:37.738+09:00, 0.144E-01, 274.59987, 0.22069E+04
   21900,2026-06-18T18:45:47.796+09:00, 0.137E-01, 275.89650, 0.22169E+04
   22000,2026-06-18T18:45:57.982+09:00, 0.146E-01, 277.34772, 0.22270E+04
   22100,2026-06-18T18:46:08.053+09:00, 0.157E-01, 278.74161, 0.22370E+04
   22200,2026-06-18T18:46:18.133+09:00, 0.148E-01, 280.14651, 0.22469E+04
   22300,2026-06-18T18:46:28.266+09:00, 0.109E-01, 281.32410, 0.22570E+04
   22400,2026-06-18T18:46:38.415+09:00, 0.129E-01, 282.62433, 0.22670E+04
   22500,2026-06-18T18:46:48.558+09:00, 0.108E-01, 283.87672, 0.22771E+04
   22600,2026-06-18T18:46:58.730+09:00, 0.141E-01, 285.09894, 0.22872E+04
   22700,2026-06-18T18:47:08.881+09:00, 0.128E-01, 286.38551, 0.22972E+04
   22800,2026-06-18T18:47:19.027+09:00, 0.129E-01, 287.65233, 0.23073E+04
   22900,2026-06-18T18:47:29.235+09:00, 0.115E-01, 288.95703, 0.23174E+04
   23000,2026-06-18T18:47:39.418+09:00, 0.131E-01, 290.15611, 0.23274E+04
   23100,2026-06-18T18:47:49.580+09:00, 0.150E-01, 291.52349, 0.23375E+04
   23200,2026-06-18T18:47:59.753+09:00, 0.132E-01, 292.92435, 0.23476E+04
   23300,2026-06-18T18:48:09.787+09:00, 0.145E-01, 294.27238, 0.23575E+04
   23400,2026-06-18T18:48:19.867+09:00, 0.137E-01, 295.63402, 0.23675E+04
   23500,2026-06-18T18:48:30.094+09:00, 0.124E-01, 297.09469, 0.23776E+04
   23600,2026-06-18T18:48:40.087+09:00, 0.136E-01, 298.40167, 0.23875E+04
   23700,2026-06-18T18:48:50.233+09:00, 0.123E-01, 299.68532, 0.23975E+04
   23727,2026-06-18T18:48:53.035+09:00, 0.456E-03, 300.00000, 0.24003E+04
