Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 2.606E+01, 5.903E+02, 3.079E+02, 5.314E+02, 1.305E+02, 2.291E+02, 1.129E+02, 2.246E-02, 1.980E+02, 1.164E+01, 2.841E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    1, 3.653E+01, 5.145E+02, 2.596E+02, 4.388E+02, 1.347E+02, 1.340E+02, 1.228E+02, 1.975E-02, 1.690E+02, 4.647E+01, 5.655E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    2, 1.290E+01, 5.756E+02, 2.894E+02, 5.375E+02, 1.291E+02, 2.727E+02, 8.749E+01, 2.054E-02, 2.284E+02, 1.247E+01, 2.764E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    3, 1.757E+01, 5.642E+02, 2.754E+02, 4.524E+02, 1.349E+02, 2.139E+02, 1.002E+02, 2.128E-02, 2.081E+02, 1.214E+01, 4.429E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    4, 2.121E+01, 5.325E+02, 3.082E+02, 5.361E+02, 1.256E+02, 1.954E+02, 8.435E+01, 2.078E-02, 1.840E+02, 1.543E+01, 4.190E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    5, 3.416E+01, 4.877E+02, 2.523E+02, 4.897E+02, 1.266E+02, 1.144E+02, 1.138E+02, 2.058E-02, 1.487E+02, 1.215E+01, 6.424E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    6, 4.110E+01, 4.449E+02, 2.248E+02, 3.956E+02, 1.120E+02, 1.376E+02, 1.001E+02, 1.941E-02, 1.486E+02, 9.312E+00, 8.077E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    7, 5.094E+01, 4.142E+02, 2.207E+02, 3.536E+02, 1.107E+02, 1.065E+02, 1.320E+02, 2.330E-02, 1.352E+02, 8.880E+00, 8.891E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    8, 2.457E+01, 5.671E+02, 3.155E+02, 5.092E+02, 1.300E+02, 1.936E+02, 1.031E+02, 2.762E-02, 1.987E+02, 1.168E+01, 3.683E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
    9, 3.500E+01, 4.921E+02, 2.486E+02, 4.190E+02, 1.291E+02, 1.288E+02, 1.151E+02, 2.083E-02, 1.676E+02, 4.614E+01, 6.404E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   10, 1.358E+01, 5.630E+02, 2.922E+02, 5.329E+02, 1.324E+02, 2.701E+02, 8.154E+01, 1.996E-02, 2.287E+02, 1.373E+01, 2.937E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   11, 1.489E+01, 5.523E+02, 2.718E+02, 4.678E+02, 1.349E+02, 2.222E+02, 9.494E+01, 2.594E-02, 1.997E+02, 1.431E+01, 4.489E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   12, 1.350E+01, 5.774E+02, 3.141E+02, 5.149E+02, 1.267E+02, 2.374E+02, 7.352E+01, 2.016E-02, 2.067E+02, 1.285E+01, 3.448E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   13, 2.154E+01, 5.186E+02, 2.738E+02, 4.773E+02, 1.264E+02, 1.531E+02, 9.697E+01, 2.143E-02, 1.774E+02, 1.246E+01, 5.642E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   14, 4.599E+01, 4.536E+02, 2.315E+02, 4.072E+02, 1.149E+02, 1.494E+02, 8.825E+01, 1.966E-02, 1.632E+02, 9.229E+00, 7.584E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
   15, 5.703E+01, 4.414E+02, 2.300E+02, 3.466E+02, 1.141E+02, 1.135E+02, 1.266E+02, 2.773E-02, 1.608E+02, 9.542E+00, 8.223E+02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.422E+03
