m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 6.2821552E+002, 5.4718144E+002, 1.8702026E-002, 1.9493874E+000, 3.0274223E+003, 5.8753712E-001, 3.3191975E-004, 1.9351714E-003, 1.5350096E-001, 5.4301331E+001, 4.2545881E+001, 7.8504094E+001, 4.9996480E+001, 4.2187938E+001, 4.1953834E+001
 1.5172414E-001, 6.2821552E+002, 5.4718144E+002, 8.2598965E-001, 1.9493874E+000, 3.0274223E+003, 5.8753712E-001, 3.3191975E-004, 1.9351714E-003, 1.5350096E-001, 5.4301331E+001, 4.2545881E+001, 7.8504094E+001, 4.9996480E+001, 4.2187938E+001, 4.1953834E+001
 2.5344828E-001, 5.1042107E+002, 3.9401943E+002, 1.1198877E+000, 2.0531449E+000, 1.1924911E+003, 7.2109043E-001, 2.4457219E-004, 1.4259143E-003, 1.6804785E-001, 5.9220304E+001, 4.5568461E+001, 8.4899679E+001, 5.8831567E+001, 4.3769243E+001, 4.4009207E+001
 3.5517241E-001, 4.1306621E+002, 3.0027880E+002, 1.1198877E+000, 2.0033921E+000, 4.2968178E+002, 7.8470072E-001, 1.9230786E-004, 1.1212007E-003, 1.7662630E-001, 6.5899746E+001, 5.1457440E+001, 9.6667253E+001, 8.1287771E+001, 4.3769243E+001, 4.4009207E+001
 4.5689655E-001, 4.1306621E+002, 3.0027880E+002, 1.1137420E+000, 2.0033921E+000, 4.2968178E+002, 7.8470072E-001, 1.9230786E-004, 1.1212007E-003, 1.7662630E-001, 6.5899746E+001, 5.1457440E+001, 9.6667253E+001, 8.1287771E+001, 4.3769243E+001, 4.4009207E+001
 5.5862069E-001, 3.4592668E+002, 2.5190262E+002, 1.1137420E+000, 1.8945030E+000, 1.6655419E+002, 7.8855163E-001, 1.6640064E-004, 9.7015545E-004, 1.8084412E-001, 7.7843687E+001, 7.3326065E+001, 1.1209203E+002, 1.0655897E+002, 4.5002393E+001, 4.5462651E+001
 6.6034483E-001, 3.4592668E+002, 2.5190262E+002, 1.0083481E+000, 1.8945030E+000, 1.6655419E+002, 7.8855163E-001, 1.6640064E-004, 9.7015545E-004, 1.8084412E-001, 7.7843687E+001, 7.3326065E+001, 1.1209203E+002, 1.0655897E+002, 4.5002393E+001, 4.5462651E+001
 7.6206897E-001, 3.0230030E+002, 2.2674577E+002, 8.9258310E-001, 1.7242815E+000, 7.1271703E+001, 7.7345276E-001, 1.5416874E-004, 8.9884058E-004, 1.8282664E-001, 9.2926499E+001, 1.0120388E+002, 1.2448755E+002, 1.1596611E+002, 4.6219606E+001, 4.7379769E+001
 8.6379310E-001, 2.6993915E+002, 2.1096064E+002, 8.9258310E-001, 1.6230341E+000, 3.3214328E+001, 7.5804111E-001, 1.4766560E-004, 8.6092573E-004, 1.8387705E-001, 1.0813844E+002, 1.1050258E+002, 1.3342273E+002, 1.1994481E+002, 4.6219606E+001, 4.7379769E+001
 9.6551724E-001, 2.6993915E+002, 2.1096064E+002, 7.9947472E-001, 1.6230341E+000, 3.3214328E+001, 7.5804111E-001, 1.4766560E-004, 8.6092573E-004, 1.8387705E-001, 1.0813844E+002, 1.1050258E+002, 1.3342273E+002, 1.1994481E+002, 4.6219606E+001, 4.7379769E+001
 1.0672414E+000, 2.4864167E+002, 2.0192855E+002, 7.9947472E-001, 1.4976300E+000, 1.6936326E+001, 7.4132791E-001, 1.4489836E-004, 8.4479204E-004, 1.8432387E-001, 1.2272951E+002, 1.1528089E+002, 1.4120310E+002, 1.2218288E+002, 4.8955631E+001, 5.0156134E+001
 1.1689655E+000, 2.3436345E+002, 1.9738399E+002, 7.4142095E-001, 1.3924764E+000, 9.0617140E+000, 7.2489073E-001, 1.4458189E-004, 8.4294695E-004, 1.8437605E-001, 1.2272951E+002, 1.1528089E+002, 1.4120310E+002, 1.2218288E+002, 4.8955631E+001, 5.0156134E+001
 1.2706897E+000, 2.3436345E+002, 1.9738399E+002, 7.2842304E-001, 1.3924764E+000, 9.0617140E+000, 7.2489073E-001, 1.4458189E-004, 8.4294695E-004, 1.8437605E-001, 1.3669871E+002, 1.2396139E+002, 1.4814924E+002, 1.2705588E+002, 5.7963553E+001, 6.8092877E+001
 1.3724138E+000, 2.2468876E+002, 1.9554753E+002, 7.2842304E-001, 1.3102812E+000, 5.0640778E+000, 7.0944248E-001, 1.4554918E-004, 8.4858647E-004, 1.8422166E-001, 1.5204856E+002, 1.4085124E+002, 1.5465621E+002, 1.4002524E+002, 5.7963553E+001, 6.8092877E+001
 1.4741379E+000, 2.2468876E+002, 1.9554753E+002, 7.1398398E-001, 1.3102812E+000, 5.0640778E+000, 7.0944248E-001, 1.4554918E-004, 8.4858647E-004, 1.8422166E-001, 1.5204856E+002, 1.4085124E+002, 1.5465621E+002, 1.4002524E+002, 5.7963553E+001, 6.8092877E+001
 1.5758621E+000, 2.1759934E+002, 1.9446809E+002, 7.1398398E-001, 1.2500800E+000, 2.9020866E+000, 6.9632562E-001, 1.4690466E-004, 8.5648928E-004, 1.8400470E-001, 1.6797446E+002, 1.7348742E+002, 1.6108842E+002, 1.5347572E+002, 7.5910252E+001, 8.3748137E+001
 1.6775862E+000, 2.1317661E+002, 1.9460501E+002, 7.0750672E-001, 1.1868550E+000, 1.7249129E+000, 6.8506441E-001, 1.4856297E-004, 8.6615762E-004, 1.8373902E-001, 1.6797446E+002, 1.7348742E+002, 1.6108842E+002, 1.5347572E+002, 7.5910252E+001, 8.3748137E+001
 1.7793103E+000, 2.1317661E+002, 1.9460501E+002, 6.7087176E-001, 1.1868550E+000, 1.7249129E+000, 6.8506441E-001, 1.4856297E-004, 8.6615762E-004, 1.8373902E-001, 1.7901601E+002, 1.8025478E+002, 1.6793165E+002, 1.6967025E+002, 7.5910252E+001, 8.3748137E+001
 1.8810345E+000, 2.1219572E+002, 1.9691335E+002, 6.7087176E-001, 1.0905623E+000, 1.0253878E+000, 6.7475689E-001, 1.5103622E-004, 8.8057726E-004, 1.8334259E-001, 1.8939974E+002, 1.8920701E+002, 1.7589972E+002, 1.7652066E+002, 1.0060049E+002, 1.1328425E+002
 1.9827586E+000, 2.1219572E+002, 1.9691335E+002, 6.5340521E-001, 1.0905623E+000, 1.0253878E+000, 6.7475689E-001, 1.5103622E-004, 8.8057726E-004, 1.8334259E-001, 1.8939974E+002, 1.8920701E+002, 1.7589972E+002, 1.7652066E+002, 1.0060049E+002, 1.1328425E+002
