m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
 1.1689655E+000, 1.8402543E+002, 1.7264543E+002, 9.4380787E-002, 7.0410375E-001, 3.2251051E-002, 6.7723021E-001, 1.5061277E-004, 8.7810845E-004, 1.8341065E-001, 1.5017568E+002, 1.1987115E+002, 1.5693386E+002, 1.5522305E+002, 4.7204373E+001, 4.6153687E+001
 1.2706897E+000, 1.8617015E+002, 1.7754774E+002, 1.3232302E-001, 6.8591102E-001, 1.8394982E-002, 6.6144081E-001, 1.5584435E-004, 9.0860979E-004, 1.8257186E-001, 1.6724729E+002, 1.3026920E+002, 1.6390768E+002, 1.6567324E+002, 5.0226447E+001, 4.8958313E+001
 1.3724138E+000, 1.8763581E+002, 1.8005157E+002, 1.8354545E-001, 6.7966688E-001, 1.4696059E-002, 6.5477358E-001, 1.5821774E-004, 9.2244723E-004, 1.8219133E-001, 1.7442735E+002, 1.4221033E+002, 1.6750984E+002, 1.7226755E+002, 5.5546943E+001, 5.0838104E+001
 1.4741379E+000, 1.8969890E+002, 1.8334600E+002, 2.0838881E-001, 6.4718082E-001, 9.0321895E-003, 6.4108127E-001, 1.6268399E-004, 9.4848653E-004, 1.8147524E-001, 1.8485645E+002, 1.6649874E+002, 1.7346719E+002, 1.7827291E+002, 6.2717466E+001, 5.2169769E+001
 1.5758621E+000, 1.9213019E+002, 1.8699553E+002, 2.3062918E-001, 6.3334468E-001, 4.9984563E-003, 6.3121061E-001, 1.6645344E-004, 9.7046334E-004, 1.8087088E-001, 1.8767525E+002, 1.7108337E+002, 1.7612885E+002, 1.8006514E+002, 7.1788555E+001, 5.3783502E+001
 1.6775862E+000, 1.9359530E+002, 1.8895753E+002, 2.6785806E-001, 6.2275907E-001, 3.6709601E-003, 6.2710138E-001, 1.6819023E-004, 9.8058924E-004, 1.8059241E-001, 1.9229127E+002, 1.7936293E+002, 1.8138531E+002, 1.8288347E+002, 8.3692458E+001, 5.9191273E+001
 1.7793103E+000, 1.9582675E+002, 1.9180754E+002, 2.7806384E-001, 6.1043418E-001, 1.8373903E-003, 6.2113431E-001, 1.7073086E-004, 9.9540171E-004, 1.8018507E-001, 1.9843665E+002, 1.9703612E+002, 1.8619685E+002, 1.8232554E+002, 9.7681007E+001, 7.1672704E+001
 1.8810345E+000, 1.9743916E+002, 1.9391799E+002, 2.9811747E-001, 6.2213325E-001, 9.6681242E-004, 6.1630024E-001, 1.7277598E-004, 1.0073253E-003, 1.7985717E-001, 2.0202662E+002, 1.9866301E+002, 1.8824109E+002, 1.8509013E+002, 1.1424272E+002, 7.5984777E+001
 1.9827586E+000, 1.9845881E+002, 1.9518960E+002, 3.2489772E-001, 6.3446576E-001, 7.4824500E-004, 6.1429708E-001, 1.7378568E-004, 1.0132120E-003, 1.7969528E-001, 2.0957886E+002, 1.9907138E+002, 1.9195469E+002, 1.9190680E+002, 1.3321551E+002, 8.9558550E+001
 2.0844828E+000, 2.0117789E+002, 1.9831119E+002, 3.3409694E-001, 6.4911148E-001, 5.5623904E-004, 6.1038665E-001, 1.7600945E-004, 1.0261771E-003, 1.7933874E-001, 2.1307741E+002, 2.0272869E+002, 1.9342919E+002, 1.9166649E+002, 1.5505335E+002, 1.1106585E+002
 2.1862069E+000, 2.0251278E+002, 1.9979673E+002, 3.4787487E-001, 6.6808233E-001, 4.4751071E-004, 6.0973494E-001, 1.7674956E-004, 1.0304922E-003, 1.7922007E-001, 2.1800366E+002, 2.1175440E+002, 1.9635763E+002, 1.9001899E+002, 1.7590681E+002, 1.2824134E+002
 2.2879310E+000, 2.0527049E+002, 2.0295948E+002, 3.6343520E-001, 6.9107873E-001, 2.6958903E-004, 6.0815816E-001, 1.7838115E-004, 1.0400047E-003, 1.7895847E-001, 2.2151675E+002, 2.1427911E+002, 1.9985200E+002, 1.9369004E+002, 1.9190182E+002, 1.5816096E+002
 2.3896552E+000, 2.0916612E+002, 2.0732298E+002, 3.7068596E-001, 7.7020712E-001, 1.6951285E-004, 6.0631952E-001, 1.8055597E-004, 1.0526844E-003, 1.7860978E-001, 2.2270489E+002, 2.1485203E+002, 2.0152786E+002, 1.9504868E+002, 2.0238362E+002, 1.7468339E+002
 2.4913793E+000, 2.1160484E+002, 2.1000082E+002, 3.6246285E-001, 7.7801065E-001, 1.3300980E-004, 6.0460925E-001, 1.8207933E-004, 1.0615660E-003, 1.7836553E-001, 2.2546244E+002, 2.1617736E+002, 2.0562340E+002, 2.1008427E+002, 2.0893492E+002, 1.7222239E+002
 2.5931034E+000, 2.1867835E+002, 2.1773014E+002, 3.4833376E-001, 8.8869772E-001, 1.3773927E-004, 5.9981790E-001, 1.8656460E-004, 1.0877162E-003, 1.7764640E-001, 2.2710897E+002, 2.1738472E+002, 2.0816786E+002, 2.1626511E+002, 2.1546237E+002, 1.9716104E+002
 2.6948276E+000, 2.2959466E+002, 2.2955967E+002, 3.2264974E-001, 1.1500466E+000, 1.6992857E-004, 5.9225273E-001, 1.9366353E-004, 1.1291047E-003, 1.7650821E-001, 2.3155939E+002, 2.2166150E+002, 2.1706181E+002, 2.2023071E+002, 2.1246075E+002, 2.0773711E+002
 2.7965517E+000, 2.3816639E+002, 2.3882206E+002, 2.4624047E-001, 1.3980274E+000, 1.9582279E-004, 5.8457957E-001, 1.9991531E-004, 1.1655540E-003, 1.7550584E-001, 2.3865422E+002, 2.2588667E+002, 2.3234536E+002, 2.1802344E+002, 1.9783807E+002, 2.0679801E+002
 2.8982759E+000, 2.5829081E+002, 2.6139652E+002, 1.9382460E-001, 2.2285214E+000, 4.2508919E-004, 5.6383709E-001, 2.1655365E-004, 1.2625595E-003, 1.7283817E-001, 2.4307496E+002, 2.2505233E+002, 2.4200667E+002, 2.1757461E+002, 1.6567623E+002, 1.7200189E+002
 2.9993750E+000, 2.6430351E+002, 2.6855996E+002, 0.0000000E+000, 2.8215726E+000, 6.0457318E-004, 5.5165874E-001, 2.2447554E-004, 1.3087460E-003, 1.7156803E-001, 2.4657599E+002, 2.1844998E+002, 2.5763565E+002, 2.1908698E+002, 1.3430357E+002, 1.3032414E+002
