m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 5.0000000E-002, 9.2317471E+002, 1.0155490E+003, 1.7769856E-001, 2.6515641E+000, 5.4048549E+003, 4.3603995E-001, 6.9663095E-004, 4.0615249E-003, 9.3275645E-002, 4.3194183E+001, 4.7156463E+001, 9.7600866E+001, 9.9272042E+001, 3.9502636E+001, 3.9207872E+001
 1.5172414E-001, 4.0474482E+002, 2.6781916E+002, 2.4722390E-001, 1.9524187E+000, 4.6803085E+002, 9.7371443E-001, 1.6050734E-004, 9.3579615E-004, 1.8174266E-001, 4.6495760E+001, 6.4812965E+001, 5.4879657E+001, 5.8746716E+001, 4.0283136E+001, 3.9813912E+001
 2.5344828E-001, 2.2847910E+002, 1.2970253E+002, 1.0800817E-001, 1.4415827E+000, 2.4757078E+001, 1.0686952E+000, 9.4437746E-005, 5.5059462E-004, 1.9241406E-001, 5.1357743E+001, 7.1731239E+001, 7.5226989E+001, 7.6260814E+001, 4.1253506E+001, 4.0406111E+001
 3.5517241E-001, 2.1526641E+002, 1.3245260E+002, 1.8539861E-002, 1.2306513E+000, 1.2630293E+001, 9.6481974E-001, 1.0183369E-004, 5.9371472E-004, 1.9122994E-001, 5.4916520E+001, 6.7924570E+001, 8.8823143E+001, 8.6529496E+001, 4.2111735E+001, 4.1719434E+001
 4.5689655E-001, 2.0024681E+002, 1.4151222E+002,-3.1979051E-003, 1.0542660E+000, 4.5999171E+000, 8.4706557E-001, 1.1452017E-004, 6.6767993E-004, 1.8919675E-001, 6.5263161E+001, 6.1546406E+001, 1.0943154E+002, 9.1801982E+001, 4.2836160E+001, 4.3450958E+001
 5.5862069E-001, 1.9470500E+002, 1.4467983E+002, 1.0132066E-002, 1.0173767E+000, 3.3191349E+000, 8.1875604E-001, 1.1864445E-004, 6.9172547E-004, 1.8853569E-001, 7.2801653E+001, 6.5625494E+001, 1.1590552E+002, 9.1870654E+001, 4.3739822E+001, 4.4341727E+001
 6.6034483E-001, 1.8663094E+002, 1.4998701E+002, 1.7283370E-002, 9.5492280E-001, 1.6214536E+000, 7.8246530E-001, 1.2504231E-004, 7.2902651E-004, 1.8751021E-001, 9.0950691E+001, 8.5741027E+001, 1.2543649E+002, 9.7148051E+001, 4.3921268E+001, 4.4228792E+001
 7.6206897E-001, 1.8100636E+002, 1.5426721E+002, 2.6129337E-002, 8.7292130E-001, 4.9797416E-001, 7.5322012E-001, 1.3039198E-004, 7.6021637E-004, 1.8665266E-001, 1.0592951E+002, 9.9491338E+001, 1.3343732E+002, 1.0159801E+002, 4.4064287E+001, 4.4260783E+001
 8.6379310E-001, 1.8077620E+002, 1.5792487E+002, 4.1148015E-002, 8.2896724E-001, 2.8317102E-001, 7.3775836E-001, 1.3408244E-004, 7.8173268E-004, 1.8606098E-001, 1.1261940E+002, 1.0363275E+002, 1.3730791E+002, 1.0463993E+002, 4.4265115E+001, 4.4278947E+001
 9.6551724E-001, 1.8231966E+002, 1.6515904E+002, 4.6037939E-002, 7.6600863E-001, 1.2599760E-001, 7.0746374E-001, 1.4198187E-004, 8.2778820E-004, 1.8479446E-001, 1.2645902E+002, 1.0783593E+002, 1.4573752E+002, 1.3318977E+002, 4.4661988E+001, 4.4275614E+001
 1.0672414E+000, 1.8360217E+002, 1.7060028E+002, 4.7587937E-002, 7.2054011E-001, 4.8314143E-002, 6.8485412E-001, 1.4827901E-004, 8.6450206E-004, 1.8378483E-001, 1.3389971E+002, 1.1099952E+002, 1.4967832E+002, 1.4954395E+002, 4.5528897E+001, 4.4652548E+001
