C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.5776305E+002, 1.5500783E+002, 1.5290198E+002, 1.5094658E+002, 1.4936900E+002, 1.4818604E+002, 1.4750594E+002, 1.4472960E+002, 1.4309761E+002, 1.4107268E+002, 1.3883720E+002, 1.3739810E+002, 1.3727878E+002, 1.4061352E+002, 1.5093085E+002
 1.6053275E+002, 1.5808914E+002, 1.5621186E+002, 1.5441610E+002, 1.5320494E+002, 1.5210920E+002, 1.5155442E+002, 1.4970478E+002, 1.4839716E+002, 1.4720452E+002, 1.4548504E+002, 1.4414839E+002, 1.4309934E+002, 1.4483175E+002, 1.5607583E+002
 1.6320744E+002, 1.6087501E+002, 1.5892655E+002, 1.5751137E+002, 1.5663506E+002, 1.5595084E+002, 1.5546173E+002, 1.5414656E+002, 1.5327319E+002, 1.5260377E+002, 1.5139826E+002, 1.5068714E+002, 1.4904235E+002, 1.4942127E+002, 1.5897094E+002
 1.6574506E+002, 1.6349558E+002, 1.6134805E+002, 1.6020708E+002, 1.5963118E+002, 1.5912163E+002, 1.5892628E+002, 1.5816064E+002, 1.5733711E+002, 1.5716434E+002, 1.5634063E+002, 1.5624253E+002, 1.5496727E+002, 1.5529006E+002, 1.6302409E+002
 1.6805158E+002, 1.6592866E+002, 1.6378042E+002, 1.6267632E+002, 1.6230765E+002, 1.6181536E+002, 1.6170515E+002, 1.6119843E+002, 1.6069340E+002, 1.6080669E+002, 1.6008717E+002, 1.6055210E+002, 1.5990764E+002, 1.6177901E+002, 1.6866638E+002
 1.7158278E+002, 1.7029735E+002, 1.6870191E+002, 1.6710339E+002, 1.6643653E+002, 1.6590446E+002, 1.6595559E+002, 1.6560439E+002, 1.6529426E+002, 1.6579733E+002, 1.6589470E+002, 1.6723301E+002, 1.6820799E+002, 1.7495165E+002, 1.8522174E+002
 1.7303705E+002, 1.7186711E+002, 1.7052773E+002, 1.6913210E+002, 1.6829592E+002, 1.6775431E+002, 1.6777190E+002, 1.6761709E+002, 1.6755759E+002, 1.6818398E+002, 1.6868356E+002, 1.7079530E+002, 1.7285131E+002, 1.8233494E+002, 1.9375911E+002
 1.7412451E+002, 1.7298958E+002, 1.7180159E+002, 1.7072553E+002, 1.7003008E+002, 1.6947090E+002, 1.6940922E+002, 1.6969836E+002, 1.6997696E+002, 1.7059639E+002, 1.7152410E+002, 1.7409890E+002, 1.7767441E+002, 1.9023596E+002, 2.0123877E+002
 1.7529567E+002, 1.7418353E+002, 1.7308061E+002, 1.7225187E+002, 1.7164837E+002, 1.7118770E+002, 1.7118764E+002, 1.7190414E+002, 1.7235204E+002, 1.7300896E+002, 1.7438264E+002, 1.7753964E+002, 1.8273098E+002, 1.9830726E+002, 2.0617785E+002
 1.7692167E+002, 1.7576992E+002, 1.7468933E+002, 1.7389473E+002, 1.7331755E+002, 1.7309566E+002, 1.7322712E+002, 1.7406390E+002, 1.7464291E+002, 1.7553486E+002, 1.7744009E+002, 1.8094759E+002, 1.8693570E+002, 2.0415054E+002, 2.0860593E+002
 1.8108955E+002, 1.7989564E+002, 1.7900860E+002, 1.7822178E+002, 1.7759251E+002, 1.7743448E+002, 1.7790544E+002, 1.7871827E+002, 1.7968173E+002, 1.8122447E+002, 1.8392145E+002, 1.8761796E+002, 1.9300702E+002, 2.0833504E+002, 2.1092097E+002
 1.8420310E+002, 1.8273329E+002, 1.8167790E+002, 1.8086541E+002, 1.8041874E+002, 1.8037233E+002, 1.8085023E+002, 1.8208702E+002, 1.8300277E+002, 1.8447548E+002, 1.8713199E+002, 1.9068650E+002, 1.9598023E+002, 2.0958951E+002, 2.1187428E+002
 1.8888142E+002, 1.8695456E+002, 1.8545766E+002, 1.8466774E+002, 1.8413038E+002, 1.8388802E+002, 1.8437508E+002, 1.8581136E+002, 1.8682850E+002, 1.8820387E+002, 1.9056223E+002, 1.9395564E+002, 1.9891867E+002, 2.1107833E+002, 2.1284543E+002
 1.9493034E+002, 1.9288702E+002, 1.9104027E+002, 1.8989559E+002, 1.8916081E+002, 1.8888517E+002, 1.8907210E+002, 1.9018182E+002, 1.9124159E+002, 1.9247882E+002, 1.9444940E+002, 1.9750754E+002, 2.0179857E+002, 2.1236153E+002, 2.1363348E+002
 2.0202832E+002, 2.0023288E+002, 1.9860525E+002, 1.9727989E+002, 1.9637853E+002, 1.9571134E+002, 1.9535411E+002, 1.9564856E+002, 1.9637338E+002, 1.9752237E+002, 1.9893536E+002, 2.0134427E+002, 2.0482153E+002, 2.1391936E+002, 2.1432774E+002
 2.2300211E+002, 2.2115532E+002, 2.1941793E+002, 2.1780347E+002, 2.1630819E+002, 2.1503068E+002, 2.1390308E+002, 2.1224074E+002, 2.1178670E+002, 2.1161630E+002, 2.1172366E+002, 2.1225885E+002, 2.1350797E+002, 2.1697333E+002, 2.1497857E+002
 2.3524831E+002, 2.3332371E+002, 2.3140351E+002, 2.2955216E+002, 2.2780790E+002, 2.2625595E+002, 2.2477688E+002, 2.2209344E+002, 2.2098180E+002, 2.1998631E+002, 2.1920796E+002, 2.1863939E+002, 2.1839847E+002, 2.1790951E+002, 2.1472347E+002
 2.4648530E+002, 2.4407804E+002, 2.4168934E+002, 2.3931198E+002, 2.3698996E+002, 2.3475704E+002, 2.3262240E+002, 2.2863117E+002, 2.2678349E+002, 2.2504108E+002, 2.2339398E+002, 2.2185231E+002, 2.2037292E+002, 2.1732160E+002, 2.1392203E+002
