m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
Height,line_thermocouple,line_temperature,line_w_velocity,line_velocity,line_hrrpuv,line_visibility,line_volume_fraction_carbon_monoxide,line_volume_fraction_soot,line_volume_fraction_oxygen,gridconv_T_center,gridconv_T_center_avg,gridconv_T_center_05m,gridconv_T_center_05m_avg,gridconv_T_edge,gridconv_T_edge_avg
 1.8810345E+000, 2.2223763E+002, 2.1009619E+002, 9.3950440E-001, 1.2564488E+000, 1.0655418E+000, 6.7133698E-001, 1.5678075E-004, 9.1406922E-004, 1.8242153E-001, 2.0786467E+002, 2.0288865E+002, 1.9458325E+002, 2.1497877E+002, 6.3378222E+001, 5.8616275E+001
 1.9827586E+000, 2.2223763E+002, 2.1009619E+002, 9.0971724E-001, 1.2564488E+000, 1.0655418E+000, 6.7133698E-001, 1.5678075E-004, 9.1406922E-004, 1.8242153E-001, 2.0786467E+002, 2.0288865E+002, 1.9458325E+002, 2.1497877E+002, 6.3378222E+001, 5.8616275E+001
 2.0844828E+000, 2.2205116E+002, 2.1180398E+002, 8.6411335E-001, 1.2029177E+000, 7.0983351E-001, 6.6460660E-001, 1.5875722E-004, 9.2559249E-004, 1.8210471E-001, 2.1270285E+002, 2.0582863E+002, 1.9905282E+002, 2.1054123E+002, 7.1859226E+001, 6.6195141E+001
 2.1862069E+000, 2.2423461E+002, 2.1569600E+002, 8.6411335E-001, 1.1499758E+000, 4.8370570E-001, 6.5764104E-001, 1.6162218E-004, 9.4229590E-004, 1.8164540E-001, 2.1270285E+002, 2.0582863E+002, 1.9905282E+002, 2.1054123E+002, 7.1859226E+001, 6.6195141E+001
 2.2879310E+000, 2.2423461E+002, 2.1569600E+002, 8.2373205E-001, 1.1499758E+000, 4.8370570E-001, 6.5764104E-001, 1.6162218E-004, 9.4229590E-004, 1.8164540E-001, 2.1685306E+002, 2.0755832E+002, 2.0418716E+002, 2.1066937E+002, 7.1859226E+001, 6.6195141E+001
 2.3896552E+000, 2.2756929E+002, 2.2089092E+002, 8.2373205E-001, 1.1198585E+000, 3.2911744E-001, 6.5137357E-001, 1.6482524E-004, 9.6097052E-004, 1.8113187E-001, 2.2009430E+002, 2.0975358E+002, 2.1035007E+002, 2.0994100E+002, 7.6202802E+001, 7.1618534E+001
 2.4913793E+000, 2.2756929E+002, 2.2089092E+002, 7.6594507E-001, 1.1198585E+000, 3.2911744E-001, 6.5137357E-001, 1.6482524E-004, 9.6097052E-004, 1.8113187E-001, 2.2009430E+002, 2.0975358E+002, 2.1035007E+002, 2.0994100E+002, 7.6202802E+001, 7.1618534E+001
 2.5931034E+000, 2.3313660E+002, 2.2842123E+002, 6.6048161E-001, 1.1753091E+000, 2.3065771E-001, 6.4427921E-001, 1.6910415E-004, 9.8591757E-004, 1.8044584E-001, 2.2454828E+002, 2.1379950E+002, 2.1876401E+002, 2.1017886E+002, 7.6365958E+001, 7.5725005E+001
 2.6948276E+000, 2.4322150E+002, 2.4039897E+002, 6.6048161E-001, 1.3657974E+000, 1.8128599E-001, 6.3158395E-001, 1.7664302E-004, 1.0298710E-003, 1.7923712E-001, 2.2454828E+002, 2.1379950E+002, 2.1876401E+002, 2.1017886E+002, 7.6365958E+001, 7.5725005E+001
 2.7965517E+000, 2.4322150E+002, 2.4039897E+002, 4.5041576E-001, 1.3657974E+000, 1.8128599E-001, 6.3158395E-001, 1.7664302E-004, 1.0298710E-003, 1.7923712E-001, 2.2963742E+002, 2.1444970E+002, 2.2984390E+002, 2.1360264E+002, 7.6365958E+001, 7.5725005E+001
 2.8982759E+000, 2.5434603E+002, 2.5429845E+002, 4.5041576E-001, 1.9650033E+000, 1.4130374E-001, 6.1133251E-001, 1.8750474E-004, 1.0931974E-003, 1.7749564E-001, 2.3416565E+002, 2.1390781E+002, 2.4230219E+002, 2.2137732E+002, 7.9772687E+001, 7.5893930E+001
 2.9983333E+000, 2.5434603E+002, 2.5429845E+002, 0.0000000E+000, 1.9650033E+000, 1.4130374E-001, 6.1133251E-001, 1.8750474E-004, 1.0931974E-003, 1.7749564E-001, 2.3416565E+002, 2.1390781E+002, 2.4230219E+002, 2.2137732E+002, 7.9772687E+001, 7.5893930E+001
