,,s,s,s
    3500,2026-06-23T16:05:23.156+09:00, 0.691E-02,  24.10534, 0.21202E+04
    3600,2026-06-23T16:06:20.175+09:00, 0.544E-02,  24.71991, 0.21726E+04
    3700,2026-06-23T16:07:14.748+09:00, 0.658E-02,  25.34710, 0.22241E+04
    3800,2026-06-23T16:08:10.146+09:00, 0.695E-02,  25.98879, 0.22763E+04
    3900,2026-06-23T16:09:49.752+09:00, 0.672E-02,  26.63989, 0.23612E+04
    4000,2026-06-23T16:10:44.312+09:00, 0.650E-02,  27.31308, 0.24128E+04
    4100,2026-06-23T16:11:40.009+09:00, 0.615E-02,  27.98494, 0.24646E+04
    4200,2026-06-23T16:12:58.944+09:00, 0.733E-02,  28.64557, 0.25269E+04
    4300,2026-06-23T16:13:58.085+09:00, 0.757E-02,  29.35963, 0.25790E+04
    4400,2026-06-23T16:15:18.582+09:00, 0.647E-02,  30.09359, 0.26436E+04
    4500,2026-06-23T16:16:14.088+09:00, 0.691E-02,  30.81468, 0.26950E+04
    4600,2026-06-23T16:17:13.544+09:00, 0.684E-02,  31.51486, 0.27476E+04
    4700,2026-06-23T16:18:29.862+09:00, 0.744E-02,  32.22665, 0.28115E+04
    4800,2026-06-23T16:19:24.467+09:00, 0.799E-02,  32.96767, 0.28628E+04
    4900,2026-06-23T16:20:20.827+09:00, 0.656E-02,  33.71327, 0.29150E+04
    5000,2026-06-23T16:21:52.524+09:00, 0.676E-02,  34.38866, 0.29895E+04
    5100,2026-06-23T16:22:49.211+09:00, 0.692E-02,  35.07376, 0.30419E+04
    5200,2026-06-23T16:23:44.062+09:00, 0.828E-02,  35.81662, 0.30935E+04
    5300,2026-06-23T16:24:59.699+09:00, 0.785E-02,  36.57793, 0.31545E+04
    5400,2026-06-23T16:25:55.306+09:00, 0.785E-02,  37.36295, 0.32065E+04
    5500,2026-06-23T16:27:06.782+09:00, 0.702E-02,  38.08973, 0.32670E+04
    5600,2026-06-23T16:28:01.290+09:00, 0.821E-02,  38.82298, 0.33189E+04
    5700,2026-06-23T16:29:02.035+09:00, 0.724E-02,  39.53341, 0.33720E+04
    5800,2026-06-23T16:30:16.060+09:00, 0.690E-02,  40.28052, 0.34328E+04
    5900,2026-06-23T16:31:14.066+09:00, 0.662E-02,  40.95524, 0.34849E+04
    6000,2026-06-23T16:32:12.010+09:00, 0.801E-02,  41.67526, 0.35367E+04
    6100,2026-06-23T16:33:26.976+09:00, 0.792E-02,  42.43875, 0.35995E+04
    6200,2026-06-23T16:34:25.914+09:00, 0.827E-02,  43.20664, 0.36518E+04
    6300,2026-06-23T16:35:20.907+09:00, 0.664E-02,  43.93987, 0.37040E+04
    6400,2026-06-23T16:36:33.079+09:00, 0.730E-02,  44.67002, 0.37626E+04
    6500,2026-06-23T16:37:26.379+09:00, 0.745E-02,  45.32193, 0.38145E+04
    6600,2026-06-23T16:38:49.036+09:00, 0.778E-02,  46.07035, 0.38842E+04
    6700,2026-06-23T16:39:49.774+09:00, 0.805E-02,  46.81021, 0.39384E+04
    6800,2026-06-23T16:40:45.805+09:00, 0.771E-02,  47.62712, 0.39906E+04
    6900,2026-06-23T16:42:05.567+09:00, 0.727E-02,  48.43329, 0.40539E+04
    7000,2026-06-23T16:43:00.259+09:00, 0.804E-02,  49.16510, 0.41060E+04
    7100,2026-06-23T16:43:54.291+09:00, 0.734E-02,  49.88731, 0.41573E+04
    7200,2026-06-23T16:45:17.796+09:00, 0.807E-02,  50.66138, 0.42217E+04
    7300,2026-06-23T16:46:14.343+09:00, 0.785E-02,  51.47251, 0.42733E+04
    7400,2026-06-23T16:47:38.347+09:00, 0.855E-02,  52.23229, 0.43346E+04
    7500,2026-06-23T16:48:33.227+09:00, 0.732E-02,  53.02494, 0.43864E+04
    7600,2026-06-23T16:49:30.828+09:00, 0.831E-02,  53.81370, 0.44382E+04
    7700,2026-06-23T16:50:51.397+09:00, 0.885E-02,  54.56345, 0.45020E+04
    7800,2026-06-23T16:51:46.404+09:00, 0.773E-02,  55.38778, 0.45538E+04
    7900,2026-06-23T16:53:20.211+09:00, 0.823E-02,  56.20814, 0.46237E+04
    8000,2026-06-23T16:54:14.678+09:00, 0.871E-02,  57.07929, 0.46753E+04
    8100,2026-06-23T16:55:09.966+09:00, 0.753E-02,  57.89523, 0.47270E+04
    8200,2026-06-23T16:56:26.463+09:00, 0.828E-02,  58.66318, 0.47920E+04
    8300,2026-06-23T16:57:23.953+09:00, 0.884E-02,  59.42206, 0.48433E+04
    8400,2026-06-23T16:58:46.619+09:00, 0.838E-02,  60.18220, 0.49080E+04
    8500,2026-06-23T16:59:43.428+09:00, 0.877E-02,  60.93682, 0.49590E+04
    8600,2026-06-23T17:00:37.633+09:00, 0.859E-02,  61.82476, 0.50102E+04
    8700,2026-06-23T17:01:57.064+09:00, 0.772E-02,  62.68062, 0.50697E+04
    8800,2026-06-23T17:02:53.437+09:00, 0.918E-02,  63.54859, 0.51211E+04
    8900,2026-06-23T17:04:06.613+09:00, 0.813E-02,  64.46942, 0.51784E+04
    9000,2026-06-23T17:05:03.110+09:00, 0.777E-02,  65.29583, 0.52300E+04
    9100,2026-06-23T17:06:29.883+09:00, 0.726E-02,  66.14648, 0.52958E+04
    9200,2026-06-23T17:07:26.677+09:00, 0.839E-02,  67.02240, 0.53481E+04
    9300,2026-06-23T17:08:22.286+09:00, 0.820E-02,  67.87280, 0.54005E+04
    9400,2026-06-23T17:09:39.433+09:00, 0.865E-02,  68.74588, 0.54632E+04
    9500,2026-06-23T17:10:39.306+09:00, 0.802E-02,  69.55947, 0.55162E+04
    9600,2026-06-23T17:11:51.934+09:00, 0.790E-02,  70.34682, 0.55746E+04
    9700,2026-06-23T17:12:46.754+09:00, 0.105E-01,  71.21834, 0.56253E+04
    9800,2026-06-23T17:13:59.261+09:00, 0.904E-02,  72.02104, 0.56851E+04
    9900,2026-06-23T17:14:54.066+09:00, 0.691E-02,  72.77759, 0.57370E+04
   10000,2026-06-23T17:15:48.296+09:00, 0.890E-02,  73.60436, 0.57880E+04
   10100,2026-06-23T17:17:10.095+09:00, 0.780E-02,  74.48511, 0.58496E+04
   10200,2026-06-23T17:18:08.388+09:00, 0.841E-02,  75.28330, 0.59027E+04
   10300,2026-06-23T17:19:30.614+09:00, 0.758E-02,  76.11725, 0.59608E+04
   10400,2026-06-23T17:20:28.818+09:00, 0.797E-02,  76.98660, 0.60132E+04
   10500,2026-06-23T17:21:25.329+09:00, 0.832E-02,  77.83110, 0.60651E+04
   10600,2026-06-23T17:22:44.826+09:00, 0.809E-02,  78.63489, 0.61290E+04
   10700,2026-06-23T17:23:39.442+09:00, 0.784E-02,  79.45547, 0.61802E+04
   10800,2026-06-23T17:24:48.963+09:00, 0.755E-02,  80.27984, 0.62359E+04
   10900,2026-06-23T17:25:44.950+09:00, 0.797E-02,  81.03096, 0.62877E+04
   11000,2026-06-23T17:26:39.757+09:00, 0.789E-02,  81.81088, 0.63399E+04
   11100,2026-06-23T17:27:48.173+09:00, 0.810E-02,  82.65468, 0.63956E+04
   11200,2026-06-23T17:28:44.582+09:00, 0.942E-02,  83.55374, 0.64472E+04
   11300,2026-06-23T17:29:57.968+09:00, 0.711E-02,  84.33397, 0.65058E+04
   11400,2026-06-23T17:30:51.829+09:00, 0.837E-02,  85.09829, 0.65565E+04
   11500,2026-06-23T17:31:47.687+09:00, 0.903E-02,  85.88535, 0.66079E+04
   11600,2026-06-23T17:32:56.286+09:00, 0.854E-02,  86.68574, 0.66650E+04
   11700,2026-06-23T17:33:54.281+09:00, 0.718E-02,  87.53601, 0.67169E+04
   11800,2026-06-23T17:35:13.661+09:00, 0.790E-02,  88.29449, 0.67785E+04
   11900,2026-06-23T17:36:09.805+09:00, 0.813E-02,  89.11124, 0.68294E+04
   12000,2026-06-23T17:37:04.746+09:00, 0.808E-02,  89.91003, 0.68814E+04
   12100,2026-06-23T17:38:17.643+09:00, 0.731E-02,  90.65921, 0.69381E+04
   12200,2026-06-23T17:39:14.670+09:00, 0.824E-02,  91.45904, 0.69893E+04
   12300,2026-06-23T17:40:25.960+09:00, 0.716E-02,  92.25130, 0.70460E+04
   12400,2026-06-23T17:41:20.130+09:00, 0.787E-02,  93.03356, 0.70971E+04
   12500,2026-06-23T17:42:16.503+09:00, 0.829E-02,  93.88002, 0.71478E+04
   12600,2026-06-23T17:43:27.126+09:00, 0.936E-02,  94.76717, 0.72032E+04
   12700,2026-06-23T17:44:23.345+09:00, 0.685E-02,  95.54581, 0.72548E+04
   12800,2026-06-23T17:45:30.616+09:00, 0.760E-02,  96.30729, 0.73100E+04
   12900,2026-06-23T17:46:25.609+09:00, 0.903E-02,  97.13101, 0.73616E+04
   13000,2026-06-23T17:47:24.088+09:00, 0.740E-02,  97.95550, 0.74139E+04
   13100,2026-06-23T17:48:33.859+09:00, 0.796E-02,  98.74302, 0.74711E+04
   13200,2026-06-23T17:49:28.628+09:00, 0.636E-02,  99.48037, 0.75230E+04
   13300,2026-06-23T17:50:46.209+09:00, 0.797E-02, 100.35158, 0.75824E+04
   13400,2026-06-23T17:51:45.088+09:00, 0.877E-02, 101.21027, 0.76346E+04
   13500,2026-06-23T17:52:53.024+09:00, 0.846E-02, 102.01807, 0.76903E+04
   13600,2026-06-23T17:53:50.322+09:00, 0.930E-02, 102.86902, 0.77424E+04
   13700,2026-06-23T17:54:46.371+09:00, 0.801E-02, 103.61639, 0.77943E+04
   13800,2026-06-23T17:55:59.618+09:00, 0.772E-02, 104.45268, 0.78523E+04
   13900,2026-06-23T17:56:58.909+09:00, 0.733E-02, 105.23772, 0.79048E+04
   14000,2026-06-23T17:58:07.621+09:00, 0.731E-02, 106.08973, 0.79599E+04
   14100,2026-06-23T17:59:03.272+09:00, 0.682E-02, 106.87285, 0.80119E+04
   14200,2026-06-23T18:00:06.891+09:00, 0.826E-02, 107.66212, 0.80644E+04
   14300,2026-06-23T18:01:16.634+09:00, 0.966E-02, 108.47838, 0.81190E+04
   14400,2026-06-23T18:02:13.701+09:00, 0.751E-02, 109.26518, 0.81702E+04
   14500,2026-06-23T18:03:25.283+09:00, 0.805E-02, 110.09451, 0.82279E+04
   14600,2026-06-23T18:04:22.500+09:00, 0.792E-02, 110.91841, 0.82797E+04
   14700,2026-06-23T18:05:16.355+09:00, 0.937E-02, 111.76452, 0.83302E+04
   14800,2026-06-23T18:06:30.031+09:00, 0.862E-02, 112.57482, 0.83886E+04
   14900,2026-06-23T18:07:28.160+09:00, 0.704E-02, 113.35640, 0.84406E+04
   15000,2026-06-23T18:08:35.571+09:00, 0.761E-02, 114.11508, 0.84951E+04
   15100,2026-06-23T18:09:35.135+09:00, 0.770E-02, 114.88397, 0.85483E+04
   15200,2026-06-23T18:10:29.725+09:00, 0.817E-02, 115.71009, 0.86000E+04
   15300,2026-06-23T18:11:42.133+09:00, 0.775E-02, 116.57366, 0.86547E+04
   15400,2026-06-23T18:12:45.513+09:00, 0.853E-02, 117.40651, 0.87068E+04
   15500,2026-06-23T18:13:53.004+09:00, 0.797E-02, 118.22478, 0.87623E+04
   15600,2026-06-23T18:14:47.683+09:00, 0.812E-02, 119.02409, 0.88136E+04
   15700,2026-06-23T18:15:45.210+09:00, 0.742E-02, 119.85363, 0.88655E+04
   15800,2026-06-23T18:17:00.055+09:00, 0.816E-02, 120.64040, 0.89224E+04
   15900,2026-06-23T18:17:55.193+09:00, 0.753E-02, 121.46251, 0.89740E+04
   16000,2026-06-23T18:19:12.245+09:00, 0.828E-02, 122.27549, 0.90335E+04
   16100,2026-06-23T18:20:07.961+09:00, 0.860E-02, 123.03984, 0.90852E+04
   16200,2026-06-23T18:21:04.753+09:00, 0.730E-02, 123.85695, 0.91375E+04
   16300,2026-06-23T18:22:30.824+09:00, 0.779E-02, 124.67341, 0.91987E+04
   16400,2026-06-23T18:23:24.706+09:00, 0.822E-02, 125.50454, 0.92497E+04
   16500,2026-06-23T18:24:34.607+09:00, 0.740E-02, 126.31226, 0.93054E+04
   16600,2026-06-23T18:25:31.208+09:00, 0.954E-02, 127.14837, 0.93571E+04
   16700,2026-06-23T18:26:46.660+09:00, 0.786E-02, 128.02705, 0.94140E+04
   16800,2026-06-23T18:27:41.260+09:00, 0.709E-02, 128.81595, 0.94653E+04
   16900,2026-06-23T18:28:37.742+09:00, 0.858E-02, 129.64456, 0.95168E+04
   17000,2026-06-23T18:29:58.742+09:00, 0.776E-02, 130.38978, 0.95756E+04
   17100,2026-06-23T18:30:55.869+09:00, 0.766E-02, 131.20131, 0.96279E+04
   17200,2026-06-23T18:32:02.429+09:00, 0.814E-02, 132.00110, 0.96828E+04
   17300,2026-06-23T18:32:57.448+09:00, 0.758E-02, 132.83890, 0.97341E+04
   17400,2026-06-23T18:33:54.553+09:00, 0.804E-02, 133.66908, 0.97863E+04
   17500,2026-06-23T18:35:09.895+09:00, 0.850E-02, 134.52980, 0.98424E+04
   17600,2026-06-23T18:36:04.823+09:00, 0.832E-02, 135.32956, 0.98943E+04
   17700,2026-06-23T18:37:25.505+09:00, 0.666E-02, 136.09084, 0.99539E+04
   17800,2026-06-23T18:38:20.738+09:00, 0.676E-02, 136.88360, 0.10006E+05
   17900,2026-06-23T18:39:15.833+09:00, 0.799E-02, 137.69647, 0.10058E+05
   18000,2026-06-23T18:40:40.880+09:00, 0.845E-02, 138.49861, 0.10116E+05
   18100,2026-06-23T18:41:37.399+09:00, 0.732E-02, 139.26660, 0.10168E+05
   18200,2026-06-23T18:42:33.375+09:00, 0.732E-02, 139.99900, 0.10219E+05
   18300,2026-06-23T18:43:45.398+09:00, 0.796E-02, 140.77382, 0.10275E+05
   18400,2026-06-23T18:44:39.233+09:00, 0.927E-02, 141.69238, 0.10326E+05
   18500,2026-06-23T18:45:50.933+09:00, 0.799E-02, 142.59614, 0.10384E+05
   18600,2026-06-23T18:46:46.572+09:00, 0.784E-02, 143.44344, 0.10435E+05
   18700,2026-06-23T18:47:55.260+09:00, 0.796E-02, 144.26462, 0.10492E+05
   18800,2026-06-23T18:48:52.665+09:00, 0.852E-02, 145.17463, 0.10544E+05
   18900,2026-06-23T18:49:49.649+09:00, 0.802E-02, 145.96976, 0.10596E+05
   19000,2026-06-23T18:51:01.481+09:00, 0.882E-02, 146.83941, 0.10652E+05
   19100,2026-06-23T18:51:57.950+09:00, 0.693E-02, 147.65934, 0.10704E+05
   19200,2026-06-23T18:53:08.084+09:00, 0.799E-02, 148.41543, 0.10760E+05
   19300,2026-06-23T18:54:02.513+09:00, 0.734E-02, 149.21222, 0.10811E+05
   19400,2026-06-23T18:54:58.845+09:00, 0.726E-02, 149.97142, 0.10861E+05
   19500,2026-06-23T18:56:15.221+09:00, 0.856E-02, 150.73752, 0.10917E+05
   19600,2026-06-23T18:57:13.712+09:00, 0.731E-02, 151.57677, 0.10970E+05
   19700,2026-06-23T18:58:22.015+09:00, 0.884E-02, 152.42553, 0.11025E+05
   19800,2026-06-23T18:59:19.611+09:00, 0.961E-02, 153.35778, 0.11077E+05
   19900,2026-06-23T19:00:30.894+09:00, 0.847E-02, 154.21185, 0.11134E+05
   20000,2026-06-23T19:01:26.509+09:00, 0.711E-02, 155.00363, 0.11187E+05
   20100,2026-06-23T19:02:25.425+09:00, 0.837E-02, 155.79303, 0.11238E+05
   20200,2026-06-23T19:03:31.452+09:00, 0.705E-02, 156.56250, 0.11294E+05
   20300,2026-06-23T19:04:29.957+09:00, 0.766E-02, 157.36643, 0.11345E+05
   20400,2026-06-23T19:05:42.711+09:00, 0.796E-02, 158.24256, 0.11401E+05
   20500,2026-06-23T19:06:37.835+09:00, 0.858E-02, 159.08998, 0.11453E+05
   20600,2026-06-23T19:07:34.679+09:00, 0.832E-02, 159.99409, 0.11504E+05
   20700,2026-06-23T19:08:45.881+09:00, 0.101E-01, 160.91456, 0.11563E+05
   20800,2026-06-23T19:09:44.367+09:00, 0.866E-02, 161.84675, 0.11615E+05
   20900,2026-06-23T19:10:52.362+09:00, 0.840E-02, 162.74170, 0.11671E+05
   21000,2026-06-23T19:11:48.393+09:00, 0.815E-02, 163.59520, 0.11722E+05
   21100,2026-06-23T19:12:58.279+09:00, 0.660E-02, 164.41115, 0.11780E+05
   21200,2026-06-23T19:13:51.039+09:00, 0.878E-02, 165.14883, 0.11830E+05
   21300,2026-06-23T19:14:53.721+09:00, 0.987E-02, 165.98003, 0.11882E+05
   21400,2026-06-23T19:16:06.061+09:00, 0.864E-02, 166.84359, 0.11939E+05
   21500,2026-06-23T19:17:02.811+09:00, 0.864E-02, 167.70722, 0.11990E+05
   21600,2026-06-23T19:18:16.145+09:00, 0.879E-02, 168.61390, 0.12046E+05
   21700,2026-06-23T19:19:14.101+09:00, 0.925E-02, 169.55677, 0.12098E+05
   21800,2026-06-23T19:20:25.574+09:00, 0.973E-02, 170.44606, 0.12154E+05
   21900,2026-06-23T19:21:22.724+09:00, 0.857E-02, 171.34124, 0.12205E+05
   22000,2026-06-23T19:22:37.320+09:00, 0.758E-02, 172.13348, 0.12262E+05
   22100,2026-06-23T19:23:33.166+09:00, 0.749E-02, 172.90657, 0.12314E+05
   22200,2026-06-23T19:24:28.394+09:00, 0.796E-02, 173.70409, 0.12366E+05
   22300,2026-06-23T19:25:37.258+09:00, 0.782E-02, 174.54481, 0.12424E+05
   22400,2026-06-23T19:26:37.859+09:00, 0.785E-02, 175.35552, 0.12476E+05
   22500,2026-06-23T19:27:44.682+09:00, 0.837E-02, 176.13507, 0.12531E+05
   22600,2026-06-23T19:28:40.764+09:00, 0.807E-02, 177.01446, 0.12582E+05
   22700,2026-06-23T19:29:36.839+09:00, 0.783E-02, 177.79886, 0.12634E+05
   22800,2026-06-23T19:30:47.695+09:00, 0.716E-02, 178.57388, 0.12688E+05
   22900,2026-06-23T19:31:42.676+09:00, 0.755E-02, 179.39947, 0.12740E+05
   23000,2026-06-23T19:33:07.299+09:00, 0.870E-02, 180.24947, 0.12797E+05
   23100,2026-06-23T19:34:04.813+09:00, 0.926E-02, 181.15561, 0.12849E+05
   23200,2026-06-23T19:35:00.851+09:00, 0.857E-02, 181.97169, 0.12901E+05
   23300,2026-06-23T19:36:11.801+09:00, 0.837E-02, 182.78268, 0.12957E+05
   23400,2026-06-23T19:37:09.379+09:00, 0.837E-02, 183.61945, 0.13009E+05
   23500,2026-06-23T19:38:19.863+09:00, 0.896E-02, 184.48329, 0.13067E+05
   23600,2026-06-23T19:39:14.444+09:00, 0.883E-02, 185.35491, 0.13119E+05
   23700,2026-06-23T19:40:25.912+09:00, 0.945E-02, 186.24295, 0.13175E+05
   23800,2026-06-23T19:41:18.985+09:00, 0.878E-02, 187.10344, 0.13225E+05
   23900,2026-06-23T19:42:28.757+09:00, 0.899E-02, 188.05009, 0.13280E+05
   24000,2026-06-23T19:43:27.195+09:00, 0.829E-02, 188.92923, 0.13332E+05
   24100,2026-06-23T19:44:28.201+09:00, 0.862E-02, 189.74789, 0.13383E+05
   24200,2026-06-23T19:45:41.515+09:00, 0.772E-02, 190.57760, 0.13441E+05
   24300,2026-06-23T19:46:36.875+09:00, 0.101E-01, 191.44588, 0.13492E+05
   24400,2026-06-23T19:47:59.498+09:00, 0.876E-02, 192.31158, 0.13555E+05
   24500,2026-06-23T19:48:54.597+09:00, 0.857E-02, 193.19318, 0.13607E+05
   24600,2026-06-23T19:50:01.962+09:00, 0.926E-02, 194.03839, 0.13664E+05
   24700,2026-06-23T19:51:01.302+09:00, 0.895E-02, 194.90700, 0.13716E+05
   24800,2026-06-23T19:51:56.189+09:00, 0.953E-02, 195.82276, 0.13767E+05
   24900,2026-06-23T19:53:08.117+09:00, 0.935E-02, 196.72861, 0.13823E+05
   25000,2026-06-23T19:54:06.781+09:00, 0.903E-02, 197.68024, 0.13874E+05
   25100,2026-06-23T19:55:12.314+09:00, 0.105E-01, 198.56639, 0.13929E+05
   25200,2026-06-23T19:56:11.152+09:00, 0.911E-02, 199.51938, 0.13980E+05
   25300,2026-06-23T19:57:22.509+09:00, 0.951E-02, 200.40836, 0.14035E+05
   25400,2026-06-23T19:58:19.927+09:00, 0.804E-02, 201.27542, 0.14087E+05
   25500,2026-06-23T19:59:28.070+09:00, 0.829E-02, 202.08344, 0.14142E+05
   25600,2026-06-23T20:00:27.570+09:00, 0.813E-02, 202.94208, 0.14194E+05
   25700,2026-06-23T20:01:23.596+09:00, 0.804E-02, 203.73138, 0.14245E+05
   25800,2026-06-23T20:02:38.373+09:00, 0.945E-02, 204.59391, 0.14305E+05
   25900,2026-06-23T20:03:35.297+09:00, 0.819E-02, 205.53176, 0.14357E+05
   26000,2026-06-23T20:04:52.553+09:00, 0.936E-02, 206.42864, 0.14415E+05
   26100,2026-06-23T20:05:47.177+09:00, 0.761E-02, 207.27042, 0.14467E+05
   26200,2026-06-23T20:07:00.183+09:00, 0.849E-02, 208.02353, 0.14522E+05
   26300,2026-06-23T20:07:57.047+09:00, 0.823E-02, 208.94456, 0.14573E+05
   26400,2026-06-23T20:08:54.049+09:00, 0.773E-02, 209.71504, 0.14626E+05
   26500,2026-06-23T20:10:20.736+09:00, 0.746E-02, 210.50554, 0.14681E+05
   26600,2026-06-23T20:11:17.641+09:00, 0.992E-02, 211.42548, 0.14732E+05
   26700,2026-06-23T20:12:28.871+09:00, 0.787E-02, 212.25680, 0.14789E+05
   26800,2026-06-23T20:13:23.673+09:00, 0.816E-02, 213.10499, 0.14841E+05
   26900,2026-06-23T20:14:21.223+09:00, 0.877E-02, 213.95579, 0.14892E+05
   27000,2026-06-23T20:15:31.335+09:00, 0.829E-02, 214.77938, 0.14947E+05
   27100,2026-06-23T20:16:27.196+09:00, 0.100E-01, 215.65304, 0.14999E+05
   27200,2026-06-23T20:17:42.289+09:00, 0.958E-02, 216.61624, 0.15055E+05
   27300,2026-06-23T20:18:41.160+09:00, 0.941E-02, 217.46294, 0.15107E+05
   27400,2026-06-23T20:19:51.637+09:00, 0.806E-02, 218.26113, 0.15163E+05
   27500,2026-06-23T20:20:47.912+09:00, 0.784E-02, 219.05926, 0.15215E+05
   27600,2026-06-23T20:21:44.517+09:00, 0.706E-02, 219.86906, 0.15266E+05
   27700,2026-06-23T20:22:58.259+09:00, 0.836E-02, 220.68870, 0.15325E+05
   27800,2026-06-23T20:23:54.651+09:00, 0.896E-02, 221.56494, 0.15377E+05
   27900,2026-06-23T20:25:06.019+09:00, 0.795E-02, 222.36356, 0.15433E+05
   28000,2026-06-23T20:26:03.803+09:00, 0.855E-02, 223.21070, 0.15484E+05
   28100,2026-06-23T20:27:11.566+09:00, 0.888E-02, 224.12392, 0.15541E+05
   28200,2026-06-23T20:28:07.832+09:00, 0.841E-02, 224.97275, 0.15592E+05
   28300,2026-06-23T20:29:07.227+09:00, 0.784E-02, 225.80084, 0.15644E+05
   28400,2026-06-23T20:30:14.872+09:00, 0.918E-02, 226.63994, 0.15701E+05
   28500,2026-06-23T20:31:11.536+09:00, 0.936E-02, 227.50787, 0.15753E+05
