C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m3
gridconv_T_dy00,gridconv_T_dy01,gridconv_T_dy02,gridconv_T_dy03,gridconv_T_dy04,gridconv_T_dy05,gridconv_T_dy06,gridconv_T_dy07,gridconv_T_dy08,gridconv_T_dy09,gridconv_T_dy10,gridconv_T_dy11,gridconv_T_dy12,gridconv_T_dy13,gridconv_T_dy14,main_eng_temperature,main_eng_hrrpuv
 8.7503123E+002, 7.3557408E+002, 5.6017762E+002, 2.1859248E+002, 9.6792245E+001, 4.5982103E+001, 4.0967321E+001, 4.0315627E+001, 3.9903579E+001, 3.9230346E+001, 3.9093900E+001, 3.8940937E+001, 3.8779750E+001, 3.8500981E+001, 3.7532358E+001, 2.0000000E+001, 0.0000000E+000
 2.2133253E+002, 1.5655841E+002, 1.1271704E+002, 6.9374537E+001, 5.7832757E+001, 5.1220930E+001, 4.5103490E+001, 4.3427945E+001, 4.2300555E+001, 4.1399718E+001, 4.1400952E+001, 4.1514607E+001, 4.1314787E+001, 4.0728535E+001, 3.8173834E+001, 6.1472102E+001, 0.0000000E+000
 1.5888588E+002, 1.2272590E+002, 1.0056426E+002, 7.5940650E+001, 6.7655684E+001, 6.1524099E+001, 5.2656510E+001, 4.9193037E+001, 4.6544366E+001, 4.3663609E+001, 4.3044226E+001, 4.2352519E+001, 4.1948327E+001, 4.1258418E+001, 3.8600760E+001, 6.3270097E+001, 0.0000000E+000
 1.4374198E+002, 1.2012433E+002, 1.0529806E+002, 8.6927992E+001, 8.0360378E+001, 7.4962112E+001, 6.4657774E+001, 5.9507032E+001, 5.4767669E+001, 4.8185467E+001, 4.6367717E+001, 4.4084890E+001, 4.3086697E+001, 4.1926083E+001, 3.8839039E+001, 6.5296887E+001, 0.0000000E+000
 1.3929295E+002, 1.2462476E+002, 1.1507802E+002, 1.0326794E+002, 9.9125579E+001, 9.5752518E+001, 8.8293436E+001, 8.3523579E+001, 7.8115426E+001, 6.5689280E+001, 5.9900205E+001, 5.1804541E+001, 4.8797139E+001, 4.5828116E+001, 4.0080862E+001, 6.7200018E+001, 0.0000000E+000
 1.3912541E+002, 1.2706948E+002, 1.1889401E+002, 1.0839582E+002, 1.0490016E+002, 1.0208196E+002, 9.5778256E+001, 9.1851963E+001, 8.7375863E+001, 7.6285988E+001, 6.9925466E+001, 5.8070047E+001, 5.3274056E+001, 4.8859941E+001, 4.1049409E+001, 7.0546138E+001, 0.0000000E+000
 1.3981945E+002, 1.2951564E+002, 1.2249924E+002, 1.1316270E+002, 1.1006748E+002, 1.0732923E+002, 1.0129272E+002, 9.7894839E+001, 9.4076941E+001, 8.4858825E+001, 7.9387990E+001, 6.6584813E+001, 5.9844578E+001, 5.3284434E+001, 4.2588508E+001, 7.2816757E+001, 0.0000000E+000
 1.4289493E+002, 1.3519337E+002, 1.2978633E+002, 1.2259195E+002, 1.2009497E+002, 1.1747154E+002, 1.1158581E+002, 1.0837111E+002, 1.0508231E+002, 9.7986037E+001, 9.3877285E+001, 8.4669155E+001, 7.8363386E+001, 7.0277413E+001, 5.1491578E+001, 8.1869857E+001, 0.0000000E+000
 1.4483885E+002, 1.3791547E+002, 1.3338577E+002, 1.2727024E+002, 1.2493773E+002, 1.2241006E+002, 1.1697491E+002, 1.1389097E+002, 1.1073031E+002, 1.0395217E+002, 1.0038247E+002, 9.2674878E+001, 8.7722261E+001, 8.0538161E+001, 5.9913693E+001, 8.7334247E+001, 0.0000000E+000
 1.4670688E+002, 1.4084221E+002, 1.3708374E+002, 1.3185737E+002, 1.2985432E+002, 1.2746176E+002, 1.2223098E+002, 1.1917187E+002, 1.1605171E+002, 1.1009924E+002, 1.0696295E+002, 1.0065725E+002, 9.6944089E+001, 9.0916257E+001, 7.1609053E+001, 9.2330724E+001, 0.0000000E+000
 1.5107704E+002, 1.4679663E+002, 1.4421817E+002, 1.4041737E+002, 1.3854221E+002, 1.3686389E+002, 1.3307014E+002, 1.3063912E+002, 1.2811934E+002, 1.2266321E+002, 1.1995704E+002, 1.1642730E+002, 1.1515382E+002, 1.1310183E+002, 1.0632986E+002, 9.6429302E+001, 0.0000000E+000
 1.5371685E+002, 1.4986909E+002, 1.4759621E+002, 1.4452250E+002, 1.4277937E+002, 1.4115448E+002, 1.3832548E+002, 1.3609880E+002, 1.3417675E+002, 1.2974522E+002, 1.2760188E+002, 1.2553637E+002, 1.2548621E+002, 1.2544177E+002, 1.2815207E+002,NaN,NaN
 1.5615283E+002, 1.5256157E+002, 1.5041034E+002, 1.4780412E+002, 1.4627564E+002, 1.4469222E+002, 1.4255903E+002, 1.4124392E+002, 1.3994359E+002, 1.3684774E+002, 1.3523153E+002, 1.3460627E+002, 1.3511468E+002, 1.3616236E+002, 1.4552715E+002,NaN,NaN
 1.6018197E+002, 1.5724853E+002, 1.5523056E+002, 1.5233372E+002, 1.5120402E+002, 1.5034271E+002, 1.4935118E+002, 1.4903607E+002, 1.4846273E+002, 1.4755296E+002, 1.4721853E+002, 1.4684118E+002, 1.4694870E+002, 1.4939681E+002, 1.5602233E+002,NaN,NaN
 1.6231083E+002, 1.5970495E+002, 1.5761190E+002, 1.5443446E+002, 1.5358391E+002, 1.5275672E+002, 1.5231963E+002, 1.5217832E+002, 1.5164987E+002, 1.5098125E+002, 1.5114914E+002, 1.5134134E+002, 1.5108048E+002, 1.5383444E+002, 1.5856375E+002,NaN,NaN
 1.6432863E+002, 1.6204342E+002, 1.6013448E+002, 1.5685784E+002, 1.5594962E+002, 1.5514266E+002, 1.5497391E+002, 1.5516574E+002, 1.5459422E+002, 1.5416762E+002, 1.5457005E+002, 1.5513881E+002, 1.5480343E+002, 1.5756880E+002, 1.6175491E+002,NaN,NaN
